resume_id,degree,bipartite_degree_centrality,pagerank,is_isolate,component_size,community_global,community_size,n_skills,n_skill_communities,dominant_skill_community,dominant_skill_community_count,dominant_skill_community_share,skill_community_entropy,skill_community_entropy_normalized
R_001122,4,0.0016,3.2482867279238055e-05,0,1559,4,1559,5,1,1,5,1.0,-0.0,0.0
R_001123,15,0.006,9.124994713953438e-05,0,1550,5,1550,8,1,0,8,1.0,-0.0,0.0
R_001124,8,0.0032,5.419085226152279e-05,0,1550,5,1550,7,1,0,7,1.0,-0.0,0.0
R_001125,4,0.0016,3.3563921103216375e-05,0,1550,5,1550,6,1,0,6,1.0,-0.0,0.0
R_001126,0,0.0,1.2023710757614017e-05,1,1,9,1,5,1,2,5,1.0,-0.0,0.0
R_001127,13,0.0052,8.050830563288567e-05,0,1550,5,1550,8,1,0,8,1.0,-0.0,0.0
R_001128,7,0.0028,4.537629280651563e-05,0,3102,1,1571,7,3,7,4,0.5714285714285714,0.9556998911125344,0.8699155297736259
R_001129,4,0.0016,3.425123905197977e-05,0,1565,2,1565,5,1,5,5,1.0,-0.0,0.0
R_001130,5,0.002,3.873260745347419e-05,0,1550,5,1550,6,1,0,6,1.0,-0.0,0.0
R_001131,8,0.0032,4.9241341109982225e-05,0,1505,7,1505,8,1,4,8,1.0,-0.0,0.0
R_001132,15,0.006,8.673736004396339e-05,0,1559,4,1559,8,1,1,8,1.0,-0.0,0.0
R_001133,11,0.0044,6.692228786241779e-05,0,1562,3,1562,8,3,6,6,0.75,0.7356219397587946,0.6695919455357792
R_001134,17,0.0068,0.00010549505729765123,0,1565,2,1565,8,2,5,7,0.875,0.3767701612564367,0.5435644431995964
R_001135,20,0.008,0.00011080249607145388,0,1562,3,1562,8,2,6,7,0.875,0.3767701612564367,0.5435644431995964
R_001136,9,0.0036,5.641692123154871e-05,0,1562,3,1562,6,2,6,5,0.8333333333333334,0.4505612088663046,0.6500224216483541
R_001137,4,0.0016,3.290655796225022e-05,0,1628,0,1628,5,1,3,5,1.0,-0.0,0.0
R_001138,6,0.0024,4.051300692381938e-05,0,3102,6,1531,6,1,2,6,1.0,-0.0,0.0
R_001139,17,0.0068,9.260583383222157e-05,0,1505,7,1505,8,1,4,8,1.0,-0.0,0.0
R_001140,2,0.0008,2.332284822896513e-05,0,1565,2,1565,7,2,5,6,0.8571428571428571,0.410116318288409,0.5916727785823274
R_001141,5,0.002,3.6536535845332085e-05,0,3102,1,1571,5,3,7,3,0.6,0.9502705392332348,0.8649735207179272
R_001142,6,0.0024,4.312748452449593e-05,0,1550,5,1550,6,1,0,6,1.0,-0.0,0.0
R_001143,15,0.006,8.402589395358181e-05,0,3102,1,1571,8,4,7,5,0.625,1.073542846408523,0.7743974703476992
R_001144,13,0.0052,8.006344866473116e-05,0,1550,5,1550,8,1,0,8,1.0,-0.0,0.0
R_001145,25,0.01,0.00013201889998246138,0,3102,1,1571,7,4,7,4,0.5714285714285714,1.1537419427010902,0.8322488896002307
R_001146,10,0.004,5.997864308261889e-05,0,3102,1,1571,7,4,7,4,0.5714285714285714,1.1537419427010902,0.8322488896002307
R_001147,17,0.0068,9.353913281337452e-05,0,3102,6,1531,8,1,2,8,1.0,-0.0,0.0
R_001148,18,0.0072,9.709417191899864e-05,0,3102,1,1571,8,3,7,6,0.75,0.7356219397587946,0.6695919455357792
R_001149,7,0.0028,5.1319815748126764e-05,0,1565,2,1565,5,1,5,5,1.0,-0.0,0.0
R_001150,2,0.0008,2.2313445771530055e-05,0,1628,0,1628,5,1,3,5,1.0,-0.0,0.0
R_001151,11,0.0044,7.221555271017965e-05,0,1565,2,1565,8,1,5,8,1.0,-0.0,0.0
R_001152,6,0.0024,4.108108278527233e-05,0,3102,6,1531,6,1,2,6,1.0,-0.0,0.0
R_001153,9,0.0036,5.4987512926634584e-05,0,1505,7,1505,8,1,4,8,1.0,-0.0,0.0
R_001154,7,0.0028,5.005860057459443e-05,0,1565,2,1565,6,2,5,5,0.8333333333333334,0.4505612088663046,0.6500224216483541
R_001155,14,0.0056,7.901423156348545e-05,0,1505,7,1505,8,1,4,8,1.0,-0.0,0.0
R_001156,8,0.0032,5.1936186073104514e-05,0,1559,4,1559,6,1,1,6,1.0,-0.0,0.0
R_001157,11,0.0044,6.497880482984714e-05,0,3102,1,1571,8,3,7,5,0.625,0.9002560512685369,0.8194483718728035
R_001158,6,0.0024,4.0757889941282386e-05,0,3102,1,1571,7,3,7,4,0.5714285714285714,0.9556998911125344,0.8699155297736259
R_001159,12,0.0048,7.56568503476845e-05,0,1550,5,1550,7,1,0,7,1.0,-0.0,0.0
R_001160,4,0.0016,3.2075509207530844e-05,0,3102,6,1531,6,1,2,6,1.0,-0.0,0.0
R_001161,8,0.0032,5.055199949068945e-05,0,3102,1,1571,8,4,7,4,0.5,1.2130075659799042,0.875
R_001162,8,0.0032,4.975863945704041e-05,0,1505,7,1505,8,1,4,8,1.0,-0.0,0.0
R_001163,5,0.002,3.811268833301912e-05,0,1550,5,1550,6,1,0,6,1.0,-0.0,0.0
R_001164,4,0.0016,3.121990872888291e-05,0,1505,7,1505,6,1,4,6,1.0,-0.0,0.0
R_001165,16,0.0064,9.207287382592531e-05,0,1559,4,1559,8,1,1,8,1.0,-0.0,0.0
R_001166,9,0.0036,5.8220663725877754e-05,0,1628,0,1628,7,1,3,7,1.0,-0.0,0.0
R_001167,12,0.0048,7.179305396623382e-05,0,1559,4,1559,7,1,1,7,1.0,-0.0,0.0
R_001168,8,0.0032,4.969251351480141e-05,0,3102,6,1531,7,1,2,7,1.0,-0.0,0.0
R_001169,5,0.002,3.597324053263865e-05,0,3102,1,1571,7,4,7,3,0.4285714285714285,1.277034259466139,0.9211854965885544
R_001170,2,0.0008,2.299680167847934e-05,0,1550,5,1550,5,1,0,5,1.0,-0.0,0.0
R_001171,3,0.0012,2.7792713106160826e-05,0,1562,3,1562,5,2,6,4,0.8,0.5004024235381879,0.7219280948873623
R_001172,9,0.0036,5.671243295359807e-05,0,1562,3,1562,7,3,6,5,0.7142857142857143,0.796311640173813,0.7248340915057598
R_001173,1,0.0004,1.7683442665552163e-05,0,1559,4,1559,5,1,1,5,1.0,-0.0,0.0
R_001174,12,0.0048,7.377973307701401e-05,0,1562,3,1562,6,3,6,4,0.6666666666666666,0.8675632284814612,0.7896900821428474
R_001175,6,0.0024,4.2811793057040245e-05,0,1628,0,1628,6,1,3,6,1.0,-0.0,0.0
R_001176,6,0.0024,4.357112438414055e-05,0,1550,5,1550,7,1,0,7,1.0,-0.0,0.0
R_001177,5,0.002,3.8724598202508616e-05,0,1550,5,1550,6,1,0,6,1.0,-0.0,0.0
R_001178,12,0.0048,7.220144515884144e-05,0,1559,4,1559,8,1,1,8,1.0,-0.0,0.0
R_001179,6,0.0024,4.284333307777334e-05,0,1628,0,1628,5,1,3,5,1.0,-0.0,0.0
R_001180,4,0.0016,3.147903599549364e-05,0,3102,1,1571,5,2,7,4,0.8,0.5004024235381879,0.7219280948873623
R_001181,4,0.0016,3.2602773542411e-05,0,1562,3,1562,6,3,6,4,0.6666666666666666,0.8675632284814612,0.7896900821428474
R_001182,9,0.0036,5.5213911369428345e-05,0,1505,7,1505,7,1,4,7,1.0,-0.0,0.0
R_001183,9,0.0036,5.777954417713685e-05,0,1628,0,1628,8,1,3,8,1.0,-0.0,0.0
R_001184,11,0.0044,6.589940697273939e-05,0,3102,6,1531,8,1,2,8,1.0,-0.0,0.0
R_001185,8,0.0032,4.972246184184004e-05,0,1505,7,1505,7,1,4,7,1.0,-0.0,0.0
R_001186,14,0.0056,7.817078401953421e-05,0,1505,7,1505,7,1,4,7,1.0,-0.0,0.0
R_001187,4,0.0016,3.3220240293667285e-05,0,1550,5,1550,6,1,0,6,1.0,-0.0,0.0
R_001188,7,0.0028,4.631670476049889e-05,0,3102,6,1531,6,1,2,6,1.0,-0.0,0.0
R_001189,11,0.0044,6.386859675291635e-05,0,1505,7,1505,7,1,4,7,1.0,-0.0,0.0
R_001190,3,0.0012,2.861585791672345e-05,0,1565,2,1565,6,2,5,5,0.8333333333333334,0.4505612088663046,0.6500224216483541
R_001191,6,0.0024,4.128754065478627e-05,0,3102,6,1531,8,1,2,8,1.0,-0.0,0.0
R_001192,3,0.0012,2.8407892257461466e-05,0,1628,0,1628,5,1,3,5,1.0,-0.0,0.0
R_001193,8,0.0032,5.2304138761515766e-05,0,1559,4,1559,5,1,1,5,1.0,-0.0,0.0
R_001194,17,0.0068,9.764118521541096e-05,0,1562,3,1562,7,2,6,6,0.8571428571428571,0.410116318288409,0.5916727785823274
R_001195,3,0.0012,2.7377417795713545e-05,0,1562,3,1562,6,2,6,5,0.8333333333333334,0.4505612088663046,0.6500224216483541
R_001196,13,0.0052,7.415406767160555e-05,0,3102,6,1531,7,1,2,7,1.0,-0.0,0.0
R_001197,15,0.006,8.234475964916965e-05,0,1505,7,1505,8,1,4,8,1.0,-0.0,0.0
R_001198,3,0.0012,2.833699468346552e-05,0,1550,5,1550,6,1,0,6,1.0,-0.0,0.0
R_001199,1,0.0004,1.72927480002086e-05,0,1628,0,1628,5,1,3,5,1.0,-0.0,0.0
R_001200,9,0.0036,5.511450800379498e-05,0,1505,7,1505,8,1,4,8,1.0,-0.0,0.0
R_001201,3,0.0012,2.7198114536968942e-05,0,1562,3,1562,6,1,6,6,1.0,-0.0,0.0
R_001202,2,0.0008,2.2391195427751584e-05,0,1562,3,1562,6,1,6,6,1.0,-0.0,0.0
R_001203,9,0.0036,5.8979640579472556e-05,0,1628,0,1628,6,1,3,6,1.0,-0.0,0.0
R_001204,10,0.004,6.237605138730756e-05,0,1562,3,1562,6,3,6,4,0.6666666666666666,0.8675632284814612,0.7896900821428474
R_001205,3,0.0012,2.704633372068654e-05,0,3102,6,1531,5,1,2,5,1.0,-0.0,0.0
R_001206,10,0.004,5.9007044337402754e-05,0,1505,7,1505,7,1,4,7,1.0,-0.0,0.0
R_001207,21,0.0084,0.00012200909235539795,0,1550,5,1550,8,1,0,8,1.0,-0.0,0.0
R_001208,4,0.0016,3.2617289583382e-05,0,1559,4,1559,6,1,1,6,1.0,-0.0,0.0
R_001209,3,0.0012,2.655923180376062e-05,0,3102,1,1571,5,4,7,2,0.4,1.3321790402101223,0.9609640474436812
R_001210,10,0.004,6.231435315709967e-05,0,1559,4,1559,7,1,1,7,1.0,-0.0,0.0
R_001211,10,0.004,6.190502412983158e-05,0,1559,4,1559,8,1,1,8,1.0,-0.0,0.0
R_001212,11,0.0044,6.866056155671062e-05,0,1628,0,1628,6,1,3,6,1.0,-0.0,0.0
R_001213,9,0.0036,5.5203858392508414e-05,0,3102,6,1531,6,1,2,6,1.0,-0.0,0.0
R_001214,7,0.0028,4.7464569945233686e-05,0,1559,4,1559,6,1,1,6,1.0,-0.0,0.0
R_001215,4,0.0016,3.2567450434018496e-05,0,1562,3,1562,5,3,6,3,0.6,0.9502705392332348,0.8649735207179272
R_001216,6,0.0024,4.008203976674965e-05,0,3102,1,1571,7,3,7,4,0.5714285714285714,0.9556998911125344,0.8699155297736259
R_001217,10,0.004,6.404869491036178e-05,0,1550,5,1550,7,1,0,7,1.0,-0.0,0.0
R_001218,10,0.004,6.240625005244256e-05,0,1559,4,1559,6,1,1,6,1.0,-0.0,0.0
R_001219,7,0.0028,4.518908042247174e-05,0,1505,7,1505,6,1,4,6,1.0,-0.0,0.0
R_001220,6,0.0024,4.513813026459586e-05,0,1565,2,1565,5,1,5,5,1.0,-0.0,0.0
R_001221,6,0.0024,4.509267879320853e-05,0,1565,2,1565,6,2,5,5,0.8333333333333334,0.4505612088663046,0.6500224216483541
R_001222,2,0.0008,2.215114109246263e-05,0,3102,1,1571,5,3,7,3,0.6,0.9502705392332348,0.8649735207179272
R_001223,10,0.004,5.9844114677847606e-05,0,1505,7,1505,8,1,4,8,1.0,-0.0,0.0
R_001224,8,0.0032,5.2694094709418457e-05,0,1559,4,1559,6,1,1,6,1.0,-0.0,0.0
R_001225,2,0.0008,2.26058331604307e-05,0,1628,0,1628,5,1,3,5,1.0,-0.0,0.0
R_001226,7,0.0028,4.555848797458153e-05,0,1505,7,1505,5,1,4,5,1.0,-0.0,0.0
R_001227,7,0.0028,4.644249913538337e-05,0,3102,1,1571,6,4,7,3,0.5,1.242453324894,0.8962406251802889
R_001228,10,0.004,5.998080681304504e-05,0,3102,6,1531,7,1,2,7,1.0,-0.0,0.0
R_001229,3,0.0012,2.7633975469914003e-05,0,1628,0,1628,5,1,3,5,1.0,-0.0,0.0
R_001230,6,0.0024,4.065130997173592e-05,0,3102,6,1531,5,1,2,5,1.0,-0.0,0.0
R_001231,11,0.0044,7.000819829190703e-05,0,1550,5,1550,7,1,0,7,1.0,-0.0,0.0
R_001232,5,0.002,3.638364421507217e-05,0,1505,7,1505,5,1,4,5,1.0,-0.0,0.0
R_001233,6,0.0024,4.347752789392605e-05,0,1550,5,1550,6,1,0,6,1.0,-0.0,0.0
R_001234,10,0.004,6.167473659563226e-05,0,1562,3,1562,8,2,6,7,0.875,0.3767701612564367,0.5435644431995964
R_001235,8,0.0032,5.2507324576251087e-05,0,1562,3,1562,6,2,6,5,0.8333333333333334,0.4505612088663046,0.6500224216483541
R_001236,8,0.0032,5.242414584634772e-05,0,1562,3,1562,6,3,6,4,0.6666666666666666,0.8675632284814612,0.7896900821428474
R_001237,4,0.0016,3.2558524741435236e-05,0,1559,4,1559,8,1,1,8,1.0,-0.0,0.0
R_001238,4,0.0016,3.312141597802942e-05,0,1559,4,1559,5,1,1,5,1.0,-0.0,0.0
R_001239,9,0.0036,5.5033826269577417e-05,0,3102,6,1531,7,1,2,7,1.0,-0.0,0.0
R_001240,5,0.002,3.620982098855966e-05,0,3102,6,1531,6,1,2,6,1.0,-0.0,0.0
R_001241,1,0.0004,1.749491156147371e-05,0,1565,2,1565,5,2,5,4,0.8,0.5004024235381879,0.7219280948873623
R_001242,6,0.0024,4.2957559039961684e-05,0,1628,0,1628,6,1,3,6,1.0,-0.0,0.0
R_001243,8,0.0032,5.563943339271499e-05,0,1565,2,1565,7,1,5,7,1.0,-0.0,0.0
R_001244,5,0.002,3.7961606494672576e-05,0,1628,0,1628,7,1,3,7,1.0,-0.0,0.0
R_001245,7,0.0028,4.504008960177866e-05,0,3102,1,1571,6,3,7,3,0.5,1.0114042647073518,0.920619835714305
R_001246,7,0.0028,4.709270793221338e-05,0,1559,4,1559,8,1,1,8,1.0,-0.0,0.0
R_001247,26,0.0104,0.0001405714371136777,0,1562,3,1562,8,3,6,6,0.75,0.7356219397587946,0.6695919455357792
R_001248,7,0.0028,4.550008451483773e-05,0,3102,1,1571,6,3,7,3,0.5,1.0114042647073518,0.920619835714305
R_001249,7,0.0028,4.536155933733889e-05,0,3102,1,1571,5,3,7,3,0.6,0.9502705392332348,0.8649735207179272
R_001250,4,0.0016,3.232979216061848e-05,0,1628,0,1628,6,1,3,6,1.0,-0.0,0.0
R_001251,8,0.0032,4.970368796171208e-05,0,1505,7,1505,7,1,4,7,1.0,-0.0,0.0
R_001252,5,0.002,3.7898050061345554e-05,0,1628,0,1628,6,1,3,6,1.0,-0.0,0.0
R_001253,10,0.004,6.472207275966801e-05,0,1628,0,1628,8,1,3,8,1.0,-0.0,0.0
R_001254,6,0.0024,4.2160334376998674e-05,0,1559,4,1559,5,1,1,5,1.0,-0.0,0.0
R_001255,4,0.0016,3.2606967332908523e-05,0,1550,5,1550,7,1,0,7,1.0,-0.0,0.0
R_001256,8,0.0032,5.258215215099588e-05,0,1562,3,1562,8,3,6,6,0.75,0.7356219397587946,0.6695919455357792
R_001257,7,0.0028,4.7446686612791924e-05,0,1559,4,1559,6,1,1,6,1.0,-0.0,0.0
R_001258,3,0.0012,2.789724332657038e-05,0,1550,5,1550,5,1,0,5,1.0,-0.0,0.0
R_001259,11,0.0044,6.654839141889621e-05,0,1559,4,1559,7,1,1,7,1.0,-0.0,0.0
R_001260,5,0.002,3.861022315385603e-05,0,1550,5,1550,6,1,0,6,1.0,-0.0,0.0
R_001261,6,0.0024,4.271363954706932e-05,0,1562,3,1562,6,2,6,5,0.8333333333333334,0.4505612088663046,0.6500224216483541
R_001262,3,0.0012,2.7254699997315968e-05,0,1628,0,1628,5,1,3,5,1.0,-0.0,0.0
R_001263,4,0.0016,3.212864107651122e-05,0,1562,3,1562,6,2,6,5,0.8333333333333334,0.4505612088663046,0.6500224216483541
R_001264,7,0.0028,4.734159160930559e-05,0,1559,4,1559,6,1,1,6,1.0,-0.0,0.0
R_001265,8,0.0032,5.5605634033101785e-05,0,1565,2,1565,8,2,5,7,0.875,0.3767701612564367,0.5435644431995964
R_001266,12,0.0048,7.556943045184913e-05,0,1550,5,1550,7,1,0,7,1.0,-0.0,0.0
R_001267,10,0.004,6.303565028810655e-05,0,1628,0,1628,7,1,3,7,1.0,-0.0,0.0
R_001268,17,0.0068,9.720353176907261e-05,0,1562,3,1562,8,3,6,6,0.75,0.7356219397587946,0.6695919455357792
R_001269,9,0.0036,5.704318313745657e-05,0,1559,4,1559,7,1,1,7,1.0,-0.0,0.0
R_001270,12,0.0048,7.788484608887327e-05,0,1565,2,1565,8,2,5,7,0.875,0.3767701612564367,0.5435644431995964
R_001271,9,0.0036,5.818677204329221e-05,0,1628,0,1628,7,1,3,7,1.0,-0.0,0.0
R_001272,17,0.0068,9.244457828528492e-05,0,1505,7,1505,8,1,4,8,1.0,-0.0,0.0
R_001273,3,0.0012,2.7319184022817906e-05,0,1562,3,1562,5,2,6,4,0.8,0.5004024235381879,0.7219280948873623
R_001274,15,0.006,8.262646845149448e-05,0,1505,7,1505,6,1,4,6,1.0,-0.0,0.0
R_001275,5,0.002,3.9410701074014384e-05,0,1565,2,1565,5,1,5,5,1.0,-0.0,0.0
R_001276,8,0.0032,5.1880711350874646e-05,0,1559,4,1559,8,1,1,8,1.0,-0.0,0.0
R_001277,9,0.0036,5.947834074213626e-05,0,1550,5,1550,8,1,0,8,1.0,-0.0,0.0
R_001278,9,0.0036,5.683944836277643e-05,0,1562,3,1562,7,2,6,6,0.8571428571428571,0.410116318288409,0.5916727785823274
R_001279,6,0.0024,4.14737529946621e-05,0,3102,6,1531,7,1,2,7,1.0,-0.0,0.0
R_001280,3,0.0012,2.7104067462529056e-05,0,1559,4,1559,6,1,1,6,1.0,-0.0,0.0
R_001281,8,0.0032,5.377130397775764e-05,0,1628,0,1628,8,1,3,8,1.0,-0.0,0.0
R_001282,8,0.0032,5.207104654406181e-05,0,1562,3,1562,7,3,6,5,0.7142857142857143,0.796311640173813,0.7248340915057598
R_001283,17,0.0068,9.9884749541882e-05,0,1628,0,1628,7,1,3,7,1.0,-0.0,0.0
R_001284,3,0.0012,2.645992093482188e-05,0,3102,1,1571,6,3,7,4,0.6666666666666666,0.8675632284814612,0.7896900821428474
R_001285,3,0.0012,2.7970605500438083e-05,0,1550,5,1550,5,1,0,5,1.0,-0.0,0.0
R_001286,7,0.0028,5.040866456330229e-05,0,1565,2,1565,6,2,5,5,0.8333333333333334,0.4505612088663046,0.6500224216483541
R_001287,12,0.0048,6.815562138478967e-05,0,3102,1,1571,7,2,7,5,0.7142857142857143,0.5982695885852573,0.8631205685666311
R_001288,8,0.0032,5.274817588989143e-05,0,1628,0,1628,8,1,3,8,1.0,-0.0,0.0
R_001289,2,0.0008,2.1687674371490112e-05,0,3102,1,1571,5,3,7,3,0.6,0.9502705392332348,0.8649735207179272
R_001290,6,0.0024,4.185141259826017e-05,0,1562,3,1562,5,2,6,4,0.8,0.5004024235381879,0.7219280948873623
R_001291,11,0.0044,6.834568546796713e-05,0,1562,3,1562,8,2,6,7,0.875,0.3767701612564367,0.5435644431995964
R_001292,8,0.0032,5.030899625769164e-05,0,1505,7,1505,6,1,4,6,1.0,-0.0,0.0
R_001293,30,0.012,0.00016317503703751536,0,1562,3,1562,8,3,6,6,0.75,0.7356219397587946,0.6695919455357792
R_001294,10,0.004,6.366983345935142e-05,0,1628,0,1628,6,1,3,6,1.0,-0.0,0.0
R_001295,11,0.0044,6.719093769734798e-05,0,1562,3,1562,6,3,6,4,0.6666666666666666,0.8675632284814612,0.7896900821428474
R_001296,7,0.0028,4.7469947935474774e-05,0,1562,3,1562,6,1,6,6,1.0,-0.0,0.0
R_001297,8,0.0032,5.0083334455138695e-05,0,1505,7,1505,6,1,4,6,1.0,-0.0,0.0
R_001298,12,0.0048,6.913181300458068e-05,0,3102,6,1531,8,1,2,8,1.0,-0.0,0.0
R_001299,5,0.002,3.953586048512052e-05,0,1565,2,1565,7,2,5,6,0.8571428571428571,0.410116318288409,0.5916727785823274
R_001300,3,0.0012,2.7226179742236557e-05,0,1559,4,1559,5,1,1,5,1.0,-0.0,0.0
R_001301,4,0.0016,3.2824729591656996e-05,0,1550,5,1550,5,1,0,5,1.0,-0.0,0.0
R_001302,22,0.0088,0.00011675676817189373,0,3102,6,1531,8,1,2,8,1.0,-0.0,0.0
R_001303,5,0.002,3.728263455314925e-05,0,1559,4,1559,5,1,1,5,1.0,-0.0,0.0
R_001304,9,0.0036,5.788170104869168e-05,0,1559,4,1559,7,1,1,7,1.0,-0.0,0.0
R_001305,8,0.0032,5.2767320153604e-05,0,1628,0,1628,8,1,3,8,1.0,-0.0,0.0
R_001306,3,0.0012,2.7898097061104897e-05,0,1550,5,1550,7,1,0,7,1.0,-0.0,0.0
R_001307,5,0.002,3.6508044403433306e-05,0,3102,6,1531,6,1,2,6,1.0,-0.0,0.0
R_001308,8,0.0032,5.013330414257868e-05,0,3102,1,1571,6,2,7,5,0.8333333333333334,0.4505612088663046,0.6500224216483541
R_001309,4,0.0016,3.140988748037463e-05,0,3102,6,1531,6,1,2,6,1.0,-0.0,0.0
R_001310,10,0.004,6.381440113234103e-05,0,1550,5,1550,7,1,0,7,1.0,-0.0,0.0
R_001311,13,0.0052,7.527768282666143e-05,0,3102,6,1531,7,1,2,7,1.0,-0.0,0.0
R_001312,2,0.0008,2.300898521354014e-05,0,1550,5,1550,5,1,0,5,1.0,-0.0,0.0
R_001313,3,0.0012,2.8002697521615466e-05,0,1550,5,1550,5,1,0,5,1.0,-0.0,0.0
R_001314,8,0.0032,5.1607419826475724e-05,0,1562,3,1562,5,2,6,4,0.8,0.5004024235381879,0.7219280948873623
R_001315,16,0.0064,8.864026253384116e-05,0,3102,1,1571,8,3,7,6,0.75,0.7356219397587946,0.6695919455357792
R_001316,0,0.0,1.2023710757614017e-05,1,1,10,1,5,1,2,5,1.0,-0.0,0.0
R_001317,15,0.006,8.934021305871535e-05,0,1628,0,1628,8,1,3,8,1.0,-0.0,0.0
R_001318,6,0.0024,4.069162117820291e-05,0,3102,6,1531,6,1,2,6,1.0,-0.0,0.0
R_001319,5,0.002,3.7965745422498555e-05,0,1628,0,1628,6,1,3,6,1.0,-0.0,0.0
R_001320,5,0.002,3.8669090810684613e-05,0,1550,5,1550,6,1,0,6,1.0,-0.0,0.0
R_001321,9,0.0036,5.4110299898355026e-05,0,3102,1,1571,5,4,2,2,0.4,1.3321790402101223,0.9609640474436812
R_001322,11,0.0044,6.334813980989465e-05,0,1505,7,1505,7,1,4,7,1.0,-0.0,0.0
R_001323,6,0.0024,4.1619659602683836e-05,0,3102,1,1571,6,4,7,3,0.5,1.242453324894,0.8962406251802889
R_001324,8,0.0032,5.377691647566744e-05,0,1550,5,1550,7,1,0,7,1.0,-0.0,0.0
R_001325,17,0.0068,9.775114383891979e-05,0,1559,4,1559,8,1,1,8,1.0,-0.0,0.0
R_001326,31,0.0124,0.00016736360283426443,0,1562,3,1562,8,3,6,6,0.75,0.7356219397587946,0.6695919455357792
R_001327,6,0.0024,4.389466314193833e-05,0,1550,5,1550,6,1,0,6,1.0,-0.0,0.0
R_001328,8,0.0032,5.62715773905837e-05,0,1565,2,1565,6,1,5,6,1.0,-0.0,0.0
R_001329,9,0.0036,5.999984066798017e-05,0,1550,5,1550,5,1,0,5,1.0,-0.0,0.0
R_001330,11,0.0044,6.966465983859278e-05,0,1550,5,1550,7,1,0,7,1.0,-0.0,0.0
R_001331,5,0.002,3.810971241525879e-05,0,1628,0,1628,6,1,3,6,1.0,-0.0,0.0
R_001332,8,0.0032,4.954828658210403e-05,0,1505,7,1505,8,1,4,8,1.0,-0.0,0.0
R_001333,19,0.0076,0.00011623688605953919,0,1565,2,1565,8,2,5,7,0.875,0.3767701612564367,0.5435644431995964
R_001334,4,0.0016,3.16196705272214e-05,0,3102,1,1571,7,4,7,4,0.5714285714285714,1.1537419427010902,0.8322488896002307
R_001335,12,0.0048,7.525431817933928e-05,0,1550,5,1550,8,1,0,8,1.0,-0.0,0.0
R_001336,7,0.0028,4.5133297122959465e-05,0,1505,7,1505,8,1,4,8,1.0,-0.0,0.0
R_001337,5,0.002,3.8513505891029475e-05,0,1550,5,1550,5,1,0,5,1.0,-0.0,0.0
R_001338,6,0.0024,4.0078697414546366e-05,0,1505,7,1505,6,1,4,6,1.0,-0.0,0.0
R_001339,7,0.0028,4.514944832544385e-05,0,1505,7,1505,6,1,4,6,1.0,-0.0,0.0
R_001340,8,0.0032,5.2585676514413085e-05,0,1562,3,1562,8,2,6,7,0.875,0.3767701612564367,0.5435644431995964
R_001341,5,0.002,3.933636701209191e-05,0,1565,2,1565,6,2,5,5,0.8333333333333334,0.4505612088663046,0.6500224216483541
R_001342,22,0.0088,0.00012645014591530462,0,1550,5,1550,8,1,0,8,1.0,-0.0,0.0
R_001343,7,0.0028,4.8554591697667814e-05,0,1628,0,1628,6,1,3,6,1.0,-0.0,0.0
R_001344,2,0.0008,2.283788726313449e-05,0,1550,5,1550,5,1,0,5,1.0,-0.0,0.0
R_001345,3,0.0012,2.6694761272987457e-05,0,3102,1,1571,5,2,7,3,0.6,0.6730116670092565,0.9709505944546688
R_001346,7,0.0028,4.563402073344007e-05,0,3102,6,1531,5,1,2,5,1.0,-0.0,0.0
R_001347,12,0.0048,7.734667725626676e-05,0,1565,2,1565,7,1,5,7,1.0,-0.0,0.0
R_001348,7,0.0028,4.8537301034105066e-05,0,1628,0,1628,7,1,3,7,1.0,-0.0,0.0
R_001349,9,0.0036,6.235414288816703e-05,0,1565,2,1565,7,2,5,6,0.8571428571428571,0.410116318288409,0.5916727785823274
R_001350,3,0.0012,2.7917953839350993e-05,0,1550,5,1550,5,1,0,5,1.0,-0.0,0.0
R_001351,10,0.004,6.337050262836857e-05,0,1628,0,1628,8,1,3,8,1.0,-0.0,0.0
R_001352,6,0.0024,4.2494278167520244e-05,0,1628,0,1628,6,1,3,6,1.0,-0.0,0.0
R_001353,4,0.0016,3.2528549589852e-05,0,1628,0,1628,6,1,3,6,1.0,-0.0,0.0
R_001354,5,0.002,3.973215863208286e-05,0,1565,2,1565,6,2,5,5,0.8333333333333334,0.4505612088663046,0.6500224216483541
R_001355,5,0.002,3.646331159379392e-05,0,3102,6,1531,5,1,2,5,1.0,-0.0,0.0
R_001356,6,0.0024,4.09581090896004e-05,0,3102,1,1571,7,4,7,4,0.5714285714285714,1.1537419427010902,0.8322488896002307
R_001357,7,0.0028,4.584116057290658e-05,0,3102,6,1531,8,1,2,8,1.0,-0.0,0.0
R_001358,15,0.006,9.398824333723366e-05,0,1565,2,1565,8,2,5,7,0.875,0.3767701612564367,0.5435644431995964
R_001359,5,0.002,3.669415815424337e-05,0,1559,4,1559,7,1,1,7,1.0,-0.0,0.0
R_001360,11,0.0044,6.694706408840596e-05,0,1559,4,1559,7,1,1,7,1.0,-0.0,0.0
R_001361,6,0.0024,4.2312595528916475e-05,0,1562,3,1562,7,3,6,5,0.7142857142857143,0.796311640173813,0.7248340915057598
R_001362,3,0.0012,2.8921746815416972e-05,0,1565,2,1565,5,2,5,4,0.8,0.5004024235381879,0.7219280948873623
