resume_id,n_skills,n_skill_communities,dominant_skill_community,dominant_skill_community_count,dominant_skill_community_share,skill_community_entropy,skill_community_entropy_normalized
R_002923,6,1,5,6,1.0,-0.0,0.0
R_002924,7,1,2,7,1.0,-0.0,0.0
R_002925,5,1,2,5,1.0,-0.0,0.0
R_002926,5,2,7,4,0.8,0.5004024235381879,0.7219280948873623
R_002927,7,1,4,7,1.0,-0.0,0.0
R_002928,7,1,0,7,1.0,-0.0,0.0
R_002929,6,3,7,4,0.6666666666666666,0.8675632284814612,0.7896900821428474
R_002930,8,1,1,8,1.0,-0.0,0.0
R_002931,7,1,4,7,1.0,-0.0,0.0
R_002932,8,1,4,8,1.0,-0.0,0.0
R_002933,5,1,2,5,1.0,-0.0,0.0
R_002934,8,1,1,8,1.0,-0.0,0.0
R_002935,6,1,1,6,1.0,-0.0,0.0
R_002936,6,1,0,6,1.0,-0.0,0.0
R_002937,6,1,3,6,1.0,-0.0,0.0
R_002938,6,1,2,6,1.0,-0.0,0.0
R_002939,8,2,5,7,0.875,0.37677016125643675,0.5435644431995964
R_002940,7,1,2,7,1.0,-0.0,0.0
R_002941,6,1,0,6,1.0,-0.0,0.0
R_002942,7,3,6,5,0.7142857142857143,0.796311640173813,0.7248340915057598
R_002943,5,1,2,5,1.0,-0.0,0.0
R_002944,6,1,7,6,1.0,-0.0,0.0
R_002945,7,1,3,7,1.0,-0.0,0.0
R_002946,7,1,4,7,1.0,-0.0,0.0
R_002947,5,1,4,5,1.0,-0.0,0.0
R_002948,5,1,3,5,1.0,-0.0,0.0
R_002949,8,2,5,7,0.875,0.37677016125643675,0.5435644431995964
R_002950,5,1,2,5,1.0,-0.0,0.0
R_002951,8,3,7,5,0.625,0.9002560512685369,0.8194483718728035
R_002952,6,1,3,6,1.0,-0.0,0.0
R_002953,8,1,4,8,1.0,-0.0,0.0
R_002954,6,1,4,6,1.0,-0.0,0.0
R_002955,5,1,0,5,1.0,-0.0,0.0
R_002956,7,1,1,7,1.0,-0.0,0.0
R_002957,8,2,5,7,0.875,0.37677016125643675,0.5435644431995964
R_002958,6,2,7,5,0.8333333333333334,0.45056120886630463,0.6500224216483541
R_002959,5,1,3,5,1.0,-0.0,0.0
R_002960,8,2,6,7,0.875,0.37677016125643675,0.5435644431995964
R_002961,6,1,1,6,1.0,-0.0,0.0
R_002962,7,3,7,5,0.7142857142857143,0.796311640173813,0.7248340915057598
R_002963,7,1,2,7,1.0,-0.0,0.0
R_002964,8,3,7,5,0.625,0.9002560512685369,0.8194483718728035
R_002965,5,3,6,3,0.6,0.9502705392332347,0.8649735207179272
R_002966,6,1,3,6,1.0,-0.0,0.0
R_002967,5,1,1,5,1.0,-0.0,0.0
R_002968,6,2,5,5,0.8333333333333334,0.45056120886630463,0.6500224216483541
R_002969,5,1,4,5,1.0,-0.0,0.0
R_002970,6,1,0,6,1.0,-0.0,0.0
R_002971,8,1,3,8,1.0,-0.0,0.0
R_002972,6,4,7,3,0.5,1.242453324894,0.8962406251802889
R_002973,7,1,3,7,1.0,-0.0,0.0
R_002974,7,3,6,5,0.7142857142857143,0.796311640173813,0.7248340915057598
R_002975,8,1,1,8,1.0,-0.0,0.0
R_002976,8,1,2,8,1.0,-0.0,0.0
R_002977,8,3,6,6,0.75,0.7356219397587946,0.6695919455357792
R_002978,6,1,2,6,1.0,-0.0,0.0
R_002979,6,1,1,6,1.0,-0.0,0.0
R_002980,7,2,6,6,0.8571428571428571,0.410116318288409,0.5916727785823274
R_002981,5,2,6,4,0.8,0.5004024235381879,0.7219280948873623
R_002982,5,2,6,4,0.8,0.5004024235381879,0.7219280948873623
R_002983,5,1,3,5,1.0,-0.0,0.0
R_002984,5,1,4,5,1.0,-0.0,0.0
R_002985,6,1,1,6,1.0,-0.0,0.0
R_002986,7,1,5,7,1.0,-0.0,0.0
R_002987,6,1,0,6,1.0,-0.0,0.0
R_002988,8,1,4,8,1.0,-0.0,0.0
R_002989,7,1,1,7,1.0,-0.0,0.0
R_002990,5,4,7,2,0.4,1.3321790402101223,0.9609640474436812
R_002991,6,2,5,5,0.8333333333333334,0.45056120886630463,0.6500224216483541
R_002992,8,1,3,8,1.0,-0.0,0.0
R_002993,5,1,2,5,1.0,-0.0,0.0
R_002994,8,1,1,8,1.0,-0.0,0.0
R_002995,7,1,2,7,1.0,-0.0,0.0
R_002996,7,1,1,7,1.0,-0.0,0.0
R_002997,5,1,4,5,1.0,-0.0,0.0
R_002998,5,2,6,4,0.8,0.5004024235381879,0.7219280948873623
R_002999,6,1,1,6,1.0,-0.0,0.0
R_003000,8,2,5,7,0.875,0.37677016125643675,0.5435644431995964
R_003001,7,1,0,7,1.0,-0.0,0.0
R_003002,6,1,1,6,1.0,-0.0,0.0
R_003003,7,1,3,7,1.0,-0.0,0.0
R_003004,7,2,6,6,0.8571428571428571,0.410116318288409,0.5916727785823274
R_003005,5,1,3,5,1.0,-0.0,0.0
R_003006,5,1,0,5,1.0,-0.0,0.0
R_003007,7,2,5,6,0.8571428571428571,0.410116318288409,0.5916727785823274
R_003008,8,1,1,8,1.0,-0.0,0.0
R_003009,8,1,2,8,1.0,-0.0,0.0
R_003010,7,1,0,7,1.0,-0.0,0.0
R_003011,5,1,4,5,1.0,-0.0,0.0
R_003012,7,1,2,7,1.0,-0.0,0.0
R_003013,5,1,4,5,1.0,-0.0,0.0
R_003014,7,3,7,4,0.5714285714285714,0.9556998911125343,0.8699155297736259
R_003015,5,2,6,4,0.8,0.5004024235381879,0.7219280948873623
R_003016,6,2,5,5,0.8333333333333334,0.45056120886630463,0.6500224216483541
R_003017,8,1,2,8,1.0,-0.0,0.0
R_003018,5,1,5,5,1.0,-0.0,0.0
R_003019,6,1,3,6,1.0,-0.0,0.0
R_003020,5,1,0,5,1.0,-0.0,0.0
R_003021,7,2,6,6,0.8571428571428571,0.410116318288409,0.5916727785823274
R_003022,8,2,6,7,0.875,0.37677016125643675,0.5435644431995964
R_003023,6,1,1,6,1.0,-0.0,0.0
R_003024,6,1,4,6,1.0,-0.0,0.0
R_003025,8,1,5,8,1.0,-0.0,0.0
R_003026,7,1,2,7,1.0,-0.0,0.0
R_003027,8,1,0,8,1.0,-0.0,0.0
R_003028,7,3,7,4,0.5714285714285714,0.9556998911125343,0.8699155297736259
R_003029,6,1,4,6,1.0,-0.0,0.0
R_003030,8,1,4,8,1.0,-0.0,0.0
R_003031,5,1,3,5,1.0,-0.0,0.0
R_003032,7,3,6,5,0.7142857142857143,0.796311640173813,0.7248340915057598
R_003033,5,1,0,5,1.0,-0.0,0.0
R_003034,8,1,0,8,1.0,-0.0,0.0
R_003035,7,1,4,7,1.0,-0.0,0.0
R_003036,5,1,2,5,1.0,-0.0,0.0
R_003037,8,1,4,8,1.0,-0.0,0.0
R_003038,6,1,1,6,1.0,-0.0,0.0
R_003039,5,1,1,5,1.0,-0.0,0.0
R_003040,6,1,1,6,1.0,-0.0,0.0
R_003041,7,1,1,7,1.0,-0.0,0.0
R_003042,6,1,2,6,1.0,-0.0,0.0
R_003043,7,1,1,7,1.0,-0.0,0.0
R_003044,6,1,1,6,1.0,-0.0,0.0
R_003045,5,1,2,5,1.0,-0.0,0.0
R_003046,8,3,7,6,0.75,0.7356219397587946,0.6695919455357792
R_003047,6,1,4,6,1.0,-0.0,0.0
R_003048,8,4,7,4,0.5,1.2130075659799042,0.875
R_003049,7,1,5,7,1.0,-0.0,0.0
R_003050,8,4,7,5,0.625,1.073542846408523,0.7743974703476992
R_003051,7,1,2,7,1.0,-0.0,0.0
R_003052,5,1,2,5,1.0,-0.0,0.0
R_003053,6,3,6,4,0.6666666666666666,0.8675632284814612,0.7896900821428474
R_003054,5,1,3,5,1.0,-0.0,0.0
R_003055,8,1,2,8,1.0,-0.0,0.0
R_003056,7,1,3,7,1.0,-0.0,0.0
R_003057,7,1,1,7,1.0,-0.0,0.0
R_003058,8,1,2,8,1.0,-0.0,0.0
R_003059,7,1,0,7,1.0,-0.0,0.0
R_003060,6,3,6,4,0.6666666666666666,0.8675632284814612,0.7896900821428474
R_003061,6,1,2,6,1.0,-0.0,0.0
R_003062,8,1,2,8,1.0,-0.0,0.0
R_003063,7,1,1,7,1.0,-0.0,0.0
R_003064,8,2,5,7,0.875,0.37677016125643675,0.5435644431995964
R_003065,6,1,4,6,1.0,-0.0,0.0
R_003066,8,2,5,7,0.875,0.37677016125643675,0.5435644431995964
R_003067,8,1,0,8,1.0,-0.0,0.0
R_003068,5,1,1,5,1.0,-0.0,0.0
R_003069,7,1,2,7,1.0,-0.0,0.0
R_003070,7,4,7,3,0.42857142857142855,1.277034259466139,0.9211854965885543
R_003071,6,1,0,6,1.0,-0.0,0.0
R_003072,5,2,6,4,0.8,0.5004024235381879,0.7219280948873623
R_003073,7,2,5,6,0.8571428571428571,0.410116318288409,0.5916727785823274
R_003074,5,1,4,5,1.0,-0.0,0.0
R_003075,6,1,6,6,1.0,-0.0,0.0
R_003076,5,1,7,5,1.0,-0.0,0.0
R_003077,5,3,7,3,0.6,0.9502705392332347,0.8649735207179272
R_003078,6,3,6,4,0.6666666666666666,0.8675632284814612,0.7896900821428474
R_003079,8,3,7,5,0.625,0.9002560512685369,0.8194483718728035
R_003080,8,1,0,8,1.0,-0.0,0.0
R_003081,8,2,5,7,0.875,0.37677016125643675,0.5435644431995964
R_003082,7,3,7,5,0.7142857142857143,0.796311640173813,0.7248340915057598
R_003083,6,1,3,6,1.0,-0.0,0.0
R_003084,6,1,4,6,1.0,-0.0,0.0
R_003085,8,1,2,8,1.0,-0.0,0.0
R_003086,6,1,3,6,1.0,-0.0,0.0
R_003087,8,3,6,6,0.75,0.7356219397587946,0.6695919455357792
R_003088,6,1,3,6,1.0,-0.0,0.0
R_003089,6,1,0,6,1.0,-0.0,0.0
R_003090,8,1,4,8,1.0,-0.0,0.0
R_003091,6,1,1,6,1.0,-0.0,0.0
R_003092,8,3,7,5,0.625,0.9002560512685369,0.8194483718728035
R_003093,7,3,6,5,0.7142857142857143,0.796311640173813,0.7248340915057598
R_003094,5,1,3,5,1.0,-0.0,0.0
R_003095,8,1,1,8,1.0,-0.0,0.0
R_003096,6,2,5,5,0.8333333333333334,0.45056120886630463,0.6500224216483541
R_003097,6,1,1,6,1.0,-0.0,0.0
R_003098,6,1,6,6,1.0,-0.0,0.0
R_003099,5,1,5,5,1.0,-0.0,0.0
R_003100,8,1,4,8,1.0,-0.0,0.0
R_003101,8,1,4,8,1.0,-0.0,0.0
R_003102,6,2,5,5,0.8333333333333334,0.45056120886630463,0.6500224216483541
R_003103,6,3,7,4,0.6666666666666666,0.8675632284814612,0.7896900821428474
R_003104,6,1,1,6,1.0,-0.0,0.0
R_003105,6,1,0,6,1.0,-0.0,0.0
R_003106,7,1,2,7,1.0,-0.0,0.0
R_003107,8,1,0,8,1.0,-0.0,0.0
R_003108,5,1,2,5,1.0,-0.0,0.0
R_003109,6,1,1,6,1.0,-0.0,0.0
R_003110,5,1,0,5,1.0,-0.0,0.0
R_003111,6,1,4,6,1.0,-0.0,0.0
R_003112,8,1,4,8,1.0,-0.0,0.0
R_003113,5,1,1,5,1.0,-0.0,0.0
R_003114,8,1,0,8,1.0,-0.0,0.0
R_003115,8,1,3,8,1.0,-0.0,0.0
R_003116,6,3,6,4,0.6666666666666666,0.8675632284814612,0.7896900821428474
R_003117,7,1,0,7,1.0,-0.0,0.0
R_003118,8,1,3,8,1.0,-0.0,0.0
R_003119,5,1,2,5,1.0,-0.0,0.0
R_003120,8,1,5,8,1.0,-0.0,0.0
R_003121,5,3,2,2,0.4,1.0549201679861442,0.9602297178607612
R_003122,7,3,6,5,0.7142857142857143,0.796311640173813,0.7248340915057598
R_003123,7,2,5,6,0.8571428571428571,0.410116318288409,0.5916727785823274
R_003124,7,1,0,7,1.0,-0.0,0.0
R_003125,7,2,5,6,0.8571428571428571,0.410116318288409,0.5916727785823274
R_003126,8,1,5,8,1.0,-0.0,0.0
R_003127,5,2,5,4,0.8,0.5004024235381879,0.7219280948873623
R_003128,7,1,3,7,1.0,-0.0,0.0
R_003129,8,1,4,8,1.0,-0.0,0.0
R_003130,6,1,0,6,1.0,-0.0,0.0
R_003131,7,2,6,6,0.8571428571428571,0.410116318288409,0.5916727785823274
R_003132,5,1,6,5,1.0,-0.0,0.0
R_003133,8,1,1,8,1.0,-0.0,0.0
R_003134,8,1,3,8,1.0,-0.0,0.0
R_003135,5,1,1,5,1.0,-0.0,0.0
R_003136,6,1,2,6,1.0,-0.0,0.0
R_003137,6,1,1,6,1.0,-0.0,0.0
R_003138,8,4,7,4,0.5,1.2130075659799042,0.875
R_003139,8,1,0,8,1.0,-0.0,0.0
R_003140,7,1,5,7,1.0,-0.0,0.0
R_003141,6,3,6,4,0.6666666666666666,0.8675632284814612,0.7896900821428474
R_003142,8,1,3,8,1.0,-0.0,0.0
R_003143,6,1,3,6,1.0,-0.0,0.0
R_003144,7,3,7,4,0.5714285714285714,0.9556998911125343,0.8699155297736259
R_003145,7,2,6,6,0.8571428571428571,0.410116318288409,0.5916727785823274
R_003146,5,1,3,5,1.0,-0.0,0.0
R_003147,7,1,1,7,1.0,-0.0,0.0
R_003148,8,4,7,4,0.5,1.2130075659799042,0.875
R_003149,7,3,7,4,0.5714285714285714,0.9556998911125343,0.8699155297736259
R_003150,6,1,4,6,1.0,-0.0,0.0
R_003151,6,1,1,6,1.0,-0.0,0.0
R_003152,7,1,3,7,1.0,-0.0,0.0
R_003153,6,1,0,6,1.0,-0.0,0.0
R_003154,8,1,3,8,1.0,-0.0,0.0
R_003155,5,1,4,5,1.0,-0.0,0.0
R_003156,8,2,7,6,0.75,0.5623351446188083,0.8112781244591328
R_003157,6,1,3,6,1.0,-0.0,0.0
R_003158,6,1,4,6,1.0,-0.0,0.0
R_003159,7,1,3,7,1.0,-0.0,0.0
R_003160,6,2,5,5,0.8333333333333334,0.45056120886630463,0.6500224216483541
R_003161,8,4,7,4,0.5,1.2130075659799042,0.875
R_003162,5,1,6,5,1.0,-0.0,0.0
R_003163,7,3,7,5,0.7142857142857143,0.796311640173813,0.7248340915057598
R_003164,6,1,3,6,1.0,-0.0,0.0
R_003165,8,4,7,5,0.625,1.073542846408523,0.7743974703476992
R_003166,6,1,1,6,1.0,-0.0,0.0
R_003167,6,1,2,6,1.0,-0.0,0.0
R_003168,7,1,4,7,1.0,-0.0,0.0
R_003169,7,1,4,7,1.0,-0.0,0.0
R_003170,6,1,4,6,1.0,-0.0,0.0
R_003171,7,1,4,7,1.0,-0.0,0.0
R_003172,8,1,2,8,1.0,-0.0,0.0
R_003173,7,1,4,7,1.0,-0.0,0.0
R_003174,7,1,4,7,1.0,-0.0,0.0
R_003175,8,1,2,8,1.0,-0.0,0.0
R_003176,8,2,5,7,0.875,0.37677016125643675,0.5435644431995964
R_003177,5,1,5,5,1.0,-0.0,0.0
R_003178,5,1,1,5,1.0,-0.0,0.0
R_003179,6,3,6,4,0.6666666666666666,0.8675632284814612,0.7896900821428474
R_003180,6,1,0,6,1.0,-0.0,0.0
R_003181,6,2,6,5,0.8333333333333334,0.45056120886630463,0.6500224216483541
R_003182,7,2,6,6,0.8571428571428571,0.410116318288409,0.5916727785823274
R_003183,7,1,2,7,1.0,-0.0,0.0
R_003184,5,1,2,5,1.0,-0.0,0.0
R_003185,6,1,0,6,1.0,-0.0,0.0
R_003186,8,3,7,5,0.625,0.9002560512685369,0.8194483718728035
R_003187,6,1,1,6,1.0,-0.0,0.0
R_003188,6,1,0,6,1.0,-0.0,0.0
R_003189,7,1,4,7,1.0,-0.0,0.0
R_003190,5,1,4,5,1.0,-0.0,0.0
R_003191,7,1,3,7,1.0,-0.0,0.0
R_003192,8,3,6,6,0.75,0.7356219397587946,0.6695919455357792
R_003193,7,1,4,7,1.0,-0.0,0.0
R_003194,8,3,7,5,0.625,0.9002560512685369,0.8194483718728035
R_003195,8,1,4,8,1.0,-0.0,0.0
R_003196,5,1,3,5,1.0,-0.0,0.0
R_003197,8,1,2,8,1.0,-0.0,0.0
R_003198,8,1,6,8,1.0,-0.0,0.0
R_003199,5,3,7,3,0.6,0.9502705392332347,0.8649735207179272
R_003200,8,1,0,8,1.0,-0.0,0.0
R_003201,8,1,4,8,1.0,-0.0,0.0
R_003202,8,2,6,7,0.875,0.37677016125643675,0.5435644431995964
R_003203,8,1,3,8,1.0,-0.0,0.0
R_003204,8,2,5,7,0.875,0.37677016125643675,0.5435644431995964
R_003205,5,1,3,5,1.0,-0.0,0.0
R_003206,6,1,0,6,1.0,-0.0,0.0
R_003207,8,1,2,8,1.0,-0.0,0.0
R_003208,5,2,6,4,0.8,0.5004024235381879,0.7219280948873623
R_003209,8,1,0,8,1.0,-0.0,0.0
R_003210,5,3,7,3,0.6,0.9502705392332347,0.8649735207179272
R_003211,6,1,4,6,1.0,-0.0,0.0
R_003212,8,4,7,4,0.5,1.2130075659799042,0.875
R_003213,7,2,5,6,0.8571428571428571,0.410116318288409,0.5916727785823274
R_003214,7,1,0,7,1.0,-0.0,0.0
R_003215,6,1,0,6,1.0,-0.0,0.0
R_003216,5,3,7,3,0.6,0.9502705392332347,0.8649735207179272
R_003217,7,1,4,7,1.0,-0.0,0.0
R_003218,7,2,6,6,0.8571428571428571,0.410116318288409,0.5916727785823274
R_003219,6,1,2,6,1.0,-0.0,0.0
R_003220,8,1,3,8,1.0,-0.0,0.0
R_003221,7,1,4,7,1.0,-0.0,0.0
R_003222,8,1,1,8,1.0,-0.0,0.0
R_003223,7,1,4,7,1.0,-0.0,0.0
R_003224,5,1,0,5,1.0,-0.0,0.0
R_003225,5,2,6,4,0.8,0.5004024235381879,0.7219280948873623
R_003226,8,1,3,8,1.0,-0.0,0.0
R_003227,7,1,2,7,1.0,-0.0,0.0
R_003228,6,1,3,6,1.0,-0.0,0.0
R_003229,8,1,4,8,1.0,-0.0,0.0
R_003230,7,1,2,7,1.0,-0.0,0.0
R_003231,5,3,7,3,0.6,0.9502705392332347,0.8649735207179272
R_003232,8,1,4,8,1.0,-0.0,0.0
R_003233,5,1,0,5,1.0,-0.0,0.0
R_003234,7,3,7,4,0.5714285714285714,0.9556998911125343,0.8699155297736259
R_003235,5,1,6,5,1.0,-0.0,0.0
R_003236,6,1,1,6,1.0,-0.0,0.0
R_003237,7,1,2,7,1.0,-0.0,0.0
R_003238,8,1,4,8,1.0,-0.0,0.0
R_003239,8,1,3,8,1.0,-0.0,0.0
R_003240,7,2,6,6,0.8571428571428571,0.410116318288409,0.5916727785823274
R_003241,6,1,2,6,1.0,-0.0,0.0
R_003242,7,1,2,7,1.0,-0.0,0.0
R_003243,8,3,6,6,0.75,0.7356219397587946,0.6695919455357792
R_003244,8,1,0,8,1.0,-0.0,0.0
R_003245,7,1,0,7,1.0,-0.0,0.0
R_003246,7,3,6,5,0.7142857142857143,0.796311640173813,0.7248340915057598
R_003247,8,1,0,8,1.0,-0.0,0.0
R_003248,8,1,2,8,1.0,-0.0,0.0
R_003249,8,1,3,8,1.0,-0.0,0.0
R_003250,6,1,0,6,1.0,-0.0,0.0
R_003251,7,1,2,7,1.0,-0.0,0.0
R_003252,6,1,0,6,1.0,-0.0,0.0
R_003253,8,1,5,8,1.0,-0.0,0.0
R_003254,6,1,4,6,1.0,-0.0,0.0
R_003255,5,1,2,5,1.0,-0.0,0.0
R_003256,5,1,4,5,1.0,-0.0,0.0
R_003257,6,1,5,6,1.0,-0.0,0.0
R_003258,7,2,6,6,0.8571428571428571,0.410116318288409,0.5916727785823274
R_003259,6,1,1,6,1.0,-0.0,0.0
R_003260,8,1,2,8,1.0,-0.0,0.0
R_003261,6,4,7,3,0.5,1.242453324894,0.8962406251802889
R_003262,8,3,7,5,0.625,0.9002560512685369,0.8194483718728035
R_003263,6,1,2,6,1.0,-0.0,0.0
R_003264,8,1,1,8,1.0,-0.0,0.0
R_003265,5,3,2,2,0.4,1.0549201679861442,0.9602297178607612
R_003266,7,1,0,7,1.0,-0.0,0.0
R_003267,8,1,1,8,1.0,-0.0,0.0
R_003268,5,1,2,5,1.0,-0.0,0.0
R_003269,5,1,5,5,1.0,-0.0,0.0
R_003270,8,1,0,8,1.0,-0.0,0.0
R_003271,5,2,6,4,0.8,0.5004024235381879,0.7219280948873623
R_003272,7,1,1,7,1.0,-0.0,0.0
R_003273,6,3,7,3,0.5,1.0114042647073518,0.920619835714305
R_003274,5,2,6,4,0.8,0.5004024235381879,0.7219280948873623
R_003275,6,1,3,6,1.0,-0.0,0.0
R_003276,6,1,4,6,1.0,-0.0,0.0
R_003277,8,2,5,7,0.875,0.37677016125643675,0.5435644431995964
R_003278,8,1,1,8,1.0,-0.0,0.0
R_003279,7,3,6,5,0.7142857142857143,0.796311640173813,0.7248340915057598
R_003280,5,1,3,5,1.0,-0.0,0.0
R_003281,5,2,6,4,0.8,0.5004024235381879,0.7219280948873623
R_003282,8,2,5,7,0.875,0.37677016125643675,0.5435644431995964
R_003283,6,2,6,5,0.8333333333333334,0.45056120886630463,0.6500224216483541
R_003284,6,3,7,4,0.6666666666666666,0.8675632284814612,0.7896900821428474
R_003285,5,1,4,5,1.0,-0.0,0.0
R_003286,8,2,5,7,0.875,0.37677016125643675,0.5435644431995964
R_003287,8,1,3,8,1.0,-0.0,0.0
R_003288,7,2,5,6,0.8571428571428571,0.410116318288409,0.5916727785823274
R_003289,6,2,6,5,0.8333333333333334,0.45056120886630463,0.6500224216483541
R_003290,7,1,0,7,1.0,-0.0,0.0
R_003291,7,1,4,7,1.0,-0.0,0.0
R_003292,8,1,1,8,1.0,-0.0,0.0
R_003293,5,1,0,5,1.0,-0.0,0.0
R_003294,7,3,6,5,0.7142857142857143,0.796311640173813,0.7248340915057598
R_003295,5,1,4,5,1.0,-0.0,0.0
R_003296,8,1,5,8,1.0,-0.0,0.0
R_003297,8,1,1,8,1.0,-0.0,0.0
R_003298,8,1,3,8,1.0,-0.0,0.0
R_003299,6,1,2,6,1.0,-0.0,0.0
R_003300,8,1,4,8,1.0,-0.0,0.0
R_003301,7,1,2,7,1.0,-0.0,0.0
R_003302,8,1,4,8,1.0,-0.0,0.0
R_003303,8,1,3,8,1.0,-0.0,0.0
R_003304,7,1,3,7,1.0,-0.0,0.0
R_003305,6,1,4,6,1.0,-0.0,0.0
R_003306,7,1,3,7,1.0,-0.0,0.0
R_003307,7,1,1,7,1.0,-0.0,0.0
R_003308,8,1,4,8,1.0,-0.0,0.0
R_003309,7,1,0,7,1.0,-0.0,0.0
R_003310,5,1,0,5,1.0,-0.0,0.0
R_003311,8,1,3,8,1.0,-0.0,0.0
R_003312,7,1,2,7,1.0,-0.0,0.0
R_003313,8,1,0,8,1.0,-0.0,0.0
R_003314,5,4,7,2,0.4,1.3321790402101223,0.9609640474436812
R_003315,8,2,5,7,0.875,0.37677016125643675,0.5435644431995964
R_003316,7,2,6,6,0.8571428571428571,0.410116318288409,0.5916727785823274
R_003317,8,1,3,8,1.0,-0.0,0.0
R_003318,8,1,2,8,1.0,-0.0,0.0
R_003319,7,1,2,7,1.0,-0.0,0.0
R_003320,7,1,1,7,1.0,-0.0,0.0
R_003321,8,1,0,8,1.0,-0.0,0.0
R_003322,8,1,1,8,1.0,-0.0,0.0
R_003323,7,2,5,6,0.8571428571428571,0.410116318288409,0.5916727785823274
R_003324,5,1,0,5,1.0,-0.0,0.0
R_003325,5,1,4,5,1.0,-0.0,0.0
R_003326,6,1,2,6,1.0,-0.0,0.0
R_003327,5,1,4,5,1.0,-0.0,0.0
R_003328,5,1,3,5,1.0,-0.0,0.0
R_003329,5,1,5,5,1.0,-0.0,0.0
R_003330,7,3,7,4,0.5714285714285714,0.9556998911125343,0.8699155297736259
R_003331,8,4,7,4,0.5,1.2130075659799042,0.875
R_003332,8,4,7,4,0.5,1.2130075659799042,0.875
R_003333,8,2,5,7,0.875,0.37677016125643675,0.5435644431995964
R_003334,6,1,2,6,1.0,-0.0,0.0
R_003335,7,1,3,7,1.0,-0.0,0.0
R_003336,5,1,3,5,1.0,-0.0,0.0
R_003337,6,1,4,6,1.0,-0.0,0.0
R_003338,7,4,7,4,0.5714285714285714,1.1537419427010902,0.8322488896002307
R_003339,7,3,7,4,0.5714285714285714,0.9556998911125343,0.8699155297736259
R_003340,8,4,7,5,0.625,1.073542846408523,0.7743974703476992
R_003341,6,1,4,6,1.0,-0.0,0.0
R_003342,7,1,0,7,1.0,-0.0,0.0
R_003343,8,1,1,8,1.0,-0.0,0.0
R_003344,7,4,7,3,0.42857142857142855,1.277034259466139,0.9211854965885543
R_003345,6,3,7,4,0.6666666666666666,0.8675632284814612,0.7896900821428474
R_003346,8,1,4,8,1.0,-0.0,0.0
R_003347,5,1,4,5,1.0,-0.0,0.0
R_003348,7,1,1,7,1.0,-0.0,0.0
R_003349,8,1,5,8,1.0,-0.0,0.0
R_003350,6,1,2,6,1.0,-0.0,0.0
R_003351,6,1,4,6,1.0,-0.0,0.0
R_003352,7,1,1,7,1.0,-0.0,0.0
R_003353,8,1,0,8,1.0,-0.0,0.0
R_003354,7,2,5,6,0.8571428571428571,0.410116318288409,0.5916727785823274
R_003355,6,1,4,6,1.0,-0.0,0.0
R_003356,8,2,5,7,0.875,0.37677016125643675,0.5435644431995964
R_003357,8,1,4,8,1.0,-0.0,0.0
R_003358,5,2,6,4,0.8,0.5004024235381879,0.7219280948873623
R_003359,8,1,4,8,1.0,-0.0,0.0
R_003360,7,1,4,7,1.0,-0.0,0.0
R_003361,8,3,6,6,0.75,0.7356219397587946,0.6695919455357792
R_003362,7,1,2,7,1.0,-0.0,0.0
R_003363,7,3,6,5,0.7142857142857143,0.796311640173813,0.7248340915057598
R_003364,5,1,4,5,1.0,-0.0,0.0
R_003365,8,2,5,7,0.875,0.37677016125643675,0.5435644431995964
R_003366,6,1,2,6,1.0,-0.0,0.0
R_003367,6,3,7,3,0.5,1.0114042647073518,0.920619835714305
R_003368,7,1,1,7,1.0,-0.0,0.0
R_003369,5,1,4,5,1.0,-0.0,0.0
R_003370,7,1,2,7,1.0,-0.0,0.0
R_003371,5,1,3,5,1.0,-0.0,0.0
R_003372,6,4,7,3,0.5,1.242453324894,0.8962406251802889
R_003373,7,3,7,4,0.5714285714285714,0.9556998911125343,0.8699155297736259
R_003374,7,1,0,7,1.0,-0.0,0.0
R_003375,5,1,4,5,1.0,-0.0,0.0
R_003376,6,1,4,6,1.0,-0.0,0.0
R_003377,8,2,6,7,0.875,0.37677016125643675,0.5435644431995964
R_003378,8,1,0,8,1.0,-0.0,0.0
R_003379,5,1,6,5,1.0,-0.0,0.0
R_003380,5,2,7,3,0.6,0.6730116670092565,0.9709505944546688
R_003381,7,1,2,7,1.0,-0.0,0.0
R_003382,7,1,1,7,1.0,-0.0,0.0
R_003383,6,1,0,6,1.0,-0.0,0.0
R_003384,5,1,2,5,1.0,-0.0,0.0
R_003385,8,1,3,8,1.0,-0.0,0.0
R_003386,8,1,4,8,1.0,-0.0,0.0
R_003387,6,1,1,6,1.0,-0.0,0.0
R_003388,6,1,1,6,1.0,-0.0,0.0
R_003389,5,3,7,3,0.6,0.9502705392332347,0.8649735207179272
R_003390,7,1,4,7,1.0,-0.0,0.0
R_003391,5,1,0,5,1.0,-0.0,0.0
R_003392,8,1,4,8,1.0,-0.0,0.0
R_003393,7,3,6,5,0.7142857142857143,0.796311640173813,0.7248340915057598
R_003394,7,4,7,4,0.5714285714285714,1.1537419427010902,0.8322488896002307
R_003395,7,2,6,6,0.8571428571428571,0.410116318288409,0.5916727785823274
R_003396,5,1,2,5,1.0,-0.0,0.0
R_003397,7,1,1,7,1.0,-0.0,0.0
R_003398,7,4,7,4,0.5714285714285714,1.1537419427010902,0.8322488896002307
R_003399,8,1,4,8,1.0,-0.0,0.0
R_003400,6,1,1,6,1.0,-0.0,0.0
