resume_id,degree,bipartite_degree_centrality,pagerank,is_isolate,component_size,community_global,community_size,n_skills,n_skill_communities,dominant_skill_community,dominant_skill_community_count,dominant_skill_community_share,skill_community_entropy,skill_community_entropy_normalized
R_002243,8,0.0032,5.6397414155391225e-05,0,1628,0,1628,5,1,3,5,1.0,-0.0,0.0
R_002244,1,0.0004,1.7645558562717317e-05,0,3102,6,1531,5,1,2,5,1.0,-0.0,0.0
R_002245,8,0.0032,5.269851225356203e-05,0,1505,7,1505,6,1,4,6,1.0,-0.0,0.0
R_002246,3,0.0012,2.8039924001554442e-05,0,1559,4,1559,5,1,1,5,1.0,-0.0,0.0
R_002247,10,0.004,6.509401485284031e-05,0,1559,4,1559,7,1,1,7,1.0,-0.0,0.0
R_002248,4,0.0016,3.38403783235412e-05,0,1628,0,1628,7,1,3,7,1.0,-0.0,0.0
R_002249,14,0.0056,9.392243330730333e-05,0,1565,2,1565,8,2,5,7,0.875,0.3767701612564367,0.5435644431995964
R_002250,7,0.0028,5.0976576851599095e-05,0,1562,3,1562,6,3,6,4,0.6666666666666666,0.8675632284814612,0.7896900821428474
R_002251,8,0.0032,5.59873122365082e-05,0,1628,0,1628,8,1,3,8,1.0,-0.0,0.0
R_002252,8,0.0032,5.573357974477917e-05,0,1628,0,1628,8,1,3,8,1.0,-0.0,0.0
R_002253,14,0.0056,9.058588079648509e-05,0,1550,5,1550,8,1,0,8,1.0,-0.0,0.0
R_002254,6,0.0024,4.536139953010286e-05,0,1628,0,1628,7,1,3,7,1.0,-0.0,0.0
R_002255,3,0.0012,2.9376689824686595e-05,0,1550,5,1550,5,1,0,5,1.0,-0.0,0.0
R_002256,3,0.0012,2.8764337170491415e-05,0,1559,4,1559,6,1,1,6,1.0,-0.0,0.0
R_002257,4,0.0016,3.281789945724769e-05,0,1505,7,1505,6,1,4,6,1.0,-0.0,0.0
R_002258,3,0.0012,2.9131335204958364e-05,0,1550,5,1550,5,1,0,5,1.0,-0.0,0.0
R_002259,8,0.0032,5.355984570664763e-05,0,3102,1,1571,7,4,7,3,0.4285714285714285,1.277034259466139,0.9211854965885544
R_002260,7,0.0028,4.768823897676867e-05,0,3102,6,1531,8,1,2,8,1.0,-0.0,0.0
R_002261,8,0.0032,5.2888243849359974e-05,0,1505,7,1505,8,1,4,8,1.0,-0.0,0.0
R_002262,17,0.0068,9.871387977818656e-05,0,3102,1,1571,8,3,7,5,0.625,0.9002560512685369,0.8194483718728035
R_002263,10,0.004,6.620284478590006e-05,0,1562,3,1562,8,3,6,6,0.75,0.7356219397587946,0.6695919455357792
R_002264,6,0.0024,4.634816176227552e-05,0,1550,5,1550,8,1,0,8,1.0,-0.0,0.0
R_002265,12,0.0048,8.030931280846231e-05,0,1550,5,1550,8,1,0,8,1.0,-0.0,0.0
R_002266,6,0.0024,4.659800723377648e-05,0,1550,5,1550,5,1,0,5,1.0,-0.0,0.0
R_002267,7,0.0028,5.02265141894113e-05,0,1628,0,1628,7,1,3,7,1.0,-0.0,0.0
R_002268,1,0.0004,1.7651125756629117e-05,0,1628,0,1628,7,1,3,7,1.0,-0.0,0.0
R_002269,8,0.0032,5.328065572066182e-05,0,1505,7,1505,5,1,4,5,1.0,-0.0,0.0
R_002270,5,0.002,3.854732860803816e-05,0,1562,3,1562,7,2,6,6,0.8571428571428571,0.410116318288409,0.5916727785823274
R_002271,4,0.0016,3.388487587168368e-05,0,1562,3,1562,5,1,6,5,1.0,-0.0,0.0
R_002272,9,0.0036,5.771574865898217e-05,0,1505,7,1505,7,1,4,7,1.0,-0.0,0.0
R_002273,12,0.0048,7.291027675902378e-05,0,1505,7,1505,8,1,4,8,1.0,-0.0,0.0
R_002274,12,0.0048,7.413794967029225e-05,0,3102,1,1571,8,4,7,5,0.625,1.073542846408523,0.7743974703476992
R_002275,6,0.0024,4.518331899770893e-05,0,1628,0,1628,8,1,3,8,1.0,-0.0,0.0
R_002276,4,0.0016,3.476464082435501e-05,0,1550,5,1550,5,1,0,5,1.0,-0.0,0.0
R_002277,12,0.0048,8.244014698566129e-05,0,1565,2,1565,7,2,5,6,0.8571428571428571,0.410116318288409,0.5916727785823274
R_002278,8,0.0032,5.3464549496370343e-05,0,3102,6,1531,8,1,2,8,1.0,-0.0,0.0
R_002279,8,0.0032,5.820290655971247e-05,0,1565,2,1565,7,1,5,7,1.0,-0.0,0.0
R_002280,8,0.0032,5.720198556777337e-05,0,1550,5,1550,6,1,0,6,1.0,-0.0,0.0
R_002281,7,0.0028,4.996954311384826e-05,0,1559,4,1559,6,1,1,6,1.0,-0.0,0.0
R_002282,10,0.004,6.730525197823525e-05,0,1628,0,1628,8,1,3,8,1.0,-0.0,0.0
R_002283,9,0.0036,5.781476392291669e-05,0,3102,1,1571,7,4,7,4,0.5714285714285714,1.1537419427010902,0.8322488896002307
R_002284,7,0.0028,4.811953059345072e-05,0,3102,1,1571,7,3,7,5,0.7142857142857143,0.796311640173813,0.7248340915057598
R_002285,5,0.002,3.9562209992348094e-05,0,1559,4,1559,6,1,1,6,1.0,-0.0,0.0
R_002286,4,0.0016,3.2613482093794126e-05,0,1505,7,1505,5,1,4,5,1.0,-0.0,0.0
R_002287,10,0.004,6.706414734612847e-05,0,1628,0,1628,8,1,3,8,1.0,-0.0,0.0
R_002288,13,0.0052,7.707966989474226e-05,0,1505,7,1505,7,1,4,7,1.0,-0.0,0.0
R_002289,8,0.0032,5.4979545167865675e-05,0,1559,4,1559,6,1,1,6,1.0,-0.0,0.0
R_002290,12,0.0048,7.699793563898996e-05,0,1562,3,1562,6,3,6,4,0.6666666666666666,0.8675632284814612,0.7896900821428474
R_002291,5,0.002,3.9603282545958865e-05,0,1628,0,1628,5,1,3,5,1.0,-0.0,0.0
R_002292,10,0.004,6.779364668529628e-05,0,1550,5,1550,8,1,0,8,1.0,-0.0,0.0
R_002293,9,0.0036,5.7775559983724885e-05,0,1505,7,1505,8,1,4,8,1.0,-0.0,0.0
R_002294,6,0.0024,4.306016314272617e-05,0,3102,6,1531,7,1,2,7,1.0,-0.0,0.0
R_002295,9,0.0036,5.7736998601557135e-05,0,3102,1,1571,8,4,7,4,0.5,1.2130075659799042,0.875
R_002296,10,0.004,6.319813004915694e-05,0,3102,1,1571,8,4,7,5,0.625,1.073542846408523,0.7743974703476992
R_002297,5,0.002,3.935711593585484e-05,0,1559,4,1559,5,1,1,5,1.0,-0.0,0.0
R_002298,6,0.0024,4.4928382520151026e-05,0,1628,0,1628,6,1,3,6,1.0,-0.0,0.0
R_002299,8,0.0032,5.2794293779210746e-05,0,3102,1,1571,6,4,7,3,0.5,1.242453324894,0.8962406251802889
R_002300,6,0.0024,4.4046454524777995e-05,0,1559,4,1559,7,1,1,7,1.0,-0.0,0.0
R_002301,4,0.0016,3.365852199687204e-05,0,1628,0,1628,8,1,3,8,1.0,-0.0,0.0
R_002302,13,0.0052,8.070329908503064e-05,0,1559,4,1559,7,1,1,7,1.0,-0.0,0.0
R_002303,14,0.0056,8.235257173603648e-05,0,1505,7,1505,8,1,4,8,1.0,-0.0,0.0
R_002304,5,0.002,4.09679509860462e-05,0,1550,5,1550,7,1,0,7,1.0,-0.0,0.0
R_002305,10,0.004,6.325349510642091e-05,0,3102,1,1571,7,4,7,4,0.5714285714285714,1.1537419427010902,0.8322488896002307
R_002306,7,0.0028,5.121137735648548e-05,0,1550,5,1550,8,1,0,8,1.0,-0.0,0.0
R_002307,10,0.004,6.679402955321464e-05,0,1628,0,1628,8,1,3,8,1.0,-0.0,0.0
R_002308,9,0.0036,6.285689598153977e-05,0,1550,5,1550,7,1,0,7,1.0,-0.0,0.0
R_002309,13,0.0052,8.409245917907921e-05,0,1628,0,1628,7,1,3,7,1.0,-0.0,0.0
R_002310,3,0.0012,2.7828706778018976e-05,0,3102,6,1531,7,1,2,7,1.0,-0.0,0.0
R_002311,5,0.002,3.8711494344291016e-05,0,1559,4,1559,6,1,1,6,1.0,-0.0,0.0
R_002312,7,0.0028,4.7908556774246705e-05,0,3102,6,1531,8,1,2,8,1.0,-0.0,0.0
R_002313,9,0.0036,6.412070790350803e-05,0,1565,2,1565,8,2,5,7,0.875,0.3767701612564367,0.5435644431995964
R_002314,5,0.002,3.751305518592445e-05,0,3102,6,1531,6,1,2,6,1.0,-0.0,0.0
R_002315,9,0.0036,5.8675923070069996e-05,0,3102,6,1531,8,1,2,8,1.0,-0.0,0.0
R_002316,6,0.0024,4.287845897177203e-05,0,3102,1,1571,6,3,7,4,0.6666666666666666,0.8675632284814612,0.7896900821428474
R_002317,11,0.0044,7.603779825270426e-05,0,1565,2,1565,8,2,5,7,0.875,0.3767701612564367,0.5435644431995964
R_002318,7,0.0028,4.765878933812386e-05,0,1505,7,1505,7,1,4,7,1.0,-0.0,0.0
R_002319,4,0.0016,3.25736768280197e-05,0,3102,1,1571,5,4,2,2,0.4,1.3321790402101223,0.9609640474436812
R_002320,5,0.002,3.7403913226628596e-05,0,1505,7,1505,5,1,4,5,1.0,-0.0,0.0
R_002321,3,0.0012,2.8797470630902748e-05,0,1628,0,1628,5,1,3,5,1.0,-0.0,0.0
R_002322,6,0.0024,4.6456402360729665e-05,0,1550,5,1550,5,1,0,5,1.0,-0.0,0.0
R_002323,8,0.0032,5.894922908314952e-05,0,1565,2,1565,5,2,5,4,0.8,0.5004024235381879,0.7219280948873623
R_002324,13,0.0052,7.939435455675304e-05,0,3102,6,1531,8,1,2,8,1.0,-0.0,0.0
R_002325,11,0.0044,6.85088453311689e-05,0,1505,7,1505,8,1,4,8,1.0,-0.0,0.0
R_002326,3,0.0012,2.7503861879987258e-05,0,3102,1,1571,5,3,7,3,0.6,0.9502705392332348,0.8649735207179272
R_002327,3,0.0012,2.803533632811711e-05,0,1559,4,1559,5,1,1,5,1.0,-0.0,0.0
R_002328,16,0.0064,9.703796771191283e-05,0,1559,4,1559,8,1,1,8,1.0,-0.0,0.0
R_002329,7,0.0028,5.304948184851776e-05,0,1565,2,1565,7,2,5,6,0.8571428571428571,0.410116318288409,0.5916727785823274
R_002330,10,0.004,6.22511209473164e-05,0,1505,7,1505,7,1,4,7,1.0,-0.0,0.0
R_002331,7,0.0028,5.016711584339079e-05,0,1562,3,1562,7,2,6,6,0.8571428571428571,0.410116318288409,0.5916727785823274
R_002332,5,0.002,4.150031721588996e-05,0,1565,2,1565,5,2,5,4,0.8,0.5004024235381879,0.7219280948873623
R_002333,5,0.002,4.1191121920176014e-05,0,1565,2,1565,6,2,5,5,0.8333333333333334,0.4505612088663046,0.6500224216483541
R_002334,5,0.002,3.948808248174074e-05,0,1628,0,1628,6,1,3,6,1.0,-0.0,0.0
R_002335,10,0.004,6.70071405333188e-05,0,1628,0,1628,8,1,3,8,1.0,-0.0,0.0
R_002336,5,0.002,3.738032423831915e-05,0,1505,7,1505,5,1,4,5,1.0,-0.0,0.0
R_002337,5,0.002,4.047643439674519e-05,0,1550,5,1550,8,1,0,8,1.0,-0.0,0.0
R_002338,12,0.0048,8.021326226478542e-05,0,1550,5,1550,8,1,0,8,1.0,-0.0,0.0
R_002339,2,0.0008,2.373162516106502e-05,0,1559,4,1559,5,1,1,5,1.0,-0.0,0.0
R_002340,8,0.0032,5.274998363698937e-05,0,1505,7,1505,8,1,4,8,1.0,-0.0,0.0
R_002341,5,0.002,4.176510529795978e-05,0,1565,2,1565,6,1,5,6,1.0,-0.0,0.0
R_002342,5,0.002,3.9030788933962536e-05,0,1562,3,1562,6,3,6,4,0.6666666666666666,0.8675632284814612,0.7896900821428474
R_002343,8,0.0032,5.5271305861673404e-05,0,1562,3,1562,5,2,6,4,0.8,0.5004024235381879,0.7219280948873623
R_002344,4,0.0016,3.366682436133447e-05,0,1562,3,1562,5,2,6,4,0.8,0.5004024235381879,0.7219280948873623
R_002345,6,0.0024,4.3434530030231833e-05,0,3102,6,1531,7,1,2,7,1.0,-0.0,0.0
R_002346,4,0.0016,3.236081029420524e-05,0,1505,7,1505,5,1,4,5,1.0,-0.0,0.0
R_002347,6,0.0024,4.421615065015948e-05,0,1562,3,1562,6,2,6,5,0.8333333333333334,0.4505612088663046,0.6500224216483541
R_002348,3,0.0012,2.716592049288492e-05,0,1505,7,1505,5,1,4,5,1.0,-0.0,0.0
R_002349,5,0.002,4.0687475542522934e-05,0,1550,5,1550,5,1,0,5,1.0,-0.0,0.0
R_002350,8,0.0032,5.237050014709432e-05,0,1505,7,1505,7,1,4,7,1.0,-0.0,0.0
R_002351,5,0.002,4.1378695024692735e-05,0,1565,2,1565,6,1,5,6,1.0,-0.0,0.0
R_002352,7,0.0028,5.16139990614517e-05,0,1550,5,1550,7,1,0,7,1.0,-0.0,0.0
R_002353,9,0.0036,5.786011762314004e-05,0,1505,7,1505,5,1,4,5,1.0,-0.0,0.0
R_002354,6,0.0024,4.268154003359351e-05,0,3102,1,1571,8,4,7,5,0.625,1.073542846408523,0.7743974703476992
R_002355,7,0.0028,4.989537353057535e-05,0,1562,3,1562,8,3,6,6,0.75,0.7356219397587946,0.6695919455357792
R_002356,5,0.002,3.7573973927339215e-05,0,1505,7,1505,5,1,4,5,1.0,-0.0,0.0
R_002357,12,0.0048,7.6002148692662e-05,0,1559,4,1559,8,1,1,8,1.0,-0.0,0.0
R_002358,7,0.0028,4.727434991864498e-05,0,1505,7,1505,6,1,4,6,1.0,-0.0,0.0
R_002359,6,0.0024,4.7322642696026104e-05,0,1565,2,1565,8,2,5,7,0.875,0.3767701612564367,0.5435644431995964
R_002360,5,0.002,4.050119553892924e-05,0,1550,5,1550,5,1,0,5,1.0,-0.0,0.0
R_002361,11,0.0044,6.722879841462809e-05,0,1505,7,1505,8,1,4,8,1.0,-0.0,0.0
R_002362,5,0.002,4.1812319649422036e-05,0,1565,2,1565,6,2,5,5,0.8333333333333334,0.4505612088663046,0.6500224216483541
R_002363,9,0.0036,5.872348035911145e-05,0,3102,6,1531,8,1,2,8,1.0,-0.0,0.0
R_002364,5,0.002,4.040658850984615e-05,0,1628,0,1628,5,1,3,5,1.0,-0.0,0.0
R_002365,2,0.0008,2.225659342554726e-05,0,1505,7,1505,5,1,4,5,1.0,-0.0,0.0
R_002366,13,0.0052,7.840741245894105e-05,0,1505,7,1505,7,1,4,7,1.0,-0.0,0.0
R_002367,10,0.004,6.712859045712537e-05,0,1628,0,1628,7,1,3,7,1.0,-0.0,0.0
R_002368,7,0.0028,5.134418606774007e-05,0,1550,5,1550,5,1,0,5,1.0,-0.0,0.0
R_002369,9,0.0036,5.907624240926042e-05,0,3102,6,1531,7,1,2,7,1.0,-0.0,0.0
R_002370,12,0.0048,8.277250360600878e-05,0,1565,2,1565,7,1,5,7,1.0,-0.0,0.0
R_002371,11,0.0044,7.59834960808959e-05,0,1565,2,1565,8,2,5,7,0.875,0.3767701612564367,0.5435644431995964
R_002372,16,0.0064,9.306140553511772e-05,0,1505,7,1505,8,1,4,8,1.0,-0.0,0.0
R_002373,9,0.0036,6.10421944183303e-05,0,1559,4,1559,7,1,1,7,1.0,-0.0,0.0
R_002374,10,0.004,6.55525024038663e-05,0,1562,3,1562,7,3,6,5,0.7142857142857143,0.796311640173813,0.7248340915057598
R_002375,12,0.0048,7.678575976523941e-05,0,1562,3,1562,8,2,6,7,0.875,0.3767701612564367,0.5435644431995964
R_002376,7,0.0028,5.2681652130096674e-05,0,1565,2,1565,7,2,5,6,0.8571428571428571,0.410116318288409,0.5916727785823274
R_002377,8,0.0032,5.318310937959416e-05,0,1505,7,1505,7,1,4,7,1.0,-0.0,0.0
R_002378,7,0.0028,4.9928472137209774e-05,0,1562,3,1562,8,3,6,6,0.75,0.7356219397587946,0.6695919455357792
R_002379,3,0.0012,2.7268624389809378e-05,0,1505,7,1505,5,1,4,5,1.0,-0.0,0.0
R_002380,9,0.0036,6.011978294988548e-05,0,1559,4,1559,5,1,1,5,1.0,-0.0,0.0
R_002381,4,0.0016,3.426807878835954e-05,0,1628,0,1628,7,1,3,7,1.0,-0.0,0.0
R_002382,7,0.0028,5.009357007476505e-05,0,1562,3,1562,8,3,6,6,0.75,0.7356219397587946,0.6695919455357792
R_002383,17,0.0068,0.00010540790890546416,0,1628,0,1628,8,1,3,8,1.0,-0.0,0.0
R_002384,5,0.002,4.028491135617559e-05,0,1550,5,1550,6,1,0,6,1.0,-0.0,0.0
R_002385,8,0.0032,5.357803781549584e-05,0,3102,6,1531,5,1,2,5,1.0,-0.0,0.0
R_002386,8,0.0032,5.411421254184745e-05,0,3102,6,1531,6,1,2,6,1.0,-0.0,0.0
R_002387,2,0.0008,2.2482624827751536e-05,0,3102,1,1571,5,1,2,5,1.0,-0.0,0.0
R_002388,14,0.0056,8.8182610217454e-05,0,1562,3,1562,8,3,6,6,0.75,0.7356219397587946,0.6695919455357792
R_002389,6,0.0024,4.3070682713074495e-05,0,1505,7,1505,6,1,4,6,1.0,-0.0,0.0
R_002390,11,0.0044,7.601413450471282e-05,0,1565,2,1565,7,2,5,6,0.8571428571428571,0.410116318288409,0.5916727785823274
R_002391,8,0.0032,5.925668373942541e-05,0,1565,2,1565,6,1,5,6,1.0,-0.0,0.0
R_002392,5,0.002,3.995130363007501e-05,0,1550,5,1550,7,1,0,7,1.0,-0.0,0.0
R_002393,10,0.004,6.530151972180119e-05,0,1559,4,1559,6,1,1,6,1.0,-0.0,0.0
R_002394,13,0.0052,7.944673505831093e-05,0,3102,1,1571,7,4,7,3,0.4285714285714285,1.277034259466139,0.9211854965885544
R_002395,17,0.0068,0.00010479761404771286,0,1628,0,1628,8,1,3,8,1.0,-0.0,0.0
R_002396,3,0.0012,2.9200322777115682e-05,0,1550,5,1550,5,1,0,5,1.0,-0.0,0.0
R_002397,5,0.002,4.14945556547391e-05,0,1565,2,1565,8,2,5,7,0.875,0.3767701612564367,0.5435644431995964
R_002398,4,0.0016,3.403636000938896e-05,0,1628,0,1628,5,1,3,5,1.0,-0.0,0.0
R_002399,9,0.0036,6.445034820890135e-05,0,1565,2,1565,8,2,5,7,0.875,0.3767701612564367,0.5435644431995964
R_002400,6,0.0024,4.3029062571389555e-05,0,3102,1,1571,5,2,7,4,0.8,0.5004024235381879,0.7219280948873623
R_002401,4,0.0016,3.288875273724168e-05,0,3102,1,1571,6,4,7,3,0.5,1.242453324894,0.8962406251802889
R_002402,3,0.0012,2.788608983354581e-05,0,3102,6,1531,5,1,2,5,1.0,-0.0,0.0
R_002403,4,0.0016,3.368467683972112e-05,0,1628,0,1628,6,1,3,6,1.0,-0.0,0.0
R_002404,8,0.0032,5.6641951881485027e-05,0,1550,5,1550,7,1,0,7,1.0,-0.0,0.0
R_002405,3,0.0012,2.759759308589279e-05,0,3102,1,1571,5,3,2,2,0.4,1.0549201679861442,0.9602297178607612
R_002406,10,0.004,6.380806145909988e-05,0,3102,6,1531,7,1,2,7,1.0,-0.0,0.0
R_002407,9,0.0036,6.023755424186618e-05,0,1559,4,1559,6,1,1,6,1.0,-0.0,0.0
R_002408,7,0.0028,4.829169071702214e-05,0,3102,6,1531,5,1,2,5,1.0,-0.0,0.0
R_002409,11,0.0044,7.227021401921221e-05,0,1628,0,1628,8,1,3,8,1.0,-0.0,0.0
R_002410,1,0.0004,1.775151173869752e-05,0,1628,0,1628,5,1,3,5,1.0,-0.0,0.0
R_002411,9,0.0036,6.47878552824808e-05,0,1565,2,1565,7,2,5,6,0.8571428571428571,0.410116318288409,0.5916727785823274
R_002412,4,0.0016,3.386527601395915e-05,0,1628,0,1628,5,1,3,5,1.0,-0.0,0.0
R_002413,8,0.0032,5.3054606855624316e-05,0,3102,6,1531,6,1,2,6,1.0,-0.0,0.0
R_002414,7,0.0028,4.997807253639197e-05,0,1562,3,1562,7,3,6,5,0.7142857142857143,0.796311640173813,0.7248340915057598
R_002415,11,0.0044,7.379006823652355e-05,0,1550,5,1550,8,1,0,8,1.0,-0.0,0.0
R_002416,12,0.0048,7.455599225634216e-05,0,3102,6,1531,8,1,2,8,1.0,-0.0,0.0
R_002417,3,0.0012,2.87200460099919e-05,0,1628,0,1628,5,1,3,5,1.0,-0.0,0.0
R_002418,8,0.0032,5.456939945289352e-05,0,1562,3,1562,8,3,6,6,0.75,0.7356219397587946,0.6695919455357792
R_002419,4,0.0016,3.425892869535286e-05,0,1559,4,1559,5,1,1,5,1.0,-0.0,0.0
R_002420,7,0.0028,4.804884799166054e-05,0,1505,7,1505,8,1,4,8,1.0,-0.0,0.0
R_002421,8,0.0032,5.524329291021731e-05,0,1628,0,1628,8,1,3,8,1.0,-0.0,0.0
R_002422,5,0.002,3.895930464843919e-05,0,1559,4,1559,5,1,1,5,1.0,-0.0,0.0
R_002423,6,0.0024,4.314228194565839e-05,0,1559,4,1559,8,1,1,8,1.0,-0.0,0.0
R_002424,7,0.0028,5.194234843880848e-05,0,1550,5,1550,7,1,0,7,1.0,-0.0,0.0
R_002425,8,0.0032,5.886552374644501e-05,0,1565,2,1565,7,1,5,7,1.0,-0.0,0.0
R_002426,6,0.0024,4.53927178483139e-05,0,1550,5,1550,7,1,0,7,1.0,-0.0,0.0
R_002427,8,0.0032,5.5573401237363746e-05,0,1562,3,1562,8,3,6,6,0.75,0.7356219397587946,0.6695919455357792
R_002428,1,0.0004,1.731754427018217e-05,0,3102,1,1571,6,4,7,3,0.5,1.242453324894,0.8962406251802889
R_002429,15,0.006,9.25970700012576e-05,0,1562,3,1562,8,1,6,8,1.0,-0.0,0.0
R_002430,7,0.0028,5.247819099644727e-05,0,1565,2,1565,6,1,5,6,1.0,-0.0,0.0
R_002431,7,0.0028,4.815509347404438e-05,0,3102,1,1571,6,4,2,2,0.3333333333333333,1.3296613488547582,0.9591479170272448
R_002432,3,0.0012,2.8486860524359246e-05,0,1559,4,1559,5,1,1,5,1.0,-0.0,0.0
R_002433,7,0.0028,4.811080709302558e-05,0,1505,7,1505,5,1,4,5,1.0,-0.0,0.0
R_002434,14,0.0056,8.794322797089015e-05,0,1562,3,1562,8,3,6,6,0.75,0.7356219397587946,0.6695919455357792
R_002435,10,0.004,6.300398260978512e-05,0,1505,7,1505,8,1,4,8,1.0,-0.0,0.0
R_002436,14,0.0056,9.401329146970784e-05,0,1565,2,1565,7,2,5,6,0.8571428571428571,0.410116318288409,0.5916727785823274
R_002437,6,0.0024,4.453239643765897e-05,0,1562,3,1562,7,3,6,5,0.7142857142857143,0.796311640173813,0.7248340915057598
R_002438,11,0.0044,7.632805721027313e-05,0,1565,2,1565,8,2,5,7,0.875,0.3767701612564367,0.5435644431995964
R_002439,6,0.0024,4.5795565756547524e-05,0,1628,0,1628,5,1,3,5,1.0,-0.0,0.0
R_002440,6,0.0024,4.359249783220024e-05,0,3102,6,1531,6,1,2,6,1.0,-0.0,0.0
R_002441,5,0.002,3.933313203898209e-05,0,1562,3,1562,6,2,6,5,0.8333333333333334,0.4505612088663046,0.6500224216483541
R_002442,8,0.0032,5.4747822486468604e-05,0,1562,3,1562,7,3,6,5,0.7142857142857143,0.796311640173813,0.7248340915057598
R_002443,6,0.0024,4.41372626454111e-05,0,1559,4,1559,6,1,1,6,1.0,-0.0,0.0
R_002444,6,0.0024,4.578678240521142e-05,0,1550,5,1550,7,1,0,7,1.0,-0.0,0.0
R_002445,7,0.0028,4.78978929014936e-05,0,3102,6,1531,6,1,2,6,1.0,-0.0,0.0
R_002446,5,0.002,4.157865650515022e-05,0,1550,5,1550,8,1,0,8,1.0,-0.0,0.0
R_002447,7,0.0028,4.7424575365416876e-05,0,3102,1,1571,7,3,7,4,0.5714285714285714,0.9556998911125344,0.8699155297736259
R_002448,9,0.0036,5.7980439519095324e-05,0,3102,1,1571,6,4,7,3,0.5,1.242453324894,0.8962406251802889
R_002449,4,0.0016,3.2267791433220495e-05,0,1505,7,1505,5,1,4,5,1.0,-0.0,0.0
R_002450,8,0.0032,5.706010425226734e-05,0,1550,5,1550,7,1,0,7,1.0,-0.0,0.0
R_002451,11,0.0044,7.577996688832783e-05,0,1565,2,1565,8,2,5,7,0.875,0.3767701612564367,0.5435644431995964
R_002452,11,0.0044,7.378183316419565e-05,0,1550,5,1550,7,1,0,7,1.0,-0.0,0.0
R_002453,5,0.002,3.859004848850259e-05,0,1559,4,1559,6,1,1,6,1.0,-0.0,0.0
R_002454,9,0.0036,5.913787649085116e-05,0,3102,1,1571,8,4,7,5,0.625,1.073542846408523,0.7743974703476992
R_002455,11,0.0044,7.137260035412655e-05,0,1562,3,1562,6,2,6,5,0.8333333333333334,0.4505612088663046,0.6500224216483541
R_002456,7,0.0028,5.0551875264279156e-05,0,1628,0,1628,6,1,3,6,1.0,-0.0,0.0
R_002457,15,0.006,8.9992918967333e-05,0,3102,6,1531,8,1,2,8,1.0,-0.0,0.0
R_002458,6,0.0024,4.814189606237499e-05,0,1565,2,1565,7,2,5,6,0.8571428571428571,0.410116318288409,0.5916727785823274
R_002459,11,0.0044,6.842352223108237e-05,0,3102,1,1571,6,2,7,5,0.8333333333333334,0.4505612088663046,0.6500224216483541
R_002460,8,0.0032,5.737428635068471e-05,0,1550,5,1550,7,1,0,7,1.0,-0.0,0.0
R_002461,5,0.002,3.8234275487070744e-05,0,3102,1,1571,5,2,7,4,0.8,0.5004024235381879,0.7219280948873623
R_002462,8,0.0032,5.2458383702527005e-05,0,1505,7,1505,5,1,4,5,1.0,-0.0,0.0
R_002463,5,0.002,4.119428367379583e-05,0,1565,2,1565,5,2,5,4,0.8,0.5004024235381879,0.7219280948873623
R_002464,11,0.0044,6.865632696713573e-05,0,3102,6,1531,7,1,2,7,1.0,-0.0,0.0
R_002465,5,0.002,3.731756086947586e-05,0,1505,7,1505,5,1,4,5,1.0,-0.0,0.0
R_002466,4,0.0016,3.401629271557705e-05,0,1628,0,1628,5,1,3,5,1.0,-0.0,0.0
R_002467,11,0.0044,6.887497122096493e-05,0,3102,6,1531,7,1,2,7,1.0,-0.0,0.0
R_002468,9,0.0036,6.298936610977473e-05,0,1550,5,1550,8,1,0,8,1.0,-0.0,0.0
R_002469,7,0.0028,4.992899023673478e-05,0,1562,3,1562,7,2,6,6,0.8571428571428571,0.410116318288409,0.5916727785823274
R_002470,13,0.0052,8.135752701254236e-05,0,1559,4,1559,7,1,1,7,1.0,-0.0,0.0
R_002471,10,0.004,6.553342708071919e-05,0,1559,4,1559,7,1,1,7,1.0,-0.0,0.0
R_002472,14,0.0056,8.41794954531709e-05,0,3102,1,1571,8,4,7,4,0.5,1.2130075659799042,0.875
R_002473,6,0.0024,4.4847663749446654e-05,0,1628,0,1628,6,1,3,6,1.0,-0.0,0.0
R_002474,8,0.0032,5.300402171518205e-05,0,3102,1,1571,8,4,7,5,0.625,1.073542846408523,0.7743974703476992
R_002475,9,0.0036,5.998839935646527e-05,0,1562,3,1562,8,3,6,6,0.75,0.7356219397587946,0.6695919455357792
R_002476,9,0.0036,6.081269754084061e-05,0,1559,4,1559,6,1,1,6,1.0,-0.0,0.0
R_002477,12,0.0048,7.656244087428385e-05,0,1562,3,1562,7,3,6,5,0.7142857142857143,0.796311640173813,0.7248340915057598
R_002478,6,0.0024,4.7462767489798806e-05,0,1565,2,1565,5,2,5,4,0.8,0.5004024235381879,0.7219280948873623
R_002479,11,0.0044,7.25423468172409e-05,0,1628,0,1628,8,1,3,8,1.0,-0.0,0.0
R_002480,15,0.006,9.27489640092068e-05,0,1562,3,1562,8,2,6,7,0.875,0.3767701612564367,0.5435644431995964
R_002481,10,0.004,6.281431089088046e-05,0,3102,1,1571,6,4,7,3,0.5,1.242453324894,0.8962406251802889
R_002482,8,0.0032,5.550479314759683e-05,0,1628,0,1628,6,1,3,6,1.0,-0.0,0.0
R_002483,6,0.0024,4.2275853132347554e-05,0,1505,7,1505,6,1,4,6,1.0,-0.0,0.0
R_002484,3,0.0012,2.8485254565450705e-05,0,1628,0,1628,5,1,3,5,1.0,-0.0,0.0
