job_id,seniority,industry
J_000977,Junior,Healthcare
J_000978,Mid,Cybersecurity
J_000979,Mid,FinTech
J_000980,Senior,E-commerce
J_000981,Mid,Healthcare
J_000982,Mid,Logistics
J_000983,Senior,Travel
J_000984,Mid,E-commerce
J_000985,Junior,Retail
J_000986,Mid,E-commerce
J_000987,Junior,Retail
J_000988,Mid,SaaS
J_000989,Junior,SaaS
J_000990,Senior,Retail
J_000991,Junior,E-commerce
J_000992,Mid,Travel
J_000993,Mid,Cybersecurity
J_000994,Junior,FinTech
J_000995,Junior,Cybersecurity
J_000996,Mid,Logistics
J_000997,Mid,EdTech
J_000998,Mid,SaaS
J_000999,Mid,FinTech
J_001000,Mid,Logistics
J_001001,Junior,EdTech
J_001002,Mid,Cybersecurity
J_001003,Junior,Travel
J_001004,Mid,Logistics
J_001005,Junior,Travel
J_001006,Senior,SaaS
J_001007,Mid,Cybersecurity
J_001008,Junior,Cybersecurity
J_001009,Junior,Logistics
J_001010,Mid,Healthcare
J_001011,Senior,FinTech
J_001012,Junior,EdTech
J_001013,Senior,SaaS
J_001014,Senior,Retail
J_001015,Mid,Gaming
J_001016,Junior,Logistics
J_001017,Mid,Retail
J_001018,Junior,Gaming
J_001019,Junior,EdTech
J_001020,Mid,E-commerce
J_001021,Senior,Healthcare
J_001022,Mid,Retail
J_001023,Senior,Cybersecurity
J_001024,Junior,Healthcare
J_001025,Senior,Logistics
J_001026,Mid,Retail
J_001027,Mid,Logistics
J_001028,Junior,Travel
J_001029,Mid,Logistics
J_001030,Junior,SaaS
J_001031,Mid,FinTech
J_001032,Mid,EdTech
J_001033,Mid,Gaming
J_001034,Junior,Logistics
J_001035,Junior,FinTech
J_001036,Junior,EdTech
J_001037,Senior,E-commerce
J_001038,Junior,E-commerce
J_001039,Mid,Gaming
J_001040,Senior,Logistics
J_001041,Mid,FinTech
J_001042,Junior,Healthcare
J_001043,Junior,Cybersecurity
J_001044,Senior,FinTech
J_001045,Junior,EdTech
J_001046,Mid,FinTech
J_001047,Senior,FinTech
J_001048,Junior,Travel
J_001049,Junior,Gaming
J_001050,Mid,Gaming
J_001051,Junior,EdTech
J_001052,Junior,EdTech
J_001053,Mid,SaaS
J_001054,Senior,Retail
J_001055,Junior,SaaS
J_001056,Senior,SaaS
J_001057,Senior,Travel
J_001058,Junior,Healthcare
J_001059,Junior,Retail
J_001060,Junior,E-commerce
J_001061,Senior,Gaming
J_001062,Mid,FinTech
J_001063,Mid,Cybersecurity
J_001064,Mid,Travel
J_001065,Mid,Cybersecurity
J_001066,Mid,Cybersecurity
J_001067,Mid,Healthcare
J_001068,Mid,Cybersecurity
J_001069,Senior,EdTech
J_001070,Senior,Logistics
J_001071,Senior,Cybersecurity
J_001072,Junior,Healthcare
J_001073,Senior,Healthcare
J_001074,Senior,Travel
J_001075,Junior,Travel
J_001076,Senior,EdTech
J_001077,Senior,SaaS
J_001078,Mid,E-commerce
J_001079,Mid,Retail
J_001080,Mid,Travel
J_001081,Mid,Gaming
J_001082,Senior,Travel
J_001083,Mid,Healthcare
J_001084,Senior,Retail
J_001085,Junior,SaaS
J_001086,Mid,Gaming
J_001087,Mid,Gaming
J_001088,Junior,Cybersecurity
J_001089,Junior,Cybersecurity
J_001090,Junior,E-commerce
J_001091,Junior,SaaS
J_001092,Junior,SaaS
J_001093,Junior,Gaming
J_001094,Mid,Travel
J_001095,Mid,Retail
J_001096,Mid,Logistics
J_001097,Junior,Retail
J_001098,Senior,SaaS
J_001099,Junior,Healthcare
J_001100,Junior,Travel
J_001101,Senior,Cybersecurity
J_001102,Junior,SaaS
J_001103,Mid,SaaS
J_001104,Senior,Gaming
J_001105,Mid,E-commerce
J_001106,Senior,Retail
J_001107,Mid,Gaming
J_001108,Junior,FinTech
J_001109,Mid,SaaS
J_001110,Junior,Retail
J_001111,Junior,Logistics
J_001112,Mid,Healthcare
J_001113,Senior,SaaS
J_001114,Mid,Healthcare
J_001115,Junior,SaaS
J_001116,Mid,Logistics
J_001117,Junior,SaaS
J_001118,Senior,Travel
J_001119,Junior,Retail
J_001120,Mid,Logistics
J_001121,Senior,Logistics
J_001122,Mid,E-commerce
J_001123,Junior,Travel
J_001124,Junior,Cybersecurity
J_001125,Junior,Gaming
J_001126,Mid,Cybersecurity
J_001127,Junior,E-commerce
J_001128,Junior,Retail
J_001129,Junior,Healthcare
J_001130,Senior,Gaming
J_001131,Mid,FinTech
J_001132,Mid,Retail
J_001133,Junior,SaaS
J_001134,Mid,Cybersecurity
J_001135,Mid,Logistics
J_001136,Junior,Travel
J_001137,Senior,Retail
J_001138,Senior,Gaming
J_001139,Junior,E-commerce
J_001140,Mid,EdTech
J_001141,Mid,Cybersecurity
J_001142,Senior,EdTech
J_001143,Mid,Logistics
J_001144,Junior,Retail
J_001145,Senior,E-commerce
J_001146,Senior,Logistics
J_001147,Mid,Logistics
J_001148,Junior,E-commerce
J_001149,Mid,FinTech
J_001150,Junior,Travel
J_001151,Mid,Retail
J_001152,Mid,Healthcare
J_001153,Junior,Gaming
J_001154,Mid,EdTech
J_001155,Junior,SaaS
J_001156,Mid,Logistics
J_001157,Senior,EdTech
J_001158,Junior,Gaming
J_001159,Senior,Gaming
J_001160,Junior,Cybersecurity
J_001161,Senior,SaaS
J_001162,Mid,SaaS
J_001163,Senior,SaaS
J_001164,Senior,FinTech
J_001165,Mid,SaaS
J_001166,Mid,Retail
J_001167,Mid,Logistics
J_001168,Junior,Healthcare
J_001169,Senior,Healthcare
J_001170,Senior,Retail
J_001171,Mid,FinTech
J_001172,Senior,SaaS
J_001173,Junior,Retail
J_001174,Junior,Healthcare
J_001175,Senior,FinTech
J_001176,Mid,Retail
J_001177,Junior,Cybersecurity
J_001178,Junior,Gaming
J_001179,Junior,Healthcare
J_001180,Senior,EdTech
J_001181,Junior,Healthcare
J_001182,Senior,E-commerce
J_001183,Junior,SaaS
J_001184,Junior,Logistics
J_001185,Junior,Gaming
J_001186,Mid,E-commerce
J_001187,Junior,Logistics
J_001188,Junior,Healthcare
J_001189,Senior,SaaS
J_001190,Senior,E-commerce
J_001191,Junior,Logistics
J_001192,Mid,FinTech
J_001193,Junior,Gaming
J_001194,Mid,FinTech
J_001195,Senior,FinTech
J_001196,Mid,Logistics
J_001197,Senior,SaaS
J_001198,Senior,EdTech
J_001199,Junior,Cybersecurity
J_001200,Junior,EdTech
J_001201,Junior,Travel
J_001202,Senior,FinTech
J_001203,Senior,SaaS
J_001204,Senior,Retail
J_001205,Junior,Travel
J_001206,Senior,Healthcare
J_001207,Mid,Retail
J_001208,Junior,Cybersecurity
J_001209,Mid,Travel
J_001210,Junior,FinTech
J_001211,Mid,E-commerce
J_001212,Mid,EdTech
J_001213,Junior,Gaming
J_001214,Senior,E-commerce
J_001215,Senior,Gaming
J_001216,Junior,Logistics
J_001217,Junior,SaaS
J_001218,Mid,Cybersecurity
J_001219,Senior,FinTech
J_001220,Senior,Retail
J_001221,Junior,SaaS
J_001222,Mid,Retail
J_001223,Senior,Logistics
J_001224,Junior,Travel
J_001225,Junior,Logistics
J_001226,Mid,SaaS
J_001227,Mid,Gaming
J_001228,Senior,E-commerce
J_001229,Junior,SaaS
J_001230,Senior,Gaming
J_001231,Senior,Travel
J_001232,Junior,Travel
J_001233,Mid,SaaS
J_001234,Senior,SaaS
J_001235,Junior,EdTech
J_001236,Mid,SaaS
J_001237,Senior,E-commerce
J_001238,Senior,Travel
J_001239,Mid,Gaming
J_001240,Junior,FinTech
J_001241,Senior,Cybersecurity
J_001242,Senior,Retail
J_001243,Mid,Logistics
J_001244,Senior,Gaming
J_001245,Junior,SaaS
J_001246,Junior,SaaS
J_001247,Mid,SaaS
J_001248,Mid,EdTech
J_001249,Junior,Retail
J_001250,Junior,FinTech
J_001251,Mid,EdTech
J_001252,Junior,Cybersecurity
J_001253,Senior,Travel
J_001254,Mid,EdTech
J_001255,Junior,E-commerce
J_001256,Junior,Logistics
J_001257,Mid,Travel
J_001258,Mid,EdTech
J_001259,Junior,E-commerce
J_001260,Mid,Retail
J_001261,Senior,FinTech
J_001262,Senior,EdTech
J_001263,Junior,Retail
J_001264,Junior,SaaS
J_001265,Mid,Gaming
J_001266,Mid,SaaS
J_001267,Mid,E-commerce
J_001268,Junior,E-commerce
J_001269,Junior,SaaS
J_001270,Senior,E-commerce
J_001271,Junior,FinTech
J_001272,Mid,E-commerce
J_001273,Junior,SaaS
J_001274,Mid,Retail
J_001275,Mid,Cybersecurity
J_001276,Senior,Logistics
J_001277,Senior,E-commerce
J_001278,Junior,FinTech
J_001279,Mid,Gaming
J_001280,Senior,Logistics
J_001281,Senior,EdTech
J_001282,Junior,Travel
J_001283,Senior,Retail
J_001284,Junior,EdTech
J_001285,Senior,Healthcare
J_001286,Senior,SaaS
J_001287,Mid,Retail
J_001288,Junior,Gaming
J_001289,Junior,Travel
J_001290,Senior,E-commerce
J_001291,Mid,Healthcare
J_001292,Mid,Logistics
J_001293,Senior,EdTech
J_001294,Junior,E-commerce
J_001295,Senior,Logistics
J_001296,Mid,SaaS
J_001297,Senior,Healthcare
J_001298,Junior,Healthcare
J_001299,Mid,Logistics
J_001300,Mid,SaaS
J_001301,Junior,Cybersecurity
J_001302,Junior,Retail
J_001303,Junior,Gaming
J_001304,Senior,EdTech
J_001305,Junior,Cybersecurity
J_001306,Junior,Healthcare
J_001307,Junior,E-commerce
J_001308,Junior,Logistics
J_001309,Senior,Travel
J_001310,Mid,E-commerce
J_001311,Mid,Logistics
J_001312,Senior,E-commerce
J_001313,Junior,FinTech
J_001314,Junior,SaaS
J_001315,Senior,Travel
J_001316,Senior,EdTech
J_001317,Junior,FinTech
J_001318,Senior,Retail
J_001319,Senior,SaaS
J_001320,Senior,FinTech
J_001321,Mid,E-commerce
J_001322,Mid,E-commerce
J_001323,Mid,SaaS
J_001324,Junior,Cybersecurity
J_001325,Mid,Travel
J_001326,Senior,FinTech
J_001327,Junior,FinTech
J_001328,Senior,Healthcare
J_001329,Mid,Retail
J_001330,Junior,FinTech
J_001331,Mid,FinTech
J_001332,Mid,SaaS
J_001333,Mid,E-commerce
J_001334,Junior,Gaming
J_001335,Senior,Travel
J_001336,Mid,Retail
J_001337,Junior,EdTech
J_001338,Mid,E-commerce
J_001339,Mid,Cybersecurity
J_001340,Junior,E-commerce
J_001341,Mid,Gaming
J_001342,Mid,Healthcare
J_001343,Senior,SaaS
J_001344,Junior,FinTech
J_001345,Mid,FinTech
J_001346,Senior,Healthcare
J_001347,Senior,EdTech
J_001348,Junior,E-commerce
J_001349,Mid,EdTech
J_001350,Junior,Travel
J_001351,Senior,Travel
J_001352,Mid,FinTech
J_001353,Mid,Cybersecurity
J_001354,Junior,Gaming
J_001355,Junior,FinTech
J_001356,Junior,Healthcare
J_001357,Junior,EdTech
J_001358,Mid,Travel
J_001359,Senior,E-commerce
J_001360,Mid,EdTech
J_001361,Junior,Cybersecurity
J_001362,Mid,Logistics
J_001363,Junior,SaaS
J_001364,Junior,E-commerce
J_001365,Junior,SaaS
J_001366,Junior,Logistics
J_001367,Junior,Retail
J_001368,Senior,E-commerce
J_001369,Mid,Cybersecurity
J_001370,Senior,FinTech
J_001371,Mid,EdTech
J_001372,Mid,Logistics
J_001373,Mid,Gaming
J_001374,Senior,Healthcare
J_001375,Senior,FinTech
J_001376,Junior,EdTech
J_001377,Senior,Healthcare
J_001378,Mid,Travel
J_001379,Mid,Retail
J_001380,Mid,Cybersecurity
J_001381,Junior,E-commerce
J_001382,Junior,EdTech
J_001383,Mid,Gaming
J_001384,Mid,Retail
J_001385,Senior,Cybersecurity
J_001386,Mid,Gaming
J_001387,Junior,FinTech
J_001388,Mid,E-commerce
J_001389,Mid,Cybersecurity
J_001390,Junior,SaaS
J_001391,Mid,Travel
J_001392,Junior,Logistics
J_001393,Junior,Travel
J_001394,Mid,SaaS
J_001395,Mid,Healthcare
J_001396,Junior,Healthcare
J_001397,Mid,SaaS
J_001398,Junior,Travel
J_001399,Junior,SaaS
J_001400,Junior,Retail
J_001401,Senior,FinTech
J_001402,Senior,Logistics
J_001403,Mid,FinTech
J_001404,Senior,Healthcare
J_001405,Junior,Healthcare
J_001406,Mid,Cybersecurity
J_001407,Junior,FinTech
J_001408,Mid,E-commerce
J_001409,Junior,E-commerce
J_001410,Junior,Gaming
J_001411,Junior,SaaS
J_001412,Mid,Cybersecurity
J_001413,Mid,Healthcare
J_001414,Senior,SaaS
J_001415,Junior,Travel
J_001416,Senior,FinTech
J_001417,Senior,SaaS
J_001418,Junior,Healthcare
J_001419,Senior,Cybersecurity
J_001420,Senior,SaaS
J_001421,Junior,Logistics
J_001422,Senior,EdTech
J_001423,Senior,SaaS
J_001424,Junior,Logistics
J_001425,Senior,SaaS
J_001426,Senior,EdTech
J_001427,Junior,Travel
J_001428,Mid,Logistics
J_001429,Senior,Cybersecurity
J_001430,Senior,SaaS
J_001431,Junior,E-commerce
J_001432,Senior,Healthcare
J_001433,Junior,Gaming
J_001434,Junior,Cybersecurity
J_001435,Senior,Healthcare
J_001436,Junior,Travel
J_001437,Senior,Healthcare
J_001438,Mid,E-commerce
J_001439,Mid,E-commerce
J_001440,Junior,Gaming
J_001441,Senior,EdTech
J_001442,Junior,Gaming
J_001443,Senior,Healthcare
J_001444,Junior,Healthcare
J_001445,Senior,FinTech
J_001446,Junior,Retail
J_001447,Mid,Healthcare
J_001448,Senior,Gaming
J_001449,Junior,Logistics
J_001450,Mid,Healthcare
J_001451,Mid,SaaS
J_001452,Mid,SaaS
J_001453,Junior,SaaS
J_001454,Senior,Retail
J_001455,Senior,Gaming
J_001456,Junior,Logistics
J_001457,Senior,Healthcare
J_001458,Junior,FinTech
J_001459,Junior,Gaming
J_001460,Junior,Healthcare
J_001461,Mid,E-commerce
J_001462,Mid,E-commerce
J_001463,Mid,Healthcare
J_001464,Senior,Cybersecurity
J_001465,Senior,SaaS
J_001466,Senior,E-commerce
J_001467,Mid,Cybersecurity
J_001468,Junior,Travel
J_001469,Senior,Retail
J_001470,Junior,Healthcare
J_001471,Mid,Healthcare
J_001472,Mid,Healthcare
J_001473,Senior,Retail
J_001474,Junior,E-commerce
J_001475,Junior,Retail
J_001476,Senior,FinTech
J_001477,Junior,Healthcare
J_001478,Mid,Healthcare
J_001479,Mid,FinTech
J_001480,Senior,Logistics
J_001481,Mid,SaaS
J_001482,Senior,FinTech
J_001483,Junior,EdTech
J_001484,Junior,E-commerce
J_001485,Mid,FinTech
J_001486,Junior,SaaS
J_001487,Junior,FinTech
J_001488,Senior,Gaming
J_001489,Mid,Healthcare
J_001490,Junior,E-commerce
J_001491,Senior,Healthcare
J_001492,Senior,Travel
J_001493,Senior,SaaS
J_001494,Senior,EdTech
J_001495,Junior,Healthcare
J_001496,Senior,Logistics
J_001497,Mid,SaaS
J_001498,Mid,FinTech
J_001499,Senior,E-commerce
J_001500,Junior,Healthcare
J_001501,Mid,Cybersecurity
J_001502,Senior,Cybersecurity
J_001503,Senior,EdTech
J_001504,Mid,SaaS
J_001505,Mid,Healthcare
J_001506,Junior,Retail
J_001507,Senior,FinTech
J_001508,Mid,SaaS
J_001509,Mid,Healthcare
J_001510,Junior,Gaming
J_001511,Mid,Healthcare
J_001512,Senior,Travel
J_001513,Mid,EdTech
J_001514,Mid,FinTech
J_001515,Mid,EdTech
J_001516,Mid,E-commerce
J_001517,Mid,FinTech
J_001518,Mid,EdTech
J_001519,Junior,Travel
J_001520,Junior,EdTech
J_001521,Mid,Cybersecurity
J_001522,Junior,Retail
J_001523,Mid,FinTech
J_001524,Senior,Gaming
J_001525,Junior,Healthcare
J_001526,Mid,Retail
J_001527,Senior,Travel
J_001528,Senior,Logistics
J_001529,Mid,Travel
J_001530,Senior,EdTech
J_001531,Mid,FinTech
J_001532,Senior,Travel
J_001533,Senior,Gaming
J_001534,Junior,Logistics
J_001535,Junior,Logistics
J_001536,Mid,Gaming
J_001537,Senior,Healthcare
J_001538,Senior,FinTech
J_001539,Junior,Logistics
J_001540,Junior,Healthcare
J_001541,Junior,Retail
J_001542,Senior,E-commerce
J_001543,Mid,EdTech
J_001544,Junior,Cybersecurity
J_001545,Senior,E-commerce
J_001546,Senior,Logistics
J_001547,Junior,EdTech
J_001548,Senior,Gaming
J_001549,Junior,Gaming
J_001550,Mid,E-commerce
J_001551,Mid,Healthcare
J_001552,Senior,Gaming
J_001553,Junior,FinTech
J_001554,Mid,Healthcare
J_001555,Junior,EdTech
J_001556,Junior,Healthcare
J_001557,Mid,Retail
J_001558,Junior,Retail
J_001559,Junior,Healthcare
J_001560,Mid,Healthcare
J_001561,Mid,Gaming
J_001562,Junior,EdTech
J_001563,Junior,Healthcare
J_001564,Senior,Healthcare
J_001565,Mid,Retail
J_001566,Mid,Travel
J_001567,Mid,E-commerce
J_001568,Junior,Healthcare
J_001569,Senior,E-commerce
J_001570,Senior,Cybersecurity
J_001571,Junior,EdTech
J_001572,Mid,Retail
J_001573,Mid,Cybersecurity
J_001574,Senior,EdTech
J_001575,Senior,Gaming
J_001576,Senior,FinTech
J_001577,Junior,Healthcare
J_001578,Senior,Gaming
J_001579,Junior,Healthcare
J_001580,Senior,EdTech
J_001581,Junior,Travel
J_001582,Junior,Gaming
J_001583,Junior,Travel
J_001584,Junior,Cybersecurity
J_001585,Senior,Logistics
J_001586,Junior,EdTech
J_001587,Junior,Healthcare
J_001588,Senior,Travel
J_001589,Junior,SaaS
J_001590,Junior,Retail
J_001591,Junior,E-commerce
J_001592,Junior,Gaming
J_001593,Junior,Travel
J_001594,Mid,EdTech
J_001595,Mid,SaaS
J_001596,Junior,Healthcare
J_001597,Senior,Gaming
J_001598,Senior,Retail
J_001599,Junior,Travel
J_001600,Mid,Cybersecurity
J_001601,Senior,E-commerce
J_001602,Senior,Retail
J_001603,Mid,Travel
J_001604,Mid,EdTech
J_001605,Senior,EdTech
J_001606,Mid,SaaS
J_001607,Junior,FinTech
J_001608,Mid,Logistics
J_001609,Mid,EdTech
J_001610,Junior,Gaming
J_001611,Mid,SaaS
J_001612,Junior,FinTech
J_001613,Junior,SaaS
J_001614,Mid,E-commerce
J_001615,Senior,Logistics
J_001616,Junior,FinTech
J_001617,Junior,SaaS
J_001618,Junior,Logistics
J_001619,Senior,Logistics
J_001620,Mid,Retail
J_001621,Junior,Cybersecurity
J_001622,Mid,Healthcare
J_001623,Junior,Cybersecurity
J_001624,Senior,Logistics
J_001625,Mid,FinTech
J_001626,Senior,Healthcare
J_001627,Mid,FinTech
J_001628,Mid,Healthcare
J_001629,Junior,FinTech
J_001630,Senior,E-commerce
J_001631,Senior,Cybersecurity
J_001632,Mid,SaaS
J_001633,Mid,Logistics
J_001634,Senior,Cybersecurity
J_001635,Mid,FinTech
J_001636,Junior,E-commerce
J_001637,Mid,SaaS
J_001638,Junior,Cybersecurity
J_001639,Junior,SaaS
J_001640,Junior,Gaming
J_001641,Senior,Retail
J_001642,Senior,EdTech
J_001643,Junior,Gaming
J_001644,Mid,Cybersecurity
J_001645,Senior,FinTech
J_001646,Mid,Gaming
J_001647,Senior,E-commerce
J_001648,Junior,Retail
J_001649,Junior,E-commerce
J_001650,Mid,FinTech
J_001651,Mid,FinTech
J_001652,Senior,SaaS
J_001653,Junior,Healthcare
J_001654,Mid,E-commerce
J_001655,Junior,Logistics
J_001656,Junior,Retail
J_001657,Senior,Cybersecurity
J_001658,Senior,Travel
J_001659,Mid,Healthcare
J_001660,Mid,Logistics
J_001661,Senior,Healthcare
J_001662,Mid,FinTech
J_001663,Mid,Cybersecurity
J_001664,Senior,SaaS
J_001665,Mid,EdTech
J_001666,Junior,Healthcare
J_001667,Mid,Gaming
J_001668,Mid,FinTech
J_001669,Mid,EdTech
J_001670,Junior,Retail
J_001671,Mid,FinTech
J_001672,Senior,FinTech
J_001673,Junior,Cybersecurity
J_001674,Mid,Cybersecurity
J_001675,Mid,EdTech
J_001676,Mid,Gaming
J_001677,Senior,E-commerce
J_001678,Senior,EdTech
J_001679,Senior,Logistics
J_001680,Senior,EdTech
J_001681,Mid,Retail
J_001682,Mid,E-commerce
J_001683,Mid,EdTech
J_001684,Mid,Healthcare
J_001685,Mid,Gaming
J_001686,Junior,Retail
J_001687,Junior,Gaming
J_001688,Junior,FinTech
J_001689,Senior,Healthcare
J_001690,Mid,Retail
J_001691,Junior,E-commerce
J_001692,Senior,Logistics
J_001693,Mid,SaaS
J_001694,Senior,FinTech
J_001695,Junior,FinTech
J_001696,Senior,SaaS
J_001697,Junior,Healthcare
J_001698,Mid,FinTech
J_001699,Junior,Cybersecurity
J_001700,Mid,Retail
J_001701,Senior,FinTech
J_001702,Junior,Gaming
J_001703,Senior,Travel
J_001704,Senior,Retail
J_001705,Junior,SaaS
J_001706,Mid,Healthcare
J_001707,Junior,Logistics
J_001708,Mid,SaaS
J_001709,Mid,E-commerce
J_001710,Junior,Gaming
J_001711,Junior,Gaming
J_001712,Mid,Logistics
J_001713,Senior,Logistics
J_001714,Mid,E-commerce
J_001715,Mid,Travel
J_001716,Mid,Travel
J_001717,Mid,Cybersecurity
J_001718,Junior,E-commerce
J_001719,Mid,SaaS
J_001720,Senior,Logistics
J_001721,Mid,Travel
J_001722,Junior,Logistics
J_001723,Junior,Cybersecurity
J_001724,Senior,Cybersecurity
J_001725,Junior,Cybersecurity
J_001726,Mid,SaaS
J_001727,Senior,SaaS
J_001728,Mid,Gaming
J_001729,Junior,SaaS
J_001730,Senior,SaaS
J_001731,Mid,Travel
J_001732,Mid,Travel
J_001733,Junior,Travel
J_001734,Mid,Travel
J_001735,Mid,Logistics
J_001736,Mid,Cybersecurity
J_001737,Junior,Gaming
J_001738,Junior,EdTech
J_001739,Senior,E-commerce
J_001740,Senior,Logistics
J_001741,Mid,Gaming
J_001742,Mid,Travel
J_001743,Senior,FinTech
J_001744,Junior,FinTech
J_001745,Junior,Logistics
J_001746,Mid,Gaming
J_001747,Mid,SaaS
J_001748,Senior,E-commerce
J_001749,Junior,E-commerce
J_001750,Senior,Logistics
J_001751,Senior,Logistics
J_001752,Junior,Healthcare
J_001753,Junior,SaaS
J_001754,Junior,FinTech
J_001755,Mid,Cybersecurity
J_001756,Mid,SaaS
J_001757,Mid,Logistics
J_001758,Senior,Cybersecurity
J_001759,Mid,EdTech
J_001760,Senior,FinTech
J_001761,Junior,Travel
J_001762,Mid,SaaS
J_001763,Senior,Travel
J_001764,Senior,Retail
J_001765,Senior,Logistics
J_001766,Senior,Healthcare
J_001767,Mid,Cybersecurity
J_001768,Mid,Retail
J_001769,Senior,Retail
J_001770,Junior,Gaming
J_001771,Junior,Healthcare
J_001772,Mid,FinTech
J_001773,Junior,FinTech
J_001774,Senior,SaaS
J_001775,Mid,E-commerce
J_001776,Mid,Logistics
J_001777,Senior,E-commerce
J_001778,Senior,Travel
J_001779,Junior,Cybersecurity
J_001780,Mid,FinTech
J_001781,Senior,Retail
J_001782,Senior,Healthcare
J_001783,Mid,Travel
J_001784,Junior,Retail
J_001785,Mid,Travel
J_001786,Junior,Logistics
J_001787,Senior,Retail
J_001788,Mid,Retail
J_001789,Senior,Gaming
J_001790,Senior,Gaming
J_001791,Senior,FinTech
J_001792,Mid,Cybersecurity
J_001793,Mid,SaaS
J_001794,Mid,Gaming
J_001795,Mid,Travel
J_001796,Junior,Cybersecurity
J_001797,Mid,Travel
J_001798,Senior,E-commerce
J_001799,Mid,EdTech
J_001800,Senior,Logistics
J_001801,Junior,Healthcare
J_001802,Junior,EdTech
J_001803,Junior,Healthcare
J_001804,Junior,Retail
J_001805,Senior,Healthcare
J_001806,Junior,Healthcare
J_001807,Junior,Logistics
J_001808,Senior,Healthcare
J_001809,Senior,FinTech
J_001810,Junior,Travel
J_001811,Junior,Retail
J_001812,Senior,Healthcare
J_001813,Junior,Gaming
J_001814,Senior,EdTech
J_001815,Senior,EdTech
J_001816,Mid,Healthcare
J_001817,Senior,Cybersecurity
J_001818,Mid,Cybersecurity
J_001819,Mid,Travel
J_001820,Senior,Cybersecurity
J_001821,Mid,Healthcare
J_001822,Junior,E-commerce
J_001823,Senior,Travel
J_001824,Mid,Gaming
J_001825,Senior,SaaS
J_001826,Senior,Retail
J_001827,Senior,Healthcare
J_001828,Senior,EdTech
J_001829,Senior,FinTech
J_001830,Mid,Gaming
J_001831,Junior,Cybersecurity
J_001832,Junior,EdTech
J_001833,Junior,Gaming
J_001834,Senior,EdTech
J_001835,Mid,Logistics
J_001836,Senior,Healthcare
J_001837,Senior,Logistics
J_001838,Senior,Cybersecurity
J_001839,Senior,E-commerce
J_001840,Senior,Cybersecurity
J_001841,Mid,FinTech
J_001842,Senior,SaaS
J_001843,Mid,FinTech
J_001844,Junior,Retail
J_001845,Senior,Gaming
J_001846,Mid,SaaS
J_001847,Mid,FinTech
J_001848,Senior,Travel
J_001849,Mid,Gaming
J_001850,Senior,EdTech
J_001851,Junior,FinTech
J_001852,Senior,Gaming
J_001853,Senior,Logistics
J_001854,Senior,Retail
J_001855,Junior,Logistics
J_001856,Junior,Retail
J_001857,Junior,Healthcare
J_001858,Mid,E-commerce
J_001859,Junior,E-commerce
J_001860,Junior,E-commerce
J_001861,Mid,Travel
J_001862,Senior,FinTech
J_001863,Junior,SaaS
J_001864,Senior,Travel
J_001865,Senior,Travel
J_001866,Mid,Travel
J_001867,Junior,Logistics
J_001868,Junior,FinTech
J_001869,Mid,Healthcare
J_001870,Junior,SaaS
J_001871,Senior,Cybersecurity
J_001872,Junior,Healthcare
J_001873,Mid,FinTech
J_001874,Mid,SaaS
J_001875,Senior,Cybersecurity
J_001876,Mid,Logistics
J_001877,Junior,Travel
J_001878,Mid,EdTech
J_001879,Junior,Retail
J_001880,Mid,Gaming
J_001881,Senior,FinTech
J_001882,Junior,EdTech
J_001883,Senior,FinTech
J_001884,Mid,E-commerce
J_001885,Senior,Logistics
J_001886,Mid,SaaS
J_001887,Mid,EdTech
J_001888,Senior,EdTech
J_001889,Junior,FinTech
J_001890,Senior,Cybersecurity
J_001891,Senior,Gaming
J_001892,Mid,Logistics
J_001893,Junior,EdTech
J_001894,Senior,Logistics
J_001895,Senior,E-commerce
J_001896,Junior,Healthcare
J_001897,Senior,Cybersecurity
J_001898,Senior,Logistics
J_001899,Senior,Travel
J_001900,Senior,Healthcare
J_001901,Mid,Logistics
J_001902,Junior,Logistics
J_001903,Senior,EdTech
J_001904,Junior,Logistics
J_001905,Mid,Logistics
J_001906,Mid,SaaS
J_001907,Junior,Retail
J_001908,Mid,E-commerce
J_001909,Senior,Cybersecurity
J_001910,Junior,EdTech
J_001911,Mid,Logistics
J_001912,Senior,SaaS
J_001913,Junior,Travel
J_001914,Mid,SaaS
J_001915,Mid,Gaming
J_001916,Junior,SaaS
J_001917,Junior,FinTech
J_001918,Mid,SaaS
J_001919,Senior,SaaS
J_001920,Senior,FinTech
J_001921,Senior,Travel
J_001922,Senior,Cybersecurity
J_001923,Junior,EdTech
J_001924,Junior,Healthcare
J_001925,Senior,E-commerce
J_001926,Senior,Travel
J_001927,Junior,Cybersecurity
J_001928,Mid,Retail
J_001929,Junior,Healthcare
J_001930,Mid,Travel
J_001931,Junior,Gaming
J_001932,Senior,E-commerce
J_001933,Mid,Gaming
J_001934,Junior,Cybersecurity
J_001935,Junior,Retail
J_001936,Senior,Healthcare
J_001937,Mid,E-commerce
J_001938,Senior,SaaS
J_001939,Mid,Gaming
J_001940,Junior,E-commerce
J_001941,Senior,FinTech
J_001942,Junior,Retail
J_001943,Junior,SaaS
J_001944,Senior,Gaming
J_001945,Mid,EdTech
J_001946,Senior,Gaming
J_001947,Mid,Cybersecurity
J_001948,Mid,EdTech
J_001949,Senior,Gaming
J_001950,Senior,Cybersecurity
J_001951,Senior,Healthcare
J_001952,Senior,Travel
J_001953,Mid,Travel
