resume_id,job_id,semantic_score,semantic_rank,katz_score,katz_rank,selected_k,prediction_method
R_007425,J_000646,0.8312817811965942,32,0.0034648770543773714,39,50,semantic_katz_consensus
R_001022,J_000647,0.8047510981559753,50,0.005008662351541802,4,50,semantic_katz_consensus
R_005692,J_000647,0.8866230845451355,35,0.0036011524385423104,44,50,semantic_katz_consensus
R_007520,J_000647,0.8063485622406006,49,0.005257661884870958,2,50,semantic_katz_consensus
R_006124,J_000649,0.8314422369003296,4,0.004499920629177365,10,50,semantic_katz_consensus
R_007119,J_000649,0.7979117631912231,20,0.00467401666251801,8,50,semantic_katz_consensus
R_000611,J_000650,0.8581425547599792,24,0.0028756539118125124,46,50,semantic_katz_consensus
R_005923,J_000650,0.8692200779914856,11,0.0028812170701790086,44,50,semantic_katz_consensus
R_008336,J_000650,0.8847145438194275,2,0.003016267662036281,34,50,semantic_katz_consensus
R_009072,J_000650,0.8541812896728516,31,0.0031589030503122745,28,50,semantic_katz_consensus
R_000900,J_000651,0.8554770946502686,30,0.0048907291813471265,4,50,semantic_katz_consensus
R_008400,J_000651,0.8736370801925659,6,0.0037624841781246027,44,50,semantic_katz_consensus
R_000120,J_000652,0.7795712947845459,38,0.0034943455850806257,41,50,semantic_katz_consensus
R_002262,J_000653,0.9063496589660645,3,0.004323832481475324,9,50,semantic_katz_consensus
R_006396,J_000653,0.8303679823875427,43,0.00394894608235132,28,50,semantic_katz_consensus
R_007520,J_000653,0.8299049735069275,44,0.0038190749878336794,33,50,semantic_katz_consensus
R_003966,J_000654,0.875799834728241,15,0.00273262010066424,44,50,semantic_katz_consensus
R_000295,J_000655,0.8723784685134888,34,0.00378438267425455,16,50,semantic_katz_consensus
R_005326,J_000655,0.895613968372345,24,0.003413893688571034,35,50,semantic_katz_consensus
R_007520,J_000655,0.7689342498779297,50,0.0048003019511851375,2,50,semantic_katz_consensus
R_000299,J_000656,0.802681565284729,48,0.0034302142644890713,33,50,semantic_katz_consensus
R_005814,J_000657,0.8055375218391418,49,0.0036999022634859216,8,50,semantic_katz_consensus
R_000132,J_000658,0.87635737657547,13,0.0033369980742211265,37,50,semantic_katz_consensus
R_006295,J_000658,0.8769774436950684,11,0.0031927837563014306,45,50,semantic_katz_consensus
R_006513,J_000659,0.8504540920257568,23,0.003099154381315792,38,50,semantic_katz_consensus
R_003839,J_000660,0.7918787002563477,47,0.002827828405293581,35,50,semantic_katz_consensus
R_000517,J_000661,0.8439735770225525,29,0.002972042723213277,37,50,semantic_katz_consensus
R_003056,J_000661,0.7996074557304382,46,0.0028031261872122635,49,50,semantic_katz_consensus
R_002952,J_000663,0.7734671235084534,49,0.00352381411578388,19,50,semantic_katz_consensus
R_004231,J_000664,0.8621433973312378,17,0.004356473633311398,6,50,semantic_katz_consensus
R_005759,J_000664,0.8469536900520325,34,0.0031314118721250017,47,50,semantic_katz_consensus
R_009437,J_000664,0.8393458724021912,39,0.0032720256223487698,34,50,semantic_katz_consensus
R_000531,J_000665,0.876356303691864,11,0.0040465301623689226,10,50,semantic_katz_consensus
R_008957,J_000665,0.8713648915290833,20,0.0032509239719633806,38,50,semantic_katz_consensus
R_001970,J_000666,0.8782232403755188,30,0.004452537831066956,21,50,semantic_katz_consensus
R_008498,J_000667,0.8534910082817078,27,0.003953741918664087,22,50,semantic_katz_consensus
R_002436,J_000669,0.8501278758049011,28,0.0029114972084722363,21,50,semantic_katz_consensus
R_008564,J_000669,0.8427519798278809,44,0.0027636823228566116,26,50,semantic_katz_consensus
R_008574,J_000669,0.8703773021697998,10,0.0028505385090135016,23,50,semantic_katz_consensus
R_009031,J_000669,0.8427041172981262,45,0.0031788094320808254,14,50,semantic_katz_consensus
R_002520,J_000670,0.8193324208259583,20,0.0029708326927510246,44,50,semantic_katz_consensus
R_004589,J_000670,0.8114606738090515,30,0.003141800390495093,27,50,semantic_katz_consensus
R_005201,J_000670,0.798999547958374,44,0.0030111029265420643,40,50,semantic_katz_consensus
R_006959,J_000670,0.8117438554763794,28,0.0033609034465578854,17,50,semantic_katz_consensus
R_009570,J_000670,0.8154463768005371,26,0.004073224494811636,5,50,semantic_katz_consensus
R_000874,J_000671,0.8933724164962769,25,0.004899892907409551,4,50,semantic_katz_consensus
R_003931,J_000671,0.9097935557365417,8,0.003707929768313166,37,50,semantic_katz_consensus
R_009677,J_000671,0.9016175866127014,17,0.0035477637736568823,49,50,semantic_katz_consensus
R_004589,J_000673,0.824069082736969,17,0.00380114595858111,12,50,semantic_katz_consensus
R_006959,J_000673,0.8321918845176697,8,0.00414653430331103,1,50,semantic_katz_consensus
R_009570,J_000673,0.8250774145126343,15,0.0032569298387383995,42,50,semantic_katz_consensus
R_000103,J_000675,0.8602876663208008,27,0.0037549141435512957,31,50,semantic_katz_consensus
R_001098,J_000675,0.891196608543396,5,0.0040182716621279205,16,50,semantic_katz_consensus
R_001113,J_000675,0.8672271370887756,22,0.003686001748492389,38,50,semantic_katz_consensus
R_005771,J_000675,0.8617063164710999,26,0.003770039450852495,29,50,semantic_katz_consensus
R_009751,J_000675,0.8191040754318237,49,0.0035768338814878577,49,50,semantic_katz_consensus
R_006842,J_000676,0.8699058294296265,7,0.0035389689467759085,10,50,semantic_katz_consensus
R_007836,J_000676,0.8292297720909119,39,0.0038533245930042854,6,50,semantic_katz_consensus
R_007286,J_000677,0.8341088891029358,24,0.0033433728401775957,16,50,semantic_katz_consensus
R_009980,J_000677,0.853057861328125,4,0.0028218668240548054,50,50,semantic_katz_consensus
R_000605,J_000678,0.8340983390808105,34,0.003534187872308557,14,50,semantic_katz_consensus
R_009376,J_000679,0.8611501455307007,14,0.0027656891990634224,25,50,semantic_katz_consensus
R_003558,J_000680,0.8580988645553589,39,0.004458868311487181,5,50,semantic_katz_consensus
R_004613,J_000680,0.8917645215988159,13,0.0034756344719289126,25,50,semantic_katz_consensus
R_004767,J_000680,0.8908223509788513,14,0.00485370537791598,2,50,semantic_katz_consensus
R_009042,J_000682,0.8871215581893921,11,0.0028262642374952923,48,50,semantic_katz_consensus
R_000645,J_000683,0.775917649269104,48,0.0030441572630958325,41,50,semantic_katz_consensus
R_001979,J_000683,0.8904340267181396,7,0.003853693492185736,5,50,semantic_katz_consensus
R_003331,J_000683,0.7746975421905518,50,0.0033820198587886886,18,50,semantic_katz_consensus
R_006658,J_000683,0.888451874256134,14,0.003563700688548055,9,50,semantic_katz_consensus
R_000207,J_000684,0.889423131942749,4,0.005912654325052732,1,50,semantic_katz_consensus
R_001496,J_000685,0.7830235362052917,32,0.004144143766077354,4,50,semantic_katz_consensus
R_001006,J_000686,0.8093925714492798,44,0.003447361209842496,48,50,semantic_katz_consensus
R_001403,J_000686,0.8109250068664551,43,0.0036003260691069225,36,50,semantic_katz_consensus
R_006621,J_000686,0.8900641202926636,13,0.003559686936134433,39,50,semantic_katz_consensus
R_008465,J_000686,0.807818591594696,45,0.0036377482954103486,32,50,semantic_katz_consensus
R_008813,J_000686,0.8666574954986572,31,0.0036843932951578576,28,50,semantic_katz_consensus
R_003034,J_000687,0.8624403476715088,15,0.0030596957551147254,20,50,semantic_katz_consensus
R_006319,J_000687,0.8613870143890381,18,0.002856514852097691,29,50,semantic_katz_consensus
R_007286,J_000687,0.8492580652236938,35,0.0033991372804512846,5,50,semantic_katz_consensus
R_009980,J_000687,0.8632763028144836,11,0.002937793118042671,25,50,semantic_katz_consensus
R_000656,J_000688,0.8155719041824341,44,0.0030943585450030255,24,50,semantic_katz_consensus
R_001317,J_000688,0.8108865022659302,50,0.002858905389331367,39,50,semantic_katz_consensus
R_005501,J_000688,0.8527656197547913,5,0.002977635405270602,32,50,semantic_katz_consensus
R_006246,J_000688,0.8113240599632263,47,0.003525835753836106,7,50,semantic_katz_consensus
R_000611,J_000689,0.8419272899627686,42,0.0034688465212547497,3,50,semantic_katz_consensus
R_005189,J_000689,0.8555365800857544,20,0.0028553195834808533,25,50,semantic_katz_consensus
R_006782,J_000690,0.8541345000267029,10,0.0031342155940763715,40,50,semantic_katz_consensus
R_007737,J_000690,0.8611544966697693,1,0.003542171091599558,14,50,semantic_katz_consensus
R_000366,J_000691,0.8739732503890991,12,0.0028955602935810637,39,50,semantic_katz_consensus
R_005227,J_000691,0.8461359739303589,49,0.0028357968627391672,45,50,semantic_katz_consensus
R_007405,J_000691,0.8717344999313354,15,0.0035525153244334055,7,50,semantic_katz_consensus
R_009077,J_000691,0.8871603608131409,4,0.0036134592620467253,5,50,semantic_katz_consensus
R_001899,J_000692,0.7970774173736572,50,0.0033533038882937495,17,50,semantic_katz_consensus
R_001134,J_000693,0.8738170862197876,12,0.002981221211121116,47,50,semantic_katz_consensus
R_001415,J_000693,0.8821275234222412,4,0.003059297332242446,38,50,semantic_katz_consensus
R_003741,J_000693,0.8502014875411987,27,0.0032684693401890848,21,50,semantic_katz_consensus
R_009440,J_000693,0.8597297668457031,20,0.003351311773932353,18,50,semantic_katz_consensus
R_003596,J_000694,0.8560627102851868,30,0.002824626260469932,30,50,semantic_katz_consensus
R_002655,J_000695,0.8730286955833435,22,0.003447744870869361,16,50,semantic_katz_consensus
R_000006,J_000696,0.725485622882843,48,0.0033692850887211655,14,50,semantic_katz_consensus
R_008008,J_000696,0.8512656688690186,12,0.003069257904049429,36,50,semantic_katz_consensus
R_008053,J_000696,0.8214370608329773,27,0.002853327469119457,48,50,semantic_katz_consensus
R_003876,J_000697,0.8348441123962402,42,0.0035334057884094127,13,50,semantic_katz_consensus
R_004969,J_000697,0.8489534854888916,16,0.0032879920609307713,22,50,semantic_katz_consensus
R_009636,J_000697,0.8278138041496277,49,0.003030227224411471,43,50,semantic_katz_consensus
R_002789,J_000698,0.8815178871154785,11,0.002449356200319063,46,50,semantic_katz_consensus
R_003049,J_000698,0.8686946630477905,34,0.002961270543816321,13,50,semantic_katz_consensus
R_006781,J_000698,0.8687455058097839,33,0.0032716271994764905,8,50,semantic_katz_consensus
R_009042,J_000698,0.8906198143959045,3,0.0036393567487448806,4,50,semantic_katz_consensus
R_009785,J_000698,0.8440799117088318,44,0.002788399302783343,21,50,semantic_katz_consensus
R_007460,J_000700,0.8631452918052673,47,0.0031146928733346855,33,50,semantic_katz_consensus
R_009889,J_000700,0.8798391222953796,21,0.003889566312536288,5,50,semantic_katz_consensus
R_000072,J_000701,0.8369734287261963,35,0.0027063241910938052,16,50,semantic_katz_consensus
R_000222,J_000701,0.8519769906997681,17,0.002821852062209391,12,50,semantic_katz_consensus
R_001845,J_000701,0.8335540294647217,40,0.002325048264167918,44,50,semantic_katz_consensus
R_002869,J_000701,0.8451364040374756,25,0.002401929116672411,32,50,semantic_katz_consensus
R_004714,J_000701,0.8296810388565063,43,0.0024270297576260078,29,50,semantic_katz_consensus
R_003353,J_000702,0.8694086670875549,8,0.002918285159146399,26,50,semantic_katz_consensus
R_004192,J_000702,0.8660444021224976,11,0.0026246622641219607,46,50,semantic_katz_consensus
R_000283,J_000703,0.8714731931686401,18,0.0043991196424906995,3,50,semantic_katz_consensus
R_001127,J_000703,0.8750525712966919,14,0.0030349935370334083,46,50,semantic_katz_consensus
R_001342,J_000703,0.8599568009376526,34,0.0032768362205069504,32,50,semantic_katz_consensus
R_002936,J_000703,0.8667977452278137,24,0.0035700606926591097,16,50,semantic_katz_consensus
R_008983,J_000703,0.8713263273239136,20,0.003927800146429688,9,50,semantic_katz_consensus
R_009405,J_000703,0.871471107006073,19,0.0034461511793802435,23,50,semantic_katz_consensus
R_003161,J_000704,0.8820657730102539,13,0.004821433125261355,3,50,semantic_katz_consensus
R_003798,J_000704,0.8730048537254333,29,0.003662893221900189,40,50,semantic_katz_consensus
R_003037,J_000705,0.8305953741073608,38,0.0034764460795188856,26,50,semantic_katz_consensus
R_008030,J_000705,0.8306354880332947,37,0.0033166932695802964,36,50,semantic_katz_consensus
R_006550,J_000706,0.8764564990997314,18,0.0029831985636370978,30,50,semantic_katz_consensus
R_005332,J_000707,0.8285273909568787,35,0.0038437772059149965,23,50,semantic_katz_consensus
R_007263,J_000707,0.8259972333908081,38,0.003880402586473864,19,50,semantic_katz_consensus
R_009350,J_000707,0.8209918141365051,43,0.0037513430995461967,33,50,semantic_katz_consensus
R_001022,J_000708,0.8972150087356567,3,0.003644167346903061,16,50,semantic_katz_consensus
R_001145,J_000708,0.8755683898925781,28,0.0034206816392451968,27,50,semantic_katz_consensus
R_006396,J_000708,0.8886820673942566,11,0.004007101059858686,7,50,semantic_katz_consensus
R_008704,J_000708,0.8889603614807129,10,0.0034608780638091634,25,50,semantic_katz_consensus
R_004910,J_000709,0.8180164694786072,40,0.0034991561832388067,43,50,semantic_katz_consensus
R_001135,J_000710,0.8549444675445557,4,0.0042297899217719915,7,50,semantic_katz_consensus
R_006782,J_000710,0.7659600973129272,39,0.0034971493070319955,28,50,semantic_katz_consensus
R_002242,J_000711,0.8842533230781555,16,0.0037983422366297407,14,50,semantic_katz_consensus
R_006396,J_000711,0.8121020793914795,35,0.0035218662869587274,24,50,semantic_katz_consensus
R_008585,J_000711,0.8037333488464355,42,0.0032011358747738813,47,50,semantic_katz_consensus
R_008834,J_000711,0.8866927623748779,12,0.003580818110210651,21,50,semantic_katz_consensus
R_000262,J_000712,0.8505864143371582,5,0.0036186535212317707,22,50,semantic_katz_consensus
R_005501,J_000712,0.8240063190460205,34,0.003489977695330968,30,50,semantic_katz_consensus
R_006246,J_000712,0.8025782108306885,46,0.004278013851163203,5,50,semantic_katz_consensus
R_009008,J_000713,0.7706507444381714,35,0.003145371434500192,30,50,semantic_katz_consensus
R_004023,J_000714,0.8876088857650757,6,0.0035963418403841298,41,50,semantic_katz_consensus
R_003890,J_000716,0.8926666378974915,12,0.003134200832230957,24,50,semantic_katz_consensus
R_000908,J_000717,0.7917386889457703,43,0.0035820133788274887,18,50,semantic_katz_consensus
R_004168,J_000717,0.8127305507659912,24,0.0047569033817975205,4,50,semantic_katz_consensus
R_004319,J_000717,0.8048713207244873,30,0.003509529939763483,22,50,semantic_katz_consensus
R_001333,J_000718,0.8286777138710022,45,0.003980775626597422,2,50,semantic_katz_consensus
R_007889,J_000721,0.8743172287940979,9,0.002794375645867533,43,50,semantic_katz_consensus
R_007329,J_000722,0.8844568729400635,32,0.004277615428290924,7,50,semantic_katz_consensus
R_006095,J_000723,0.834495484828949,13,0.0026402007561408536,49,50,semantic_katz_consensus
R_002638,J_000724,0.849943220615387,34,0.0032780314891237886,44,50,semantic_katz_consensus
R_003713,J_000724,0.8576315641403198,25,0.003346958646028109,37,50,semantic_katz_consensus
R_008839,J_000724,0.8512811064720154,30,0.0032589071912543814,48,50,semantic_katz_consensus
R_000875,J_000726,0.8922833800315857,9,0.0030413830648352916,35,50,semantic_katz_consensus
R_002249,J_000726,0.8760848641395569,27,0.004102294602642612,5,50,semantic_katz_consensus
R_004996,J_000726,0.8895242214202881,12,0.003880004163601585,9,50,semantic_katz_consensus
R_002140,J_000727,0.8765985369682312,6,0.002775635009024991,31,50,semantic_katz_consensus
R_006421,J_000727,0.8644710779190063,16,0.0028083056845518944,27,50,semantic_katz_consensus
R_008633,J_000727,0.8489950299263,32,0.0028465542802907084,23,50,semantic_katz_consensus
R_002089,J_000728,0.7953935265541077,50,0.004029427502551742,18,50,semantic_katz_consensus
R_006412,J_000728,0.8581787943840027,22,0.006350919484559975,1,50,semantic_katz_consensus
R_000611,J_000729,0.8606514930725098,23,0.004011070526736064,1,50,semantic_katz_consensus
R_004363,J_000729,0.8721415400505066,6,0.003716650785967067,9,50,semantic_katz_consensus
R_002994,J_000730,0.7239925265312195,43,0.0031218497231902983,39,50,semantic_katz_consensus
R_004474,J_000730,0.8508909344673157,13,0.00304257833345213,46,50,semantic_katz_consensus
R_002480,J_000731,0.8537901043891907,18,0.003697939672815354,19,50,semantic_katz_consensus
R_005781,J_000731,0.8458799123764038,28,0.003342177571560758,37,50,semantic_katz_consensus
R_009569,J_000731,0.8456019163131714,30,0.0033162800848626026,43,50,semantic_katz_consensus
R_003203,J_000732,0.8438058495521545,13,0.0032322128588116675,31,50,semantic_katz_consensus
R_005668,J_000732,0.8328967690467834,25,0.003324248542308189,24,50,semantic_katz_consensus
R_005372,J_000733,0.8519899249076843,29,0.0035330073655371334,31,50,semantic_katz_consensus
R_005389,J_000733,0.8556694388389587,21,0.003504320918733023,33,50,semantic_katz_consensus
R_006524,J_000733,0.8451723456382751,35,0.0033688719040034718,46,50,semantic_katz_consensus
R_002317,J_000734,0.8812881112098694,18,0.002972042723213277,41,50,semantic_katz_consensus
R_005881,J_000734,0.8470487594604492,50,0.002961683728534015,43,50,semantic_katz_consensus
R_008584,J_000734,0.8693954944610596,29,0.003376427176731364,14,50,semantic_katz_consensus
R_002395,J_000735,0.8553240895271301,12,0.003359324516914183,25,50,semantic_katz_consensus
R_005808,J_000735,0.8438188433647156,30,0.0036345904361229434,16,50,semantic_katz_consensus
R_002746,J_000736,0.8368643522262573,23,0.004909514103725912,13,50,semantic_katz_consensus
R_005014,J_000736,0.8232855796813965,37,0.004282396502758275,40,50,semantic_katz_consensus
R_007076,J_000736,0.8290435671806335,31,0.004153337015830608,48,50,semantic_katz_consensus
R_008311,J_000736,0.8763973712921143,8,0.0045457540213349,27,50,semantic_katz_consensus
R_008358,J_000736,0.8518617153167725,17,0.006610661673595257,1,50,semantic_katz_consensus
R_008902,J_000736,0.8135822415351868,48,0.004742530634704637,18,50,semantic_katz_consensus
R_001407,J_000737,0.8508306741714478,16,0.004096362545094666,9,50,semantic_katz_consensus
R_006671,J_000737,0.8473545908927917,21,0.0033119121951129447,37,50,semantic_katz_consensus
R_008352,J_000737,0.8127235174179077,37,0.0033700671726203096,33,50,semantic_katz_consensus
R_008783,J_000737,0.7914219498634338,49,0.004427024005395666,3,50,semantic_katz_consensus
R_002011,J_000738,0.8156151175498962,40,0.0047310206569447805,8,50,semantic_katz_consensus
R_006677,J_000738,0.8582218885421753,27,0.00452581811587552,9,50,semantic_katz_consensus
R_007250,J_000738,0.8599255084991455,26,0.005287927261318771,4,50,semantic_katz_consensus
R_009826,J_000738,0.8794260025024414,12,0.0038664873096349176,38,50,semantic_katz_consensus
R_009933,J_000738,0.8130000829696655,45,0.003702720747282706,49,50,semantic_katz_consensus
R_002554,J_000739,0.8488907814025879,18,0.004881181794257837,10,50,semantic_katz_consensus
R_004319,J_000739,0.8539350032806396,15,0.004487200620955256,22,50,semantic_katz_consensus
R_001973,J_000740,0.8404051661491394,48,0.0028955455317356492,23,50,semantic_katz_consensus
R_007504,J_000741,0.8294908404350281,47,0.003977632529155431,10,50,semantic_katz_consensus
R_008783,J_000741,0.8651481866836548,20,0.003263319366540283,30,50,semantic_katz_consensus
R_003630,J_000742,0.8682382106781006,10,0.002799555143207164,41,50,semantic_katz_consensus
R_009077,J_000742,0.8107874989509583,34,0.002894365024964226,35,50,semantic_katz_consensus
R_009405,J_000742,0.8077400922775269,36,0.003491556624974671,3,50,semantic_katz_consensus
R_002871,J_000743,0.8800757527351379,5,0.003119060763084343,15,50,semantic_katz_consensus
R_000084,J_000744,0.8465394973754883,21,0.0036636900676447477,34,50,semantic_katz_consensus
R_002746,J_000744,0.846963107585907,20,0.005536159472594197,2,50,semantic_katz_consensus
R_008358,J_000744,0.8672271966934204,10,0.005562868566882325,1,50,semantic_katz_consensus
R_003248,J_000745,0.74835205078125,46,0.0034198700316552238,33,50,semantic_katz_consensus
R_008475,J_000745,0.8092044591903687,37,0.003740585681994655,17,50,semantic_katz_consensus
R_002317,J_000746,0.8431901931762695,34,0.002299150777469763,38,50,semantic_katz_consensus
R_008639,J_000746,0.8679835796356201,9,0.0029393720476863735,6,50,semantic_katz_consensus
R_009716,J_000747,0.8151550889015198,40,0.0027804160834923428,47,50,semantic_katz_consensus
R_003931,J_000748,0.8865892291069031,12,0.00448280320751477,11,50,semantic_katz_consensus
R_004499,J_000748,0.8819181323051453,14,0.0039003384919332447,36,50,semantic_katz_consensus
R_005896,J_000748,0.8651401400566101,28,0.0042441479070194615,20,50,semantic_katz_consensus
R_007127,J_000749,0.8931631445884705,13,0.003024634542354146,32,50,semantic_katz_consensus
R_007772,J_000749,0.9002187848091125,6,0.003155700905488625,21,50,semantic_katz_consensus
R_003658,J_000750,0.8569555878639221,16,0.003089990655253368,47,50,semantic_katz_consensus
R_004920,J_000750,0.8536171317100525,18,0.003972039847098106,10,50,semantic_katz_consensus
R_004284,J_000751,0.8103139400482178,28,0.0038736146357997016,1,50,semantic_katz_consensus
R_002871,J_000752,0.7867830991744995,48,0.003217072789665054,29,50,semantic_katz_consensus
R_004908,J_000752,0.8777956962585449,8,0.0030537046501851214,35,50,semantic_katz_consensus
R_009173,J_000752,0.8504064083099365,37,0.0031401771753151466,33,50,semantic_katz_consensus
R_009376,J_000752,0.863611102104187,27,0.00343658903044554,18,50,semantic_katz_consensus
R_000283,J_000753,0.8818582892417908,18,0.002635832866391196,45,50,semantic_katz_consensus
R_002936,J_000753,0.902879536151886,3,0.004341731987037064,1,50,semantic_katz_consensus
R_008983,J_000753,0.8710333704948425,31,0.00332064797461226,7,50,semantic_katz_consensus
R_009405,J_000753,0.8663294911384583,33,0.002597967931679247,49,50,semantic_katz_consensus
R_001903,J_000755,0.8639728426933289,22,0.0037875848190781995,20,50,semantic_katz_consensus
R_006601,J_000755,0.8768697381019592,5,0.004901088176026388,3,50,semantic_katz_consensus
R_008864,J_000755,0.8547549843788147,33,0.0034529391300544064,34,50,semantic_katz_consensus
R_003725,J_000756,0.7968003749847412,50,0.0034262152739208632,33,50,semantic_katz_consensus
R_009022,J_000756,0.8584055304527283,30,0.0035672717325531543,28,50,semantic_katz_consensus
R_009406,J_000756,0.8115807175636292,39,0.0037190560850461577,21,50,semantic_katz_consensus
R_009476,J_000756,0.8655936121940613,12,0.003343771263049875,38,50,semantic_katz_consensus
R_009531,J_000756,0.8587086796760559,29,0.003758898372274089,19,50,semantic_katz_consensus
R_007823,J_000757,0.8632575869560242,23,0.003155332006307175,47,50,semantic_katz_consensus
R_008996,J_000757,0.7896791696548462,49,0.0036242314414436814,19,50,semantic_katz_consensus
R_003017,J_000758,0.9048402905464172,1,0.0037561094121681335,15,50,semantic_katz_consensus
R_006412,J_000758,0.8627399206161499,15,0.00597402620922916,1,50,semantic_katz_consensus
R_000477,J_000759,0.862237811088562,22,0.002801134072850867,44,50,semantic_katz_consensus
R_002797,J_000759,0.8525879979133606,31,0.003155346768152589,21,50,semantic_katz_consensus
R_000137,J_000760,0.8463156819343567,35,0.00287444388135026,37,50,semantic_katz_consensus
R_003107,J_000762,0.8844302296638489,7,0.00295572214729524,38,50,semantic_katz_consensus
R_005951,J_000762,0.8739338517189026,21,0.0032038953111890077,18,50,semantic_katz_consensus
R_001293,J_000763,0.8655114769935608,27,0.00325653141586612,23,50,semantic_katz_consensus
R_002429,J_000763,0.8034752607345581,49,0.003826217075843878,5,50,semantic_katz_consensus
R_004283,J_000763,0.8532782196998596,38,0.0036688400412935498,8,50,semantic_katz_consensus
R_006024,J_000763,0.8647751808166504,28,0.0035572816370553423,10,50,semantic_katz_consensus
R_000995,J_000764,0.8269199132919312,22,0.003624246203289096,23,50,semantic_katz_consensus
R_002671,J_000764,0.8398444652557373,17,0.004435361362022702,6,50,semantic_katz_consensus
R_002975,J_000764,0.8413296937942505,15,0.0038787941331393325,17,50,semantic_katz_consensus
R_008894,J_000764,0.8627506494522095,3,0.004093942484170161,13,50,semantic_katz_consensus
R_007153,J_000765,0.8739415407180786,18,0.0034453838573265142,10,50,semantic_katz_consensus
R_008111,J_000765,0.8747653365135193,16,0.0027469485622208805,43,50,semantic_katz_consensus
R_008687,J_000765,0.8440708518028259,43,0.003454901720724974,9,50,semantic_katz_consensus
R_002180,J_000767,0.8609393239021301,28,0.003617458252614933,15,50,semantic_katz_consensus
R_006266,J_000767,0.8822026252746582,8,0.003150919831021274,40,50,semantic_katz_consensus
R_009361,J_000767,0.8745883703231812,17,0.003191573725839178,36,50,semantic_katz_consensus
R_001247,J_000768,0.8002133369445801,47,0.0031880026818340785,44,50,semantic_katz_consensus
R_000947,J_000769,0.8514153957366943,9,0.0032672593097268325,36,50,semantic_katz_consensus
R_008008,J_000769,0.8717347383499146,1,0.003299531562381457,34,50,semantic_katz_consensus
R_008490,J_000769,0.8486772775650024,13,0.0033692555650303366,30,50,semantic_katz_consensus
R_000621,J_000770,0.850999116897583,37,0.003470853397461561,50,50,semantic_katz_consensus
R_002154,J_000770,0.8836318850517273,8,0.0036864001713646684,30,50,semantic_katz_consensus
R_004060,J_000770,0.8579041957855225,35,0.0035784423348223897,41,50,semantic_katz_consensus
R_006174,J_000770,0.8503074049949646,38,0.0037290166568531404,27,50,semantic_katz_consensus
R_005785,J_000771,0.8747879266738892,8,0.0035162736049014027,17,50,semantic_katz_consensus
R_006696,J_000771,0.8825069665908813,3,0.004238953647834416,3,50,semantic_katz_consensus
R_009325,J_000771,0.8764894604682922,6,0.0034234705993511517,21,50,semantic_katz_consensus
R_009892,J_000771,0.8554935455322266,25,0.003717477155402455,11,50,semantic_katz_consensus
R_000547,J_000773,0.8799537420272827,13,0.0026150853533418424,48,50,semantic_katz_consensus
R_006283,J_000773,0.8934636116027832,2,0.0029943544040609187,26,50,semantic_katz_consensus
R_000207,J_000774,0.8794794082641602,3,0.003390416262797383,26,50,semantic_katz_consensus
R_005031,J_000775,0.8172606825828552,36,0.0033573176407073716,44,50,semantic_katz_consensus
R_008374,J_000775,0.8223453164100647,32,0.0038222476089664996,22,50,semantic_katz_consensus
R_000238,J_000776,0.8808140754699707,14,0.0027828361444168473,20,50,semantic_katz_consensus
R_001403,J_000776,0.8047399520874023,48,0.0024286382109605393,40,50,semantic_katz_consensus
R_005101,J_000777,0.8853182792663574,17,0.003736999876144141,44,50,semantic_katz_consensus
R_002655,J_000778,0.9003978371620178,3,0.004036982775279634,30,50,semantic_katz_consensus
R_009850,J_000778,0.8935580849647522,5,0.004579988864660092,9,50,semantic_katz_consensus
R_000006,J_000779,0.7885507345199585,47,0.004316277208747431,9,50,semantic_katz_consensus
R_006158,J_000780,0.828427791595459,28,0.0030836011274514843,41,50,semantic_katz_consensus
R_007422,J_000780,0.8444420099258423,19,0.0033879962018728785,20,50,semantic_katz_consensus
R_008838,J_000780,0.8045915961265564,36,0.00329436682688724,26,50,semantic_katz_consensus
R_004713,J_000781,0.846121609210968,19,0.00412342577671883,12,50,semantic_katz_consensus
R_008677,J_000781,0.7883965969085693,45,0.0036824159426418757,41,50,semantic_katz_consensus
R_008498,J_000782,0.825864851474762,40,0.0047341932780776,6,50,semantic_katz_consensus
R_000908,J_000783,0.7947993278503418,47,0.0033983551965521405,33,50,semantic_katz_consensus
R_004168,J_000783,0.7937015295028687,49,0.0036147135780452214,24,50,semantic_katz_consensus
R_004319,J_000783,0.8052790760993958,32,0.0042071093417429,9,50,semantic_katz_consensus
R_004793,J_000783,0.8392386436462402,18,0.0032142838295590986,46,50,semantic_katz_consensus
R_009194,J_000783,0.835023820400238,20,0.0035449452898600985,28,50,semantic_katz_consensus
R_002730,J_000784,0.8683308362960815,35,0.0035334057884094127,39,50,semantic_katz_consensus
R_004284,J_000785,0.8348426818847656,23,0.003178042110027096,37,50,semantic_katz_consensus
R_005239,J_000785,0.8272753953933716,34,0.0032521340024256333,35,50,semantic_katz_consensus
R_000061,J_000786,0.8861697316169739,9,0.002937778356197256,43,50,semantic_katz_consensus
R_007701,J_000787,0.8447717428207397,42,0.0033995504651689783,35,50,semantic_katz_consensus
R_002782,J_000788,0.8251539468765259,48,0.0039852025637287375,46,50,semantic_katz_consensus
R_004613,J_000788,0.8890257477760315,11,0.004570028292853109,13,50,semantic_katz_consensus
R_004767,J_000788,0.8863838315010071,16,0.004854531747351367,8,50,semantic_katz_consensus
