node_id,node_type,degree,bipartite_degree_centrality,pagerank,betweenness_approx,role,job_title,seniority,industry
R_000763,CV,5,0.002,4.195797673653901e-05,3.317008963805126e-06,Product Manager,,Junior,Gaming
R_000764,CV,5,0.002,3.7284149248697335e-05,4.4620299827519536e-08,Customer Success Associate,,Mid,SaaS
R_000765,CV,6,0.0024,4.283139209388596e-05,4.3571791739491175e-06,Financial Analyst,,Junior,E-commerce
R_000766,CV,3,0.0012,2.900234023834877e-05,3.002668360640774e-08,Performance Marketer,,Mid,EdTech
R_000767,CV,3,0.0012,2.945690110632909e-05,1.8742919189205103e-08,Technical Product Manager,,Senior,Retail
R_000768,CV,3,0.0012,2.7526622008895474e-05,1.6731770275088054e-06,Financial Analyst,,Senior,EdTech
R_000769,CV,7,0.0028,5.024260653970603e-05,4.460954125419978e-06,Account Executive,,Senior,SaaS
R_000770,CV,10,0.004,6.24666579582148e-05,1.181651877902408e-06,FP&A Analyst,,Junior,EdTech
R_000771,CV,11,0.0044,6.875489273977808e-05,2.2918938268051115e-06,Junior Accountant,,Junior,Gaming
R_000772,CV,5,0.002,4.1353182538507755e-05,3.7185926190393293e-06,Marketing Manager,,Senior,EdTech
R_000773,CV,10,0.004,6.868948759656378e-05,3.63977066017072e-06,Content Marketer,,Mid,Travel
R_000774,CV,3,0.0012,2.9679321400798118e-05,5.132804234530182e-08,Associate Product Manager,,Junior,Cybersecurity
R_000775,CV,5,0.002,3.7919076316928214e-05,3.9560086302810024e-07,FP&A Analyst,,Junior,Travel
R_000776,CV,16,0.0064,0.00010191981015009386,6.863631989841253e-06,Marketing Manager,,Mid,E-commerce
R_000777,CV,4,0.0016,3.4124285323404735e-05,4.396730183188401e-06,Full Stack Engineer,,Senior,Retail
R_000778,CV,5,0.002,3.9605907425115264e-05,1.3871148599941808e-06,Backend Engineer,,Senior,E-commerce
R_000779,CV,3,0.0012,2.756394018242801e-05,2.7980384308317812e-08,Technical Support Specialist,,Mid,SaaS
R_000780,CV,7,0.0028,5.340290844067151e-05,5.577796322796876e-06,Associate Product Manager,,Junior,Cybersecurity
R_000781,CV,6,0.0024,4.583911810820969e-05,3.874752239945505e-06,Content Marketer,,Junior,EdTech
R_000782,CV,10,0.004,6.53559286067667e-05,1.7518430676600808e-05,Account Executive,,Mid,EdTech
R_000783,CV,5,0.002,3.9827258447023036e-05,2.2166105666956356e-06,Marketing Manager,,Senior,Travel
R_000784,CV,15,0.006,8.922425972370843e-05,4.168152768752338e-06,Financial Analyst,,Mid,Gaming
R_000785,CV,7,0.0028,4.961504072662585e-05,8.49443436259079e-06,Business Analyst,,Senior,Logistics
R_000786,CV,17,0.0068,0.00010400596708531692,2.7760858153636204e-05,Business Analyst,,Junior,Travel
R_000787,CV,7,0.0028,4.892702959736239e-05,4.444764745423593e-06,Project Manager,,Mid,Cybersecurity
R_000788,CV,7,0.0028,5.0538008703798895e-05,3.078499415856516e-06,Software Engineer,,Mid,SaaS
R_000789,CV,5,0.002,3.7486210683584524e-05,3.11169578056422e-07,FP&A Analyst,,Junior,E-commerce
R_000790,CV,6,0.0024,4.2538649784445385e-05,5.042645369459166e-06,FP&A Analyst,,Junior,E-commerce
R_000791,CV,4,0.0016,3.564019740203887e-05,2.9025015906163556e-06,Associate Product Manager,,Junior,Logistics
R_000792,CV,6,0.0024,4.4378564300777324e-05,2.4351405553789915e-07,Sales Representative,,Mid,Cybersecurity
R_000793,CV,7,0.0028,5.0208113370007146e-05,6.599710279937995e-06,Account Executive,,Senior,Retail
R_000794,CV,14,0.0056,9.130373281888977e-05,5.339475305823795e-05,Performance Marketer,,Junior,SaaS
R_000795,CV,6,0.0024,4.3959806829915464e-05,9.896912417465678e-06,Data Analyst,,Junior,Cybersecurity
R_000796,CV,9,0.0036,6.277901601020632e-05,6.943443822426266e-06,Performance Marketer,,Mid,EdTech
R_000797,CV,9,0.0036,6.144829965557818e-05,4.4751482067983975e-06,Backend Engineer,,Junior,EdTech
R_000798,CV,10,0.004,6.401794486773456e-05,1.9145653628384335e-05,Project Manager,,Mid,EdTech
R_000799,CV,5,0.002,3.9263473914879216e-05,6.91090271799626e-06,Software Engineer,,Senior,FinTech
R_000800,CV,12,0.0048,8.15619918393539e-05,9.493700904935454e-06,Associate Product Manager,,Mid,Cybersecurity
R_000801,CV,10,0.004,6.279630784032527e-05,2.0244470637905693e-05,Customer Support Specialist,,Senior,EdTech
R_000802,CV,3,0.0012,2.8900715873797163e-05,8.581739065596455e-08,Content Marketer,,Mid,E-commerce
R_000803,CV,8,0.0032,5.601196073459944e-05,1.0031179004086764e-05,Software Engineer,,Senior,Travel
R_000804,CV,3,0.0012,2.8414511959559093e-05,7.890632218992158e-08,Sales Representative,,Senior,Retail
R_000805,CV,4,0.0016,3.553596482790036e-05,2.0619806490500214e-06,Associate Product Manager,,Junior,Retail
R_000806,CV,6,0.0024,4.271818259278724e-05,2.482875944437062e-07,Customer Support Specialist,,Mid,E-commerce
R_000807,CV,10,0.004,6.384333165987923e-05,4.37646058387063e-07,Operations Manager,,Mid,SaaS
R_000808,CV,10,0.004,7.027419401713965e-05,7.941960437489625e-07,Product Manager,,Senior,Logistics
R_000809,CV,10,0.004,7.093172509322678e-05,2.8894529049553286e-05,Technical Product Manager,,Mid,FinTech
R_000810,CV,6,0.0024,4.439931239892322e-05,2.579192690515613e-06,Sales Representative,,Junior,Retail
R_000811,CV,11,0.0044,7.435535565383046e-05,8.325393712890228e-07,Marketing Manager,,Junior,E-commerce
R_000812,CV,5,0.002,3.784612244352787e-05,3.798505347607977e-07,Financial Analyst,,Mid,Retail
R_000813,CV,10,0.004,6.730379266920735e-05,5.953300191545939e-06,Full Stack Engineer,,Senior,SaaS
R_000814,CV,11,0.0044,7.072197333719424e-05,1.8555972719575485e-05,BI Analyst,,Junior,Retail
R_000815,CV,7,0.0028,4.871638015424112e-05,1.3136333911013715e-05,Financial Analyst,,Junior,FinTech
R_000816,CV,9,0.0036,5.723106329508021e-05,1.6365170724268463e-05,Customer Support Specialist,,Senior,Healthcare
R_000817,CV,3,0.0012,2.7531602267511963e-05,8.50664957173872e-08,FP&A Analyst,,Senior,Logistics
R_000818,CV,14,0.0056,8.504726223488553e-05,0.00011604535669410767,Program Coordinator,,Senior,Healthcare
R_000819,CV,13,0.0052,7.876462337233303e-05,0.00010869322160289754,Financial Analyst,,Senior,Retail
R_000820,CV,6,0.0024,4.5721765613015285e-05,1.1506824348052425e-05,Content Marketer,,Junior,Healthcare
R_000821,CV,5,0.002,3.780857027763325e-05,1.9214338281998135e-07,Customer Support Specialist,,Junior,FinTech
R_000822,CV,5,0.002,3.728104921438923e-05,1.4251749291897383e-06,Customer Success Associate,,Mid,SaaS
R_000823,CV,4,0.0016,3.453310860644618e-05,5.925416467620667e-06,Software Engineer,,Mid,Cybersecurity
R_000824,CV,3,0.0012,2.9879907706173e-05,6.876334065212453e-08,Associate Product Manager,,Mid,SaaS
R_000825,CV,8,0.0032,5.284106519979067e-05,1.0139846901427213e-06,Financial Analyst,,Junior,Healthcare
R_000826,CV,2,0.0008,2.342386057446922e-05,5.195636496644658e-09,BI Analyst,,Junior,E-commerce
R_000827,CV,3,0.0012,2.9927913889133985e-05,1.9728319409906997e-06,Associate Product Manager,,Senior,FinTech
R_000828,CV,1,0.0004,1.7533404101894846e-05,0.0,Sales Representative,,Mid,EdTech
R_000829,CV,8,0.0032,5.270704440846545e-05,9.035148176149458e-07,Junior Accountant,,Junior,Cybersecurity
R_000830,CV,12,0.0048,7.448858898820284e-05,0.0001741761059294691,Junior Accountant,,Mid,SaaS
R_000831,CV,5,0.002,3.962904313977861e-05,1.9559990196631992e-05,Backend Engineer,,Mid,Gaming
R_000832,CV,5,0.002,3.954098012831372e-05,1.7214833366581631e-07,Full Stack Engineer,,Junior,FinTech
R_000833,CV,5,0.002,3.807169198248452e-05,5.8555868083532945e-05,FP&A Analyst,,Senior,FinTech
R_000834,CV,10,0.004,6.559621318387055e-05,7.13006876871546e-05,Sales Representative,,Junior,Logistics
R_000835,CV,13,0.0052,8.35418225243654e-05,4.4659849529530477e-05,Full Stack Engineer,,Junior,Healthcare
R_000836,CV,10,0.004,6.762892198750256e-05,3.655396273284913e-06,Content Marketer,,Senior,SaaS
R_000837,CV,6,0.0024,4.7004524203721106e-05,1.2401630325150379e-05,Technical Product Manager,,Senior,Travel
R_000838,CV,5,0.002,3.753040766240873e-05,1.2376458894883475e-07,Technical Support Specialist,,Junior,Cybersecurity
R_000839,CV,9,0.0036,5.9820470497675176e-05,1.5310796033539562e-05,Account Executive,,Senior,Retail
R_000840,CV,5,0.002,3.9276877794899086e-05,6.551810802505947e-06,Data Analyst,,Junior,Retail
R_000841,CV,11,0.0044,7.10956108630144e-05,2.534362628552351e-05,Account Executive,,Senior,SaaS
R_000842,CV,4,0.0016,3.4042440456385805e-05,5.590458855767619e-06,Software Engineer,,Junior,EdTech
R_000843,CV,5,0.002,3.746170913305574e-05,1.8577578207904657e-05,Financial Analyst,,Mid,Logistics
R_000844,CV,4,0.0016,3.243231210920554e-05,1.436281154756271e-07,Junior Accountant,,Junior,EdTech
R_000845,CV,10,0.004,7.070688426414667e-05,5.400545026100557e-07,Product Manager,,Junior,Retail
R_000846,CV,8,0.0032,5.30495527538795e-05,1.3695110104207508e-05,Technical Support Specialist,,Junior,Healthcare
R_000847,CV,4,0.0016,3.2638028101530375e-05,9.841488860583349e-08,Technical Support Specialist,,Mid,Logistics
R_000848,CV,3,0.0012,3.0327180714666263e-05,5.643867736805717e-08,Technical Product Manager,,Mid,Cybersecurity
R_000849,CV,3,0.0012,2.7512460513260843e-05,1.2951233545730102e-07,Financial Analyst,,Senior,Travel
R_000850,CV,3,0.0012,2.9100047937866163e-05,4.800578441546938e-08,Marketing Manager,,Senior,Travel
R_000851,CV,1,0.0004,1.8304211517210037e-05,0.0,Associate Product Manager,,Senior,Cybersecurity
R_000852,CV,3,0.0012,2.7694701341103807e-05,1.08606288224682e-07,Junior Accountant,,Junior,FinTech
R_000853,CV,5,0.002,3.810215863294696e-05,3.2553555334403302e-06,Financial Analyst,,Junior,FinTech
R_000854,CV,10,0.004,6.951182846428852e-05,1.7052452276897102e-05,Associate Product Manager,,Senior,Travel
R_000855,CV,9,0.0036,5.726403064517281e-05,4.3480378891837214e-05,Technical Support Specialist,,Junior,Travel
R_000856,CV,6,0.0024,4.254620575431156e-05,2.7344650028427045e-05,Financial Analyst,,Senior,Retail
R_000857,CV,4,0.0016,3.422605068362087e-05,4.6778030792506253e-08,Content Marketer,,Senior,Retail
R_000858,CV,11,0.0044,7.095135665920989e-05,1.341264877039622e-05,BI Analyst,,Mid,SaaS
R_000859,CV,2,0.0008,2.2400633852674177e-05,3.898921291107783e-08,Junior Accountant,,Junior,Retail
R_000860,CV,8,0.0032,5.286779967799131e-05,2.371193199497786e-05,Customer Success Associate,,Junior,Retail
R_000861,CV,4,0.0016,3.424378690209432e-05,7.888177253280138e-08,Marketing Manager,,Senior,SaaS
R_000862,CV,3,0.0012,2.8898334604552304e-05,3.849312880093065e-08,Full Stack Engineer,,Senior,Retail
R_000863,CV,11,0.0044,7.14940680144616e-05,3.848397574694113e-05,Business Development Manager,,Junior,Cybersecurity
R_000864,CV,7,0.0028,4.779907189681419e-05,8.775317086307393e-07,Junior Accountant,,Mid,Healthcare
R_000865,CV,4,0.0016,3.3863903688394174e-05,4.491116278051314e-06,Sales Representative,,Junior,EdTech
R_000866,CV,12,0.0048,7.373767116687121e-05,1.3660241584633945e-05,Financial Analyst,,Senior,Travel
R_000867,CV,4,0.0016,3.3838692569813677e-05,1.4592812066486237e-06,Sales Representative,,Junior,Logistics
R_000868,CV,6,0.0024,4.31656978152765e-05,6.222547929434054e-05,FP&A Analyst,,Mid,Travel
R_000869,CV,3,0.0012,2.8142957508881085e-05,5.965061179100797e-08,Account Executive,,Senior,E-commerce
R_000870,CV,9,0.0036,5.802785720421319e-05,1.18941356773698e-06,FP&A Analyst,,Junior,Travel
R_000871,CV,7,0.0028,4.736825361038409e-05,8.221567121285202e-06,Technical Support Specialist,,Senior,E-commerce
R_000872,CV,2,0.0008,2.2551100186571226e-05,3.246348034067063e-08,Operations Manager,,Junior,Gaming
R_000873,CV,9,0.0036,6.010066868586934e-05,2.192991870136954e-05,Business Development Manager,,Mid,EdTech
R_000874,CV,15,0.006,8.837782837606677e-05,4.3252915961321844e-05,Technical Support Specialist,,Junior,E-commerce
R_000875,CV,14,0.0056,9.358847146345823e-05,2.3378814261227582e-05,Associate Product Manager,,Mid,SaaS
R_000876,CV,6,0.0024,4.405173551286936e-05,2.007707499609351e-06,Data Analyst,,Junior,EdTech
R_000877,CV,16,0.0064,0.00010042153572883001,5.8423905363176274e-05,Backend Engineer,,Mid,Travel
R_000878,CV,9,0.0036,5.8101784563793745e-05,1.3367992483192375e-06,FP&A Analyst,,Senior,SaaS
R_000879,CV,7,0.0028,5.317910029219193e-05,1.1120720350888211e-05,Technical Product Manager,,Mid,E-commerce
R_000880,CV,5,0.002,4.141768875507034e-05,4.021311983778003e-06,Associate Product Manager,,Junior,Travel
R_000881,CV,0,0.0,1.2023710757614017e-05,0.0,Junior Accountant,,Mid,E-commerce
R_000882,CV,9,0.0036,6.219761081892878e-05,5.647637112266037e-06,Content Marketer,,Mid,Logistics
R_000883,CV,4,0.0016,3.4102569603313585e-05,2.2819601417474787e-06,Account Executive,,Senior,Logistics
R_000884,CV,10,0.004,6.830714664973518e-05,3.4219861425547324e-06,Marketing Manager,,Mid,EdTech
R_000885,CV,5,0.002,3.9914233406895744e-05,9.728779768366717e-06,Backend Engineer,,Senior,Healthcare
R_000886,CV,5,0.002,4.049385495860076e-05,1.0328622744249204e-07,Content Marketer,,Junior,E-commerce
R_000887,CV,10,0.004,6.41106215262655e-05,7.589963623250813e-07,Operations Manager,,Junior,FinTech
R_000888,CV,4,0.0016,3.572773126533802e-05,6.812300407943031e-08,Technical Product Manager,,Senior,Travel
R_000889,CV,4,0.0016,3.307605542563106e-05,2.76005146871817e-06,Program Coordinator,,Mid,Healthcare
R_000890,CV,9,0.0036,6.457400819208832e-05,4.1294462132427267e-07,Associate Product Manager,,Senior,E-commerce
R_000891,CV,6,0.0024,4.675617387786676e-05,3.0699592049356526e-06,Product Manager,,Mid,Logistics
R_000892,CV,4,0.0016,3.609522947793268e-05,7.896827067859447e-08,Product Manager,,Senior,Logistics
R_000893,CV,13,0.0052,7.931300794060228e-05,1.3484372890932641e-05,FP&A Analyst,,Junior,SaaS
R_000894,CV,6,0.0024,4.4374217287061694e-05,6.255744147944914e-06,Sales Representative,,Junior,FinTech
R_000895,CV,7,0.0028,4.790535032980528e-05,3.749191962216945e-06,Technical Support Specialist,,Senior,FinTech
R_000896,CV,9,0.0036,5.809498505652073e-05,7.2546585660608305e-06,Operations Manager,,Mid,E-commerce
R_000897,CV,8,0.0032,5.558729269469199e-05,2.9857826788414755e-06,Data Analyst,,Senior,EdTech
R_000898,CV,7,0.0028,5.1971871011448806e-05,3.9491870122639866e-05,Content Marketer,,Senior,SaaS
R_000899,CV,3,0.0012,2.9818850661208586e-05,4.31553413229025e-06,Product Manager,,Junior,EdTech
R_000900,CV,14,0.0056,8.750833318795505e-05,2.106840594267754e-05,Sales Representative,,Junior,Logistics
R_000901,CV,6,0.0024,4.343488071063959e-05,3.202394424173155e-06,Customer Support Specialist,,Senior,Retail
R_000902,CV,5,0.002,3.740911272681083e-05,4.643108350636054e-06,FP&A Analyst,,Junior,EdTech
R_000903,CV,4,0.0016,3.354656562650129e-05,4.879559859125494e-06,Business Development Manager,,Mid,SaaS
R_000904,CV,9,0.0036,5.818734851367763e-05,1.259515115272158e-06,Junior Accountant,,Mid,Travel
R_000905,CV,11,0.0044,7.610411354188456e-05,7.679055687983534e-07,Technical Product Manager,,Junior,EdTech
R_000906,CV,1,0.0004,1.8274471270534066e-05,0.0,Associate Product Manager,,Senior,Healthcare
R_000907,CV,5,0.002,3.879890041698494e-05,3.0200433071930824e-06,Account Executive,,Junior,EdTech
R_000908,CV,15,0.006,8.994091790435773e-05,6.973732935111994e-05,Program Coordinator,,Junior,Retail
R_000909,CV,17,0.0068,9.906469723210209e-05,1.827585101794425e-05,Financial Analyst,,Junior,Gaming
R_000910,CV,8,0.0032,5.3903911206144584e-05,1.3506894488969003e-05,Program Coordinator,,Mid,Gaming
R_000911,CV,10,0.004,6.255296183401933e-05,2.210293699632373e-05,Technical Support Specialist,,Mid,Retail
R_000912,CV,5,0.002,3.8634233611011086e-05,2.0364926218457783e-05,Business Analyst,,Mid,E-commerce
R_000913,CV,7,0.0028,4.7420852386281346e-05,6.728445971517631e-07,Financial Analyst,,Senior,EdTech
R_000914,CV,10,0.004,6.646695792928233e-05,4.2061818763545404e-06,BI Analyst,,Senior,Travel
R_000915,CV,13,0.0052,7.934373028109793e-05,3.432212286035321e-05,Operations Manager,,Mid,SaaS
R_000916,CV,7,0.0028,4.901108454232196e-05,3.0814050423999724e-07,Program Coordinator,,Mid,EdTech
R_000917,CV,4,0.0016,3.3791589286547905e-05,1.4661406476743557e-06,Data Analyst,,Mid,Gaming
R_000918,CV,13,0.0052,8.510156377188418e-05,4.366263555107304e-05,Performance Marketer,,Senior,Gaming
R_000919,CV,4,0.0016,3.317362256262926e-05,2.8712686725110304e-07,Junior Accountant,,Junior,SaaS
R_000920,CV,5,0.002,4.142016639938017e-05,2.1394705421345597e-05,Associate Product Manager,,Senior,Travel
R_000921,CV,13,0.0052,7.858545265025381e-05,1.6013422057700174e-05,Technical Support Specialist,,Senior,SaaS
R_000922,CV,6,0.0024,4.3923970222059316e-05,5.932925695221075e-06,Business Development Manager,,Mid,Retail
R_000923,CV,10,0.004,6.648691742341488e-05,1.9641519323012562e-05,Full Stack Engineer,,Mid,Retail
R_000924,CV,4,0.0016,3.4008412533645526e-05,1.8468234670386191e-06,Account Executive,,Senior,FinTech
R_000925,CV,4,0.0016,3.389678236901451e-05,5.349867030533213e-06,Full Stack Engineer,,Mid,EdTech
R_000926,CV,4,0.0016,3.389464438224748e-05,1.0464860863513496e-07,Data Analyst,,Mid,Retail
R_000927,CV,6,0.0024,4.469861937376864e-05,2.8194731047807117e-06,Sales Representative,,Mid,FinTech
R_000928,CV,2,0.0008,2.379004522559309e-05,1.657250532143655e-08,Product Manager,,Senior,Cybersecurity
R_000929,CV,6,0.0024,4.469693320049161e-05,1.2364323242100593e-05,Data Analyst,,Mid,E-commerce
R_000930,CV,8,0.0032,5.488481130613487e-05,4.744574573141196e-06,Business Analyst,,Junior,Retail
R_000931,CV,8,0.0032,5.6383198342919175e-05,9.02104278405813e-06,Full Stack Engineer,,Mid,SaaS
R_000932,CV,9,0.0036,6.009867714662275e-05,2.001035823160533e-05,Business Development Manager,,Junior,E-commerce
R_000933,CV,6,0.0024,4.445635505967137e-05,2.478085618391554e-06,Business Analyst,,Senior,Healthcare
R_000934,CV,1,0.0004,1.730492181754461e-05,0.0,Technical Support Specialist,,Mid,EdTech
R_000935,CV,6,0.0024,4.656176807471541e-05,2.8867098870272916e-06,Marketing Manager,,Junior,FinTech
R_000936,CV,10,0.004,6.310842472886709e-05,1.5154315183015858e-06,FP&A Analyst,,Junior,Healthcare
R_000937,CV,2,0.0008,2.3426951348477314e-05,9.041850736521885e-09,Performance Marketer,,Junior,Retail
R_000938,CV,8,0.0032,5.587801747427673e-05,1.2396930003522099e-05,BI Analyst,,Mid,FinTech
R_000939,CV,8,0.0032,5.358946252864195e-05,7.26164528218521e-06,Customer Support Specialist,,Senior,Cybersecurity
R_000940,CV,6,0.0024,4.391106496031161e-05,2.5346704792800746e-06,Business Development Manager,,Junior,FinTech
R_000941,CV,7,0.0028,4.7533877052917787e-05,3.848312236647003e-06,Customer Success Associate,,Senior,Retail
R_000942,CV,6,0.0024,4.2883092733335255e-05,5.51098318363525e-06,Junior Accountant,,Senior,FinTech
R_000943,CV,10,0.004,6.775302242906522e-05,2.598246664626855e-05,Full Stack Engineer,,Mid,EdTech
R_000944,CV,5,0.002,3.810165533693224e-05,9.639729733951981e-08,Project Manager,,Senior,Travel
R_000945,CV,4,0.0016,3.425135782599112e-05,4.971481232853026e-06,Sales Representative,,Mid,Logistics
R_000946,CV,6,0.0024,4.520523671825896e-05,1.755850292729091e-06,Marketing Manager,,Junior,EdTech
R_000947,CV,12,0.0048,7.68889215350537e-05,6.459643096324165e-05,Sales Representative,,Junior,Gaming
R_000948,CV,3,0.0012,2.843078307004419e-05,5.668898525074153e-06,BI Analyst,,Senior,SaaS
R_000949,CV,9,0.0036,5.850355987809062e-05,1.49243822931186e-06,Junior Accountant,,Junior,E-commerce
R_000950,CV,5,0.002,4.077926986792923e-05,1.0046542667715775e-05,Content Marketer,,Senior,Travel
R_000951,CV,10,0.004,6.286529228067863e-05,1.665334686857556e-05,Junior Accountant,,Senior,E-commerce
R_000952,CV,13,0.0052,8.168470261434907e-05,2.1996512181446558e-05,BI Analyst,,Mid,Gaming
R_000953,CV,4,0.0016,3.2615662649039744e-05,3.463231085392191e-06,Project Manager,,Mid,Healthcare
R_000954,CV,13,0.0052,8.187985082618317e-05,4.4693664503998776e-05,Sales Representative,,Mid,Healthcare
R_000955,CV,11,0.0044,6.816821673915084e-05,1.3710486809701692e-05,Customer Support Specialist,,Mid,Cybersecurity
R_000956,CV,8,0.0032,5.5516851391114864e-05,6.159564088566613e-06,Full Stack Engineer,,Junior,Logistics
R_000957,CV,9,0.0036,5.764816979747892e-05,4.057240900854466e-05,FP&A Analyst,,Junior,Cybersecurity
R_000958,CV,7,0.0028,5.0721610823026746e-05,1.2123220013403086e-05,Backend Engineer,,Senior,Logistics
R_000959,CV,5,0.002,4.052800366228031e-05,5.669614597338864e-06,Performance Marketer,,Mid,Healthcare
R_000960,CV,4,0.0016,3.363179049855155e-05,5.452081604159043e-06,Software Engineer,,Senior,Gaming
R_000961,CV,6,0.0024,4.695127922039991e-05,5.732123256912238e-06,Product Manager,,Senior,FinTech
R_000962,CV,7,0.0028,5.2383337053762826e-05,1.4109754485064021e-05,Marketing Manager,,Mid,FinTech
R_000963,CV,5,0.002,3.6990617398965574e-05,2.508781674432796e-06,Customer Support Specialist,,Mid,Travel
R_000964,CV,9,0.0036,5.742430326363003e-05,7.879549313620737e-06,Junior Accountant,,Mid,Gaming
R_000965,CV,7,0.0028,5.303150779290939e-05,1.506363650461055e-05,Associate Product Manager,,Mid,E-commerce
R_000966,CV,15,0.006,9.419526452360368e-05,1.4378152283446512e-05,Backend Engineer,,Mid,Logistics
R_000967,CV,6,0.0024,4.426458453408669e-05,4.347135390895975e-06,Sales Representative,,Junior,EdTech
R_000968,CV,8,0.0032,5.549384969231162e-05,3.5133838846443724e-06,Backend Engineer,,Junior,Healthcare
R_000969,CV,4,0.0016,3.432878263135466e-05,1.339028527718749e-06,Backend Engineer,,Junior,Gaming
R_000970,CV,9,0.0036,5.787918165360043e-05,2.396425023091234e-05,Technical Support Specialist,,Mid,Gaming
R_000971,CV,11,0.0044,7.178210946802367e-05,3.00264576439214e-05,Full Stack Engineer,,Senior,Cybersecurity
R_000972,CV,13,0.0052,8.296934891611577e-05,1.7242860788240002e-05,BI Analyst,,Junior,Retail
R_000973,CV,4,0.0016,3.424215678685145e-05,6.525998981488128e-06,Full Stack Engineer,,Mid,Cybersecurity
R_000974,CV,10,0.004,6.652613633509234e-05,5.688865159825545e-07,Full Stack Engineer,,Junior,Gaming
R_000975,CV,10,0.004,6.880425045316946e-05,5.160579194354075e-07,Performance Marketer,,Senior,Healthcare
R_000976,CV,8,0.0032,5.8779664795164624e-05,4.81657062345138e-07,Technical Product Manager,,Mid,Healthcare
R_000977,CV,8,0.0032,5.460519877195803e-05,6.781210405623721e-06,Sales Representative,,Mid,Cybersecurity
R_000978,CV,13,0.0052,7.759260340307459e-05,1.2758709717492748e-05,Financial Analyst,,Senior,Healthcare
R_000979,CV,3,0.0012,2.819979758227403e-05,3.93381631925982e-08,Data Analyst,,Junior,Gaming
R_000980,CV,8,0.0032,5.5342546664021254e-05,2.5028457884229798e-05,Full Stack Engineer,,Mid,Logistics
R_000981,CV,4,0.0016,3.373913586541475e-05,4.0265538229083366e-08,Data Analyst,,Mid,EdTech
R_000982,CV,7,0.0028,4.9588482871221185e-05,1.1867191122281568e-05,Data Analyst,,Senior,Healthcare
R_000983,CV,10,0.004,6.62821920576958e-05,4.635845110614775e-05,Business Analyst,,Senior,E-commerce
R_000984,CV,6,0.0024,4.460908106829812e-05,2.1580558168247725e-06,Software Engineer,,Mid,E-commerce
R_000985,CV,2,0.0008,2.2419795170908556e-05,2.2890309271221496e-08,Financial Analyst,,Junior,SaaS
R_000986,CV,7,0.0028,5.16305303658448e-05,4.211829844518729e-05,Software Engineer,,Junior,Logistics
R_000987,CV,9,0.0036,6.091043089505322e-05,4.461103135305171e-06,Software Engineer,,Mid,Logistics
R_000988,CV,4,0.0016,3.545458738290007e-05,2.4697524104282247e-06,Technical Product Manager,,Senior,Logistics
R_000989,CV,6,0.0024,4.7272940993708854e-05,5.7866990730674225e-06,Technical Product Manager,,Senior,Retail
R_000990,CV,9,0.0036,5.793870938172351e-05,1.0151647073859493e-06,Financial Analyst,,Mid,E-commerce
R_000991,CV,5,0.002,3.788050119625427e-05,3.6664359066659503e-07,FP&A Analyst,,Senior,EdTech
R_000992,CV,6,0.0024,4.236219299746513e-05,3.83927926268554e-06,Customer Success Associate,,Mid,Travel
R_000993,CV,4,0.0016,3.553904626723511e-05,1.852780892103823e-06,Product Manager,,Mid,Gaming
R_000994,CV,7,0.0028,5.2156227293171494e-05,2.192820877444392e-06,Content Marketer,,Senior,Cybersecurity
R_000995,CV,16,0.0064,9.748073778791181e-05,2.5165618378338587e-05,Account Executive,,Mid,Healthcare
R_000996,CV,8,0.0032,5.515436308412543e-05,3.0097145617364855e-07,Business Analyst,,Mid,Cybersecurity
R_000997,CV,6,0.0024,4.255900728837989e-05,5.73656647249789e-07,Financial Analyst,,Senior,Gaming
R_000998,CV,9,0.0036,6.341974199853008e-05,6.753145505202589e-07,Performance Marketer,,Mid,SaaS
R_000999,CV,3,0.0012,2.8507383380598816e-05,5.167927276914658e-08,Data Analyst,,Mid,Cybersecurity
R_001000,CV,11,0.0044,7.390998394548408e-05,1.5235850984348314e-05,Marketing Manager,,Senior,EdTech
R_001001,CV,12,0.0048,7.293278495552366e-05,1.4456897643582825e-05,Customer Support Specialist,,Mid,EdTech
R_001002,CV,4,0.0016,3.4215829191976255e-05,1.0392573691715839e-07,BI Analyst,,Mid,FinTech
R_001003,CV,1,0.0004,1.7826286883306046e-05,0.0,Business Development Manager,,Mid,Retail
R_001004,CV,5,0.002,3.95654112888593e-05,8.218307536726203e-06,BI Analyst,,Senior,EdTech
R_001005,CV,5,0.002,3.9145238372792586e-05,1.6370942981288735e-07,Business Development Manager,,Junior,Travel
R_001006,CV,15,0.006,9.316649111193954e-05,0.00010767217062528152,BI Analyst,,Mid,Travel
R_001007,CV,4,0.0016,3.2650113456773925e-05,3.0846549576005166e-06,Project Manager,,Junior,Logistics
R_001008,CV,7,0.0028,5.297060819446923e-05,7.62565845515845e-06,Product Manager,,Senior,Retail
R_001009,CV,6,0.0024,4.7436038126600914e-05,2.594552285808446e-07,Technical Product Manager,,Senior,Healthcare
R_001010,CV,13,0.0052,7.779364476551662e-05,0.00032222675353832267,FP&A Analyst,,Senior,EdTech
R_001011,CV,3,0.0012,2.906697477453379e-05,4.252707388800582e-08,Performance Marketer,,Senior,Gaming
R_001012,CV,3,0.0012,2.8695854092463436e-05,2.795478711712685e-06,Sales Representative,,Senior,Healthcare
R_001013,CV,11,0.0044,7.092812273312693e-05,2.3527045024907295e-05,Sales Representative,,Mid,EdTech
