node_id,node_type,community_global,role,job_title,seniority,industry
R_001741,CV,0,Full Stack Engineer,,Junior,SaaS
R_001742,CV,2,Product Manager,,Mid,Travel
R_001743,CV,6,Program Coordinator,,Senior,Travel
R_001744,CV,0,Software Engineer,,Mid,Gaming
R_001745,CV,5,Content Marketer,,Senior,Logistics
R_001746,CV,0,Backend Engineer,,Junior,Cybersecurity
R_001747,CV,4,Account Executive,,Mid,E-commerce
R_001748,CV,4,Sales Representative,,Mid,Logistics
R_001749,CV,2,Technical Product Manager,,Mid,Gaming
R_001750,CV,0,Software Engineer,,Junior,Healthcare
R_001751,CV,3,Data Analyst,,Senior,Gaming
R_001752,CV,7,Technical Support Specialist,,Junior,Cybersecurity
R_001753,CV,4,Account Executive,,Senior,Healthcare
R_001754,CV,0,Full Stack Engineer,,Mid,Retail
R_001755,CV,1,Financial Analyst,,Senior,Logistics
R_001756,CV,2,Associate Product Manager,,Mid,E-commerce
R_001757,CV,0,Backend Engineer,,Mid,Healthcare
R_001758,CV,1,Junior Accountant,,Senior,FinTech
R_001759,CV,2,Technical Product Manager,,Junior,Logistics
R_001760,CV,6,Operations Manager,,Mid,FinTech
R_001761,CV,2,Technical Product Manager,,Senior,Retail
R_001762,CV,1,FP&A Analyst,,Junior,Cybersecurity
R_001763,CV,5,Performance Marketer,,Junior,Gaming
R_001764,CV,5,Marketing Manager,,Mid,EdTech
R_001765,CV,6,Project Manager,,Junior,EdTech
R_001766,CV,0,Software Engineer,,Senior,FinTech
R_001767,CV,3,BI Analyst,,Junior,Cybersecurity
R_001768,CV,5,Content Marketer,,Senior,Retail
R_001769,CV,3,Data Analyst,,Senior,SaaS
R_001770,CV,1,Financial Analyst,,Mid,EdTech
R_001771,CV,2,Product Manager,,Mid,E-commerce
R_001772,CV,2,Product Manager,,Junior,Travel
R_001773,CV,3,BI Analyst,,Senior,Cybersecurity
R_001774,CV,6,Project Manager,,Junior,FinTech
R_001775,CV,4,Account Executive,,Junior,FinTech
R_001776,CV,1,Junior Accountant,,Junior,Gaming
R_001777,CV,6,Operations Manager,,Senior,Retail
R_001778,CV,6,Operations Manager,,Junior,E-commerce
R_001779,CV,3,Business Analyst,,Mid,EdTech
R_001780,CV,1,Financial Analyst,,Mid,E-commerce
R_001781,CV,2,Technical Product Manager,,Junior,Logistics
R_001782,CV,3,Business Analyst,,Mid,EdTech
R_001783,CV,5,Performance Marketer,,Junior,SaaS
R_001784,CV,5,Performance Marketer,,Mid,SaaS
R_001785,CV,2,Associate Product Manager,,Junior,E-commerce
R_001786,CV,1,Financial Analyst,,Junior,Cybersecurity
R_001787,CV,2,Product Manager,,Senior,EdTech
R_001788,CV,1,FP&A Analyst,,Mid,Retail
R_001789,CV,2,Product Manager,,Senior,FinTech
R_001790,CV,2,Product Manager,,Junior,Healthcare
R_001791,CV,6,Program Coordinator,,Senior,SaaS
R_001792,CV,3,Business Analyst,,Mid,FinTech
R_001793,CV,5,Marketing Manager,,Junior,FinTech
R_001794,CV,3,Data Analyst,,Senior,Gaming
R_001795,CV,1,Financial Analyst,,Mid,Retail
R_001796,CV,6,Operations Manager,,Senior,E-commerce
R_001797,CV,3,Data Analyst,,Senior,Gaming
R_001798,CV,0,Software Engineer,,Mid,E-commerce
R_001799,CV,1,Financial Analyst,,Junior,Travel
R_001800,CV,7,Customer Success Associate,,Junior,Logistics
R_001801,CV,4,Business Development Manager,,Mid,SaaS
R_001802,CV,6,Operations Manager,,Mid,Healthcare
R_001803,CV,1,FP&A Analyst,,Junior,Healthcare
R_001804,CV,7,Technical Support Specialist,,Junior,FinTech
R_001805,CV,4,Sales Representative,,Junior,Travel
R_001806,CV,0,Full Stack Engineer,,Junior,Gaming
R_001807,CV,7,Customer Support Specialist,,Senior,E-commerce
R_001808,CV,1,Financial Analyst,,Senior,SaaS
R_001809,CV,7,Technical Support Specialist,,Senior,FinTech
R_001810,CV,4,Business Development Manager,,Mid,E-commerce
R_001811,CV,3,Data Analyst,,Mid,Travel
R_001812,CV,2,Product Manager,,Mid,EdTech
R_001813,CV,5,Performance Marketer,,Junior,EdTech
R_001814,CV,1,Junior Accountant,,Mid,Gaming
R_001815,CV,2,Product Manager,,Junior,E-commerce
R_001816,CV,7,Customer Success Associate,,Mid,EdTech
R_001817,CV,7,Customer Support Specialist,,Mid,EdTech
R_001818,CV,2,Product Manager,,Mid,EdTech
R_001819,CV,4,Business Development Manager,,Junior,E-commerce
R_001820,CV,0,Full Stack Engineer,,Senior,Travel
R_001821,CV,6,Operations Manager,,Senior,Gaming
R_001822,CV,0,Full Stack Engineer,,Junior,Logistics
R_001823,CV,5,Marketing Manager,,Senior,Retail
R_001824,CV,3,Business Analyst,,Junior,Logistics
R_001825,CV,3,BI Analyst,,Junior,Logistics
R_001826,CV,0,Backend Engineer,,Junior,Retail
R_001827,CV,3,BI Analyst,,Senior,Gaming
R_001828,CV,0,Full Stack Engineer,,Mid,SaaS
R_001829,CV,2,Product Manager,,Senior,Travel
R_001830,CV,1,FP&A Analyst,,Mid,Logistics
R_001831,CV,0,Full Stack Engineer,,Junior,Logistics
R_001832,CV,7,Customer Support Specialist,,Junior,Logistics
R_001833,CV,1,Junior Accountant,,Junior,FinTech
R_001834,CV,2,Associate Product Manager,,Senior,FinTech
R_001835,CV,7,Technical Support Specialist,,Mid,Gaming
R_001836,CV,1,FP&A Analyst,,Junior,Logistics
R_001837,CV,1,Financial Analyst,,Mid,Logistics
R_001838,CV,5,Content Marketer,,Mid,Cybersecurity
R_001839,CV,0,Software Engineer,,Senior,E-commerce
R_001840,CV,6,Project Manager,,Mid,E-commerce
R_001841,CV,2,Product Manager,,Senior,Cybersecurity
R_001842,CV,6,Program Coordinator,,Junior,Cybersecurity
R_001843,CV,7,Technical Support Specialist,,Junior,Retail
R_001844,CV,3,BI Analyst,,Senior,Logistics
R_001845,CV,2,Product Manager,,Senior,Retail
R_001846,CV,3,Data Analyst,,Mid,EdTech
R_001847,CV,1,Junior Accountant,,Mid,EdTech
R_001848,CV,6,Operations Manager,,Senior,Logistics
R_001849,CV,6,Project Manager,,Senior,Cybersecurity
R_001850,CV,7,Technical Support Specialist,,Junior,Retail
R_001851,CV,0,Full Stack Engineer,,Senior,FinTech
R_001852,CV,5,Content Marketer,,Mid,SaaS
R_001853,CV,2,Associate Product Manager,,Junior,Retail
R_001854,CV,2,Associate Product Manager,,Senior,Healthcare
R_001855,CV,2,Product Manager,,Senior,SaaS
R_001856,CV,2,Technical Product Manager,,Junior,Logistics
R_001857,CV,0,Software Engineer,,Junior,Logistics
R_001858,CV,7,Customer Success Associate,,Mid,Retail
R_001859,CV,0,Backend Engineer,,Junior,Retail
R_001860,CV,0,Backend Engineer,,Junior,Cybersecurity
R_001861,CV,3,Business Analyst,,Senior,Retail
R_001862,CV,3,Data Analyst,,Mid,Retail
R_001863,CV,6,Project Manager,,Senior,Cybersecurity
R_001864,CV,2,Associate Product Manager,,Junior,Gaming
R_001865,CV,4,Account Executive,,Junior,Travel
R_001866,CV,6,Project Manager,,Senior,Travel
R_001867,CV,7,Customer Support Specialist,,Mid,FinTech
R_001868,CV,1,FP&A Analyst,,Junior,Retail
R_001869,CV,6,Project Manager,,Mid,FinTech
R_001870,CV,2,Product Manager,,Senior,FinTech
R_001871,CV,0,Full Stack Engineer,,Junior,Travel
R_001872,CV,6,Project Manager,,Junior,Gaming
R_001873,CV,1,FP&A Analyst,,Mid,E-commerce
R_001874,CV,2,Technical Product Manager,,Junior,Travel
R_001875,CV,1,Financial Analyst,,Mid,Healthcare
R_001876,CV,3,Data Analyst,,Senior,Travel
R_001877,CV,2,Technical Product Manager,,Senior,Gaming
R_001878,CV,4,Account Executive,,Junior,EdTech
R_001879,CV,3,Data Analyst,,Junior,E-commerce
R_001880,CV,0,Backend Engineer,,Senior,Healthcare
R_001881,CV,7,Technical Support Specialist,,Junior,Cybersecurity
R_001882,CV,0,Backend Engineer,,Junior,SaaS
R_001883,CV,0,Full Stack Engineer,,Senior,E-commerce
R_001884,CV,0,Software Engineer,,Junior,Healthcare
R_001885,CV,4,Sales Representative,,Mid,Travel
R_001886,CV,2,Technical Product Manager,,Junior,FinTech
R_001887,CV,1,FP&A Analyst,,Junior,Logistics
R_001888,CV,3,Data Analyst,,Mid,Retail
R_001889,CV,3,Business Analyst,,Mid,FinTech
R_001890,CV,7,Technical Support Specialist,,Junior,SaaS
R_001891,CV,0,Backend Engineer,,Mid,FinTech
R_001892,CV,3,BI Analyst,,Junior,Travel
R_001893,CV,0,Software Engineer,,Senior,E-commerce
R_001894,CV,5,Marketing Manager,,Mid,Healthcare
R_001895,CV,2,Product Manager,,Junior,EdTech
R_001896,CV,7,Customer Support Specialist,,Senior,Retail
R_001897,CV,4,Account Executive,,Senior,FinTech
R_001898,CV,2,Associate Product Manager,,Mid,Gaming
R_001899,CV,7,Customer Success Associate,,Junior,Retail
R_001900,CV,2,Associate Product Manager,,Senior,Travel
R_001901,CV,3,Business Analyst,,Senior,Logistics
R_001902,CV,2,Product Manager,,Senior,Retail
R_001903,CV,4,Sales Representative,,Senior,FinTech
R_001904,CV,3,BI Analyst,,Mid,Healthcare
R_001905,CV,7,Customer Success Associate,,Mid,Logistics
R_001906,CV,4,Sales Representative,,Junior,Retail
R_001907,CV,4,Sales Representative,,Mid,Travel
R_001908,CV,3,Business Analyst,,Mid,Healthcare
R_001909,CV,1,Financial Analyst,,Mid,SaaS
R_001910,CV,6,Project Manager,,Junior,Cybersecurity
R_001911,CV,7,Customer Support Specialist,,Senior,EdTech
R_001912,CV,2,Product Manager,,Junior,Logistics
R_001913,CV,3,Business Analyst,,Senior,Gaming
R_001914,CV,1,Junior Accountant,,Junior,Gaming
R_001915,CV,1,Junior Accountant,,Senior,Logistics
R_001916,CV,3,Business Analyst,,Mid,Healthcare
R_001917,CV,2,Product Manager,,Junior,Retail
R_001918,CV,2,Technical Product Manager,,Senior,FinTech
R_001919,CV,6,Operations Manager,,Senior,Travel
R_001920,CV,11,Operations Manager,,Mid,SaaS
R_001921,CV,2,Technical Product Manager,,Mid,Gaming
R_001922,CV,2,Technical Product Manager,,Mid,EdTech
R_001923,CV,7,Customer Support Specialist,,Senior,FinTech
R_001924,CV,6,Operations Manager,,Senior,Gaming
R_001925,CV,7,Customer Success Associate,,Junior,Logistics
R_001926,CV,4,Sales Representative,,Junior,Retail
R_001927,CV,3,Business Analyst,,Senior,E-commerce
R_001928,CV,1,Financial Analyst,,Junior,Logistics
R_001929,CV,1,FP&A Analyst,,Junior,FinTech
R_001930,CV,3,BI Analyst,,Junior,FinTech
R_001931,CV,5,Content Marketer,,Junior,Logistics
R_001932,CV,3,Business Analyst,,Junior,Travel
R_001933,CV,1,Financial Analyst,,Junior,Retail
R_001934,CV,2,Product Manager,,Mid,Retail
R_001935,CV,1,Financial Analyst,,Mid,Travel
R_001936,CV,1,Financial Analyst,,Junior,Cybersecurity
R_001937,CV,1,Junior Accountant,,Senior,Travel
R_001938,CV,2,Technical Product Manager,,Senior,Travel
R_001939,CV,5,Marketing Manager,,Mid,Gaming
R_001940,CV,6,Project Manager,,Senior,Gaming
R_001941,CV,6,Program Coordinator,,Mid,Logistics
R_001942,CV,2,Associate Product Manager,,Mid,FinTech
R_001943,CV,4,Sales Representative,,Junior,EdTech
R_001944,CV,4,Sales Representative,,Senior,SaaS
R_001945,CV,7,Customer Support Specialist,,Junior,Healthcare
R_001946,CV,6,Program Coordinator,,Senior,Cybersecurity
R_001947,CV,1,Financial Analyst,,Junior,FinTech
R_001948,CV,6,Project Manager,,Mid,Healthcare
R_001949,CV,2,Product Manager,,Mid,Cybersecurity
R_001950,CV,3,Data Analyst,,Mid,E-commerce
R_001951,CV,2,Product Manager,,Junior,Cybersecurity
R_001952,CV,0,Full Stack Engineer,,Junior,Gaming
R_001953,CV,6,Operations Manager,,Junior,Logistics
R_001954,CV,3,Data Analyst,,Mid,SaaS
R_001955,CV,4,Account Executive,,Mid,Logistics
R_001956,CV,5,Marketing Manager,,Junior,Travel
R_001957,CV,6,Project Manager,,Mid,FinTech
R_001958,CV,3,Business Analyst,,Mid,FinTech
R_001959,CV,6,Operations Manager,,Senior,SaaS
R_001960,CV,3,BI Analyst,,Senior,E-commerce
R_001961,CV,0,Full Stack Engineer,,Senior,EdTech
R_001962,CV,5,Marketing Manager,,Junior,Healthcare
R_001963,CV,2,Associate Product Manager,,Mid,E-commerce
R_001964,CV,0,Backend Engineer,,Senior,EdTech
R_001965,CV,7,Customer Success Associate,,Junior,Cybersecurity
R_001966,CV,2,Associate Product Manager,,Junior,SaaS
R_001967,CV,0,Software Engineer,,Senior,Retail
R_001968,CV,0,Full Stack Engineer,,Senior,SaaS
R_001969,CV,1,Financial Analyst,,Junior,Travel
R_001970,CV,1,Financial Analyst,,Junior,Logistics
R_001971,CV,7,Technical Support Specialist,,Mid,Cybersecurity
R_001972,CV,4,Account Executive,,Senior,Travel
R_001973,CV,2,Product Manager,,Mid,EdTech
R_001974,CV,4,Business Development Manager,,Mid,Cybersecurity
R_001975,CV,5,Content Marketer,,Junior,E-commerce
R_001976,CV,3,BI Analyst,,Senior,E-commerce
R_001977,CV,1,FP&A Analyst,,Senior,Cybersecurity
R_001978,CV,5,Performance Marketer,,Mid,Cybersecurity
R_001979,CV,1,FP&A Analyst,,Junior,SaaS
R_001980,CV,2,Product Manager,,Senior,Logistics
R_001981,CV,6,Program Coordinator,,Junior,Gaming
R_001982,CV,4,Sales Representative,,Junior,E-commerce
R_001983,CV,2,Product Manager,,Junior,Travel
R_001984,CV,7,Technical Support Specialist,,Mid,Healthcare
R_001985,CV,5,Marketing Manager,,Junior,Travel
R_001986,CV,6,Operations Manager,,Senior,SaaS
R_001987,CV,5,Content Marketer,,Mid,EdTech
R_001988,CV,4,Sales Representative,,Junior,Gaming
R_001989,CV,2,Associate Product Manager,,Junior,SaaS
R_001990,CV,6,FP&A Analyst,,Mid,Travel
R_001991,CV,2,Associate Product Manager,,Junior,Logistics
R_001992,CV,1,Financial Analyst,,Mid,Travel
R_001993,CV,3,Business Analyst,,Junior,FinTech
R_001994,CV,3,Data Analyst,,Senior,Retail
R_001995,CV,5,Content Marketer,,Senior,Cybersecurity
R_001996,CV,1,FP&A Analyst,,Mid,E-commerce
R_001997,CV,4,Business Development Manager,,Mid,EdTech
R_001998,CV,7,Customer Success Associate,,Mid,Travel
R_001999,CV,5,Marketing Manager,,Senior,Healthcare
R_002000,CV,6,Program Coordinator,,Senior,Gaming
R_002001,CV,4,Business Development Manager,,Junior,EdTech
R_002002,CV,1,Financial Analyst,,Senior,Travel
R_002003,CV,7,Technical Support Specialist,,Junior,EdTech
R_002004,CV,1,FP&A Analyst,,Mid,Logistics
R_002005,CV,1,FP&A Analyst,,Mid,Cybersecurity
R_002006,CV,6,Project Manager,,Junior,SaaS
R_002007,CV,4,Account Executive,,Mid,EdTech
R_002008,CV,3,Data Analyst,,Junior,Retail
R_002009,CV,6,Project Manager,,Senior,Retail
R_002010,CV,2,Associate Product Manager,,Senior,FinTech
R_002011,CV,7,Customer Support Specialist,,Mid,Retail
R_002012,CV,7,Technical Support Specialist,,Mid,E-commerce
R_002013,CV,2,Product Manager,,Mid,EdTech
R_002014,CV,4,Sales Representative,,Senior,Travel
R_002015,CV,6,Project Manager,,Junior,SaaS
R_002016,CV,6,Program Coordinator,,Mid,Logistics
R_002017,CV,4,Business Development Manager,,Mid,Logistics
R_002018,CV,7,Customer Success Associate,,Mid,E-commerce
R_002019,CV,4,Sales Representative,,Senior,Retail
R_002020,CV,4,Business Development Manager,,Senior,SaaS
R_002021,CV,5,Marketing Manager,,Senior,Gaming
R_002022,CV,2,Technical Product Manager,,Mid,Gaming
R_002023,CV,1,Junior Accountant,,Senior,EdTech
R_002024,CV,0,Full Stack Engineer,,Mid,SaaS
R_002025,CV,5,Content Marketer,,Junior,SaaS
R_002026,CV,1,Financial Analyst,,Senior,Cybersecurity
R_002027,CV,1,Junior Accountant,,Senior,EdTech
R_002028,CV,3,Data Analyst,,Junior,Logistics
R_002029,CV,1,Financial Analyst,,Junior,Healthcare
R_002030,CV,1,Junior Accountant,,Junior,SaaS
R_002031,CV,0,Full Stack Engineer,,Senior,Travel
R_002032,CV,3,BI Analyst,,Mid,E-commerce
R_002033,CV,0,Software Engineer,,Senior,Gaming
R_002034,CV,1,Junior Accountant,,Junior,Gaming
R_002035,CV,2,Product Manager,,Senior,Logistics
R_002036,CV,3,Business Analyst,,Mid,Travel
R_002037,CV,3,Data Analyst,,Junior,Logistics
R_002038,CV,2,Product Manager,,Mid,SaaS
R_002039,CV,2,Associate Product Manager,,Senior,Travel
R_002040,CV,6,Program Coordinator,,Senior,Healthcare
R_002041,CV,0,Backend Engineer,,Senior,Logistics
R_002042,CV,7,Technical Support Specialist,,Senior,SaaS
R_002043,CV,2,Technical Product Manager,,Mid,Healthcare
R_002044,CV,0,Full Stack Engineer,,Mid,Gaming
R_002045,CV,5,Content Marketer,,Junior,SaaS
R_002046,CV,0,Backend Engineer,,Senior,Cybersecurity
R_002047,CV,4,Business Development Manager,,Junior,Healthcare
R_002048,CV,5,Marketing Manager,,Mid,E-commerce
R_002049,CV,1,Junior Accountant,,Mid,E-commerce
R_002050,CV,7,Customer Success Associate,,Senior,EdTech
R_002051,CV,5,Content Marketer,,Mid,Retail
R_002052,CV,6,Project Manager,,Senior,FinTech
R_002053,CV,0,Backend Engineer,,Mid,Travel
R_002054,CV,0,Backend Engineer,,Junior,EdTech
R_002055,CV,4,Account Executive,,Junior,EdTech
R_002056,CV,4,Sales Representative,,Senior,SaaS
R_002057,CV,5,Marketing Manager,,Mid,E-commerce
R_002058,CV,6,Project Manager,,Mid,Cybersecurity
R_002059,CV,1,FP&A Analyst,,Junior,Retail
R_002060,CV,3,Data Analyst,,Senior,Retail
R_002061,CV,5,Performance Marketer,,Junior,Retail
R_002062,CV,5,Marketing Manager,,Senior,Travel
R_002063,CV,7,Customer Success Associate,,Senior,Retail
R_002064,CV,1,Junior Accountant,,Senior,Cybersecurity
R_002065,CV,1,FP&A Analyst,,Junior,Cybersecurity
R_002066,CV,6,Operations Manager,,Mid,Gaming
R_002067,CV,3,Data Analyst,,Mid,Travel
R_002068,CV,5,Marketing Manager,,Senior,E-commerce
R_002069,CV,7,Technical Support Specialist,,Junior,Healthcare
R_002070,CV,3,Business Analyst,,Junior,FinTech
R_002071,CV,2,Product Manager,,Junior,SaaS
R_002072,CV,1,FP&A Analyst,,Senior,Cybersecurity
R_002073,CV,3,BI Analyst,,Mid,SaaS
R_002074,CV,2,Associate Product Manager,,Senior,E-commerce
R_002075,CV,0,Backend Engineer,,Junior,FinTech
R_002076,CV,5,Content Marketer,,Senior,FinTech
R_002077,CV,1,FP&A Analyst,,Mid,E-commerce
R_002078,CV,4,Account Executive,,Mid,Healthcare
R_002079,CV,5,Performance Marketer,,Senior,Cybersecurity
R_002080,CV,2,Associate Product Manager,,Mid,EdTech
R_002081,CV,1,FP&A Analyst,,Senior,Cybersecurity
R_002082,CV,5,Performance Marketer,,Junior,Gaming
R_002083,CV,1,Financial Analyst,,Senior,Travel
R_002084,CV,7,Customer Success Associate,,Junior,SaaS
R_002085,CV,4,Sales Representative,,Senior,Retail
R_002086,CV,6,Program Coordinator,,Junior,EdTech
R_002087,CV,0,Backend Engineer,,Mid,E-commerce
R_002088,CV,1,Junior Accountant,,Mid,EdTech
R_002089,CV,6,Operations Manager,,Senior,Retail
R_002090,CV,6,Program Coordinator,,Junior,Retail
R_002091,CV,5,Marketing Manager,,Mid,Healthcare
R_002092,CV,0,Software Engineer,,Junior,Retail
R_002093,CV,0,Software Engineer,,Mid,Travel
R_002094,CV,3,Data Analyst,,Mid,Healthcare
R_002095,CV,4,Business Development Manager,,Senior,FinTech
R_002096,CV,0,Software Engineer,,Junior,Healthcare
R_002097,CV,4,Account Executive,,Junior,Logistics
R_002098,CV,1,FP&A Analyst,,Senior,Healthcare
R_002099,CV,4,Business Development Manager,,Junior,EdTech
R_002100,CV,0,Software Engineer,,Senior,Logistics
R_002101,CV,4,Business Development Manager,,Junior,Retail
R_002102,CV,0,Full Stack Engineer,,Mid,SaaS
R_002103,CV,5,Content Marketer,,Junior,E-commerce
R_002104,CV,7,Technical Support Specialist,,Junior,E-commerce
R_002105,CV,5,Marketing Manager,,Mid,Healthcare
R_002106,CV,7,Customer Support Specialist,,Mid,Travel
R_002107,CV,1,Junior Accountant,,Junior,Retail
R_002108,CV,0,Backend Engineer,,Senior,EdTech
R_002109,CV,7,Technical Support Specialist,,Junior,Cybersecurity
R_002110,CV,2,Technical Product Manager,,Mid,EdTech
R_002111,CV,0,Software Engineer,,Junior,Cybersecurity
R_002112,CV,4,Sales Representative,,Junior,Gaming
R_002113,CV,4,Account Executive,,Senior,E-commerce
R_002114,CV,5,Performance Marketer,,Junior,E-commerce
R_002115,CV,5,Performance Marketer,,Senior,FinTech
R_002116,CV,7,Customer Support Specialist,,Mid,Logistics
R_002117,CV,2,Product Manager,,Senior,Gaming
R_002118,CV,2,Product Manager,,Mid,EdTech
R_002119,CV,0,Full Stack Engineer,,Senior,Cybersecurity
R_002120,CV,6,Program Coordinator,,Junior,Travel
R_002121,CV,6,Program Coordinator,,Junior,FinTech
R_002122,CV,2,Technical Product Manager,,Junior,E-commerce
R_002123,CV,3,Business Analyst,,Junior,Travel
R_002124,CV,4,Account Executive,,Mid,SaaS
R_002125,CV,7,Customer Support Specialist,,Senior,EdTech
R_002126,CV,2,Product Manager,,Senior,SaaS
R_002127,CV,4,Sales Representative,,Junior,EdTech
R_002128,CV,3,Data Analyst,,Mid,E-commerce
R_002129,CV,6,Program Coordinator,,Junior,EdTech
R_002130,CV,0,Full Stack Engineer,,Mid,Cybersecurity
R_002131,CV,5,Performance Marketer,,Senior,E-commerce
R_002132,CV,7,Customer Success Associate,,Mid,Cybersecurity
R_002133,CV,6,Project Manager,,Senior,FinTech
R_002134,CV,1,Financial Analyst,,Mid,Travel
R_002135,CV,1,Financial Analyst,,Junior,EdTech
R_002136,CV,6,Operations Manager,,Senior,Cybersecurity
R_002137,CV,7,Customer Success Associate,,Mid,FinTech
R_002138,CV,6,Program Coordinator,,Senior,SaaS
R_002139,CV,5,Marketing Manager,,Mid,Cybersecurity
R_002140,CV,5,Marketing Manager,,Senior,Healthcare
R_002141,CV,0,Backend Engineer,,Senior,Logistics
R_002142,CV,6,Program Coordinator,,Junior,EdTech
R_002143,CV,7,Technical Support Specialist,,Mid,Logistics
R_002144,CV,4,Sales Representative,,Mid,FinTech
R_002145,CV,0,Full Stack Engineer,,Mid,Cybersecurity
R_002146,CV,5,Content Marketer,,Senior,E-commerce
R_002147,CV,0,Full Stack Engineer,,Mid,Logistics
R_002148,CV,1,FP&A Analyst,,Junior,Cybersecurity
R_002149,CV,0,Software Engineer,,Mid,SaaS
R_002150,CV,4,Account Executive,,Mid,Healthcare
R_002151,CV,5,Performance Marketer,,Mid,Retail
R_002152,CV,7,Technical Support Specialist,,Senior,Logistics
R_002153,CV,1,FP&A Analyst,,Senior,Logistics
R_002154,CV,4,Business Development Manager,,Mid,SaaS
R_002155,CV,2,Associate Product Manager,,Senior,EdTech
R_002156,CV,7,Customer Support Specialist,,Junior,EdTech
R_002157,CV,1,Junior Accountant,,Junior,Cybersecurity
R_002158,CV,3,Business Analyst,,Senior,SaaS
R_002159,CV,1,FP&A Analyst,,Mid,Gaming
R_002160,CV,1,Financial Analyst,,Mid,EdTech
R_002161,CV,4,Account Executive,,Senior,SaaS
R_002162,CV,3,BI Analyst,,Mid,Retail
R_002163,CV,4,Business Development Manager,,Senior,FinTech
R_002164,CV,0,Software Engineer,,Junior,EdTech
R_002165,CV,7,Customer Support Specialist,,Senior,Healthcare
R_002166,CV,7,Customer Support Specialist,,Senior,FinTech
R_002167,CV,0,Software Engineer,,Mid,EdTech
R_002168,CV,1,Financial Analyst,,Mid,Cybersecurity
R_002169,CV,3,BI Analyst,,Junior,Healthcare
R_002170,CV,3,Business Analyst,,Mid,E-commerce
R_002171,CV,3,Business Analyst,,Junior,EdTech
R_002172,CV,6,Program Coordinator,,Junior,FinTech
R_002173,CV,5,Marketing Manager,,Junior,Gaming
R_002174,CV,7,Customer Support Specialist,,Junior,Logistics
R_002175,CV,2,Associate Product Manager,,Mid,Retail
R_002176,CV,5,Performance Marketer,,Mid,E-commerce
R_002177,CV,7,Customer Success Associate,,Senior,FinTech
R_002178,CV,2,Associate Product Manager,,Junior,Gaming
R_002179,CV,7,Technical Support Specialist,,Mid,E-commerce
R_002180,CV,5,Marketing Manager,,Senior,Logistics
R_002181,CV,5,Marketing Manager,,Senior,Travel
R_002182,CV,6,Operations Manager,,Senior,FinTech
R_002183,CV,6,Operations Manager,,Senior,SaaS
R_002184,CV,5,Content Marketer,,Mid,Logistics
R_002185,CV,7,Customer Success Associate,,Mid,Gaming
R_002186,CV,5,Marketing Manager,,Mid,EdTech
R_002187,CV,5,Performance Marketer,,Mid,E-commerce
R_002188,CV,2,Product Manager,,Mid,Travel
R_002189,CV,1,FP&A Analyst,,Senior,E-commerce
R_002190,CV,4,Account Executive,,Junior,Gaming
R_002191,CV,1,Junior Accountant,,Mid,EdTech
R_002192,CV,5,Marketing Manager,,Junior,Healthcare
R_002193,CV,0,Backend Engineer,,Senior,SaaS
R_002194,CV,1,FP&A Analyst,,Mid,SaaS
R_002195,CV,2,Associate Product Manager,,Mid,Gaming
R_002196,CV,1,FP&A Analyst,,Junior,Travel
R_002197,CV,6,Program Coordinator,,Senior,EdTech
R_002198,CV,2,Product Manager,,Senior,Travel
R_002199,CV,0,Full Stack Engineer,,Mid,SaaS
R_002200,CV,1,Junior Accountant,,Junior,Logistics
R_002201,CV,1,Junior Accountant,,Mid,FinTech
R_002202,CV,0,Backend Engineer,,Mid,Retail
R_002203,CV,6,Program Coordinator,,Junior,Gaming
R_002204,CV,6,Project Manager,,Mid,SaaS
R_002205,CV,5,Performance Marketer,,Junior,Retail
R_002206,CV,7,Customer Support Specialist,,Junior,Retail
R_002207,CV,2,Associate Product Manager,,Mid,SaaS
R_002208,CV,3,Business Analyst,,Senior,Travel
R_002209,CV,7,Customer Support Specialist,,Junior,SaaS
R_002210,CV,5,Marketing Manager,,Mid,Travel
R_002211,CV,5,Marketing Manager,,Senior,Gaming
R_002212,CV,3,Business Analyst,,Junior,FinTech
R_002213,CV,3,Business Analyst,,Senior,Healthcare
R_002214,CV,3,Data Analyst,,Mid,SaaS
R_002215,CV,1,Junior Accountant,,Senior,Retail
R_002216,CV,2,Associate Product Manager,,Senior,Travel
R_002217,CV,6,Project Manager,,Junior,Logistics
R_002218,CV,4,Sales Representative,,Senior,Cybersecurity
R_002219,CV,6,Program Coordinator,,Junior,EdTech
R_002220,CV,4,Account Executive,,Junior,SaaS
R_002221,CV,0,Backend Engineer,,Junior,Cybersecurity
R_002222,CV,5,Marketing Manager,,Junior,Logistics
R_002223,CV,4,Business Development Manager,,Senior,Healthcare
R_002224,CV,5,Performance Marketer,,Senior,Cybersecurity
R_002225,CV,5,Marketing Manager,,Senior,E-commerce
R_002226,CV,0,Software Engineer,,Junior,Cybersecurity
R_002227,CV,3,Business Analyst,,Junior,Retail
R_002228,CV,7,Customer Support Specialist,,Mid,EdTech
R_002229,CV,2,Technical Product Manager,,Mid,Retail
R_002230,CV,2,Technical Product Manager,,Mid,E-commerce
R_002231,CV,3,BI Analyst,,Mid,Logistics
R_002232,CV,5,Performance Marketer,,Mid,Cybersecurity
R_002233,CV,3,BI Analyst,,Junior,Gaming
R_002234,CV,2,Technical Product Manager,,Junior,E-commerce
R_002235,CV,5,Performance Marketer,,Junior,Logistics
R_002236,CV,7,Technical Support Specialist,,Mid,Retail
